id,sloka,translation
13,īrṣyotkaṇṭhābhayatrāsakrodhaśokātikarśanāt|  ativyavāyānaśanācchukramojaśca hīyate||24||  tataḥ snehakṣayādvāyurvṛddho doṣāvudīrayan|  pratiśyāyaṃ jvaraṃ kāsamaṅgamardaṃ śirorujam||25|| śvāsaṃ viḍbhedamaruciṃ pārśvaśūlaṃ svarakṣayam|  karoti cāṃsasantāpamekādaśagadānimān [1] ||26||  liṅgānyāvedayantyetānyekādaśa mahāgadam|  samprāptaṃ rājayakṣmāṇaṃ kṣayāt prāṇakṣayapradam||27||,"Due to envy, greed, fear, distress, anger, sorrow, excessive indulgence in sexual activities, and improper diet, semen is depleted. Then, as a result of the depletion of bodily tissues, the wind becomes vitiated and increases, causing eleven symptoms such as fever, cough, diarrhea, indigestion, hiccups, flatulence, tremors, sweating, loss of appetite, and debility. These are the major signs indicating the onset of a disease that can lead to the decay and death of the body."
14,vividhānyannapānāni vaiṣamyeṇa samaśnataḥ|  janayantyāmayān ghorānviṣamānmārutādayaḥ||28||  srotāṃsi rudhirādīnāṃ vaiṣamyādviṣamaṃ gatāḥ|  ruddhvā rogāya kalpante puṣyanti ca na dhātavaḥ||29||  pratiśyāyaṃ prasekaṃ ca kāsaṃ chardimarocakam|  jvaramaṃsābhitāpaṃ ca chardanaṃ rudhirasya ca||30||  pārśvaśūlaṃ śiraḥśūlaṃ svarabhedamathāpi ca|  kaphapittānilakṛtaṃ liṅgaṃ vidyādyathākramam||31|| iti vyādhisamūhasya rogarājasya  hetujam|  rūpamekādaśavidhaṃ hetuścoktaścaturvidhaḥ||32||,"By differently consuming various food and drinks, one causes the emergence of terrible and varied ailments such as diseases of the veins and arteries, due to imbalance. For the purpose of alleviating disease, when the flow in channels carrying blood and other fluids is obstructed, the elements do not thrive. The symptoms of this ailment are thirst, hiccups, vomiting, fever, digestive disorders, bleeding, side pain, headache, changes in voice, and visible signs caused by the imbalance of phlegm, bile, and wind, each in its own order. This is said to be the cause of the formation of this group of diseases with eleven forms and four types of causes."
15,pūrvarūpaṃ pratiśyāyo daurbalyaṃ doṣadarśanam|  adoṣeṣvapi bhāveṣu kāye bībhatsadarśanam||33||  ghṛṇitvamaśnataścāpi balamāṃsaparikṣayaḥ|  strīmadyamāṃsapriyatā priyatā cāvaguṇṭhane||34||  makṣikāghuṇakeśānāṃ tṛṇānāṃ patanāni ca|  prāyo'nnapāne keśānāṃ nakhānāṃ cābhivardhanam||35|| patatribhiḥ pataṅgaiśca śvāpadaiścābhidharṣaṇam|  svapne keśāsthirāśīnāṃ bhasmanaścādhirohaṇam||36||  jalāśayānāṃ śailānāṃ vanānāṃ jyotiṣāmapi|  śuṣyatāṃ kṣīyamāṇānāṃ patatāṃ yacca darśanam||37||  prāgrūpaṃ bahurūpasya tajjñeyaṃ rājayakṣmaṇaḥ|38|,"One who observes previous weakness, sees faults even in virtues, finds ugliness in the physical self, is unkind, loses strength after eating, has a fondness for the flesh of animals, is overly affectionate to an extreme fault, is afraid of small insects like lice and falling hair, notices the growth of hair, nails, and the death of birds, insects, and animals, oppresses them with his arms, mounts ashes while sleeping, sees dried up, diminishing or falling lakes, rivers, forests, and lights, and understands the early symptoms of royal consumption (a deadly disease)."
16,rūpaṃ tvasya yathoddeśaṃ nirdekṣyāmi [1] sabheṣajam||38||  yathāsvenoṣmaṇā pākaṃ śārīrā yānti dhātavaḥ|  srotasā ca yathāsvena dhātuḥ puṣyati dhātutaḥ||39||  srotasāṃ sannirodhācca raktādīnāṃ ca saṅkṣayāt|  dhātūṣmaṇāṃ cāpacayādrājayakṣmā pravartate||40||  tasmin kāle pacatyagniryadannaṃ koṣṭhasaṃśritam|  malībhavati tat prāyaḥ kalpate kiñcidojase||41||  tasmāt purīṣaṃ saṃrakṣyaṃ viśeṣādrājayakṣmiṇaḥ|  sarvadhātukṣayārtasya balaṃ tasya hi viḍbalam||42||  rasaḥ srotaḥsu ruddheṣu svasthānastho vidahyate [2] |  sa ūrdhvaṃ kāsavegena bahurūpaḥ pravartate||43||  jāyante vyādhayaścātaḥ ṣaḍekādaśa vā punaḥ|  yeṣāṃ saṅghātayogena rājayakṣmeti kathyate||44||  kāsoṃ'satāpo vaisvaryaṃ jvaraḥ pārśvaśirorujā|  chardanaṃ raktakaphayoḥ śvāsavarcogado'ruciḥ||45||  rūpāṇyekādaśaitāni yakṣmaṇaḥ ṣaḍimāni vā|  kāso jvaraḥ pārśvaśūlaṃ svaravarcogado'ruciḥ||46||  sarvairardhaistribhirvā'pi liṅgairmāṃsabalakṣaye|  yukto varjyaścikitsyastu sarvarūpo'pyato'nyathā||47||,"I will describe his form as follows: He is the healer of all. Just as various bodily functions take place due to their inherent qualities, and just as a single quality nourishes another quality through a channel; when the flow of these qualities is obstructed and they become weakened, then disease arising from imbalance in the body's components sets in. At that time, fire within consumes whatever food is stored inside, turning it into waste. This is its inherent characteristic. Therefore, stool must be carefully protected, especially during times of illness, for a person who is already weakened by loss of bodily tissues cannot afford to lose any more strength. When the channels are blocked, rasa (nutrient fluid) located in its proper place gets cooked and gives rise to various diseases like diarrhea, indigestion, etc. These diseases manifest differently based on their causes: cough, thirst, loss of luster, fever, pain in the sides or head, vomiting, anorexia, fainting, and other symptoms that result from imbalance in bodily tissues. Anyone who exhibits these symptoms should be treated carefully, as they can lead to various diseases caused by imbalance in bodily tissues. (Translation based on Swami Dayananda Saraswati's commentary)"
17,ghrāṇamūle sthitaḥ śleṣmā rudhiraṃ pittameva vā|  mārutādhmātaśiraso mārutaṃ śyāyate prati||48|| pratiśyāyastato ghoro jāyate dehakarśanaḥ|  tasya rūpaṃ śiraḥśūlaṃ gauravaṃ ghrāṇaviplavaḥ||49||  jvaraḥ kāsaḥ kaphotkleśaḥ svarabhedo'ruciḥ klamaḥ|  indriyāṇāmasāmarthyaṃ yakṣmā cātaḥ [1] prajāyate||50||,"Phlegm lodged at the base of the nose, or blood located at the head, when moved by the wind, produces a severe pain that torments the body. Its form is like a thunderbolt, sharp and piercing; it causes fever, cough, difficulty in breathing, change in voice, loss of appetite, lethargy, and ultimately consumption."
18,picchilaṃ bahalaṃ visraṃ haritaṃ śvetapītakam|  kāsamāno rasaṃ yakṣmī niṣṭhīvati [1] kaphānugam||51||,"A person, afflicted by jaundice, craves a yellow substance, their hair is thin, matted and yellowish-green in color. (Translation of [1] would be ""like that"")"
19,aṃsapārśvābhitāpaśca santāpaḥ  karapādayoḥ|  jvaraḥ sarvāṅgagaśceti lakṣaṇaṃ rājayakṣmaṇaḥ||52||,"The symptoms of royal consumption are fever at the sides and back, burning sensation in the hands and feet, and inflammation throughout the body."
20,vātātpittātkaphādraktāt kāsavegāt sapīnasāt|  svarabhedo bhavedvātādrūkṣaḥ kṣāmaścalaḥ svaraḥ||53||  tālukaṇṭhapariploṣaḥ pittādvaktumasūyate|  kaphādbhedo  vibaddhaśca svaraḥ khurakhurāyate  ||54||  sanno raktavibaddhatvāt svaraḥ kṛcchrāt pravartate|  kāsātivegāt kaṣaṇaḥ  pīnasātkaphavātikaḥ||55||  pārśvaśūlaṃ tvaniyataṃ saṅkocāyāmalakṣaṇam|  śiraḥśūlaṃ sasantāpaṃ yakṣmiṇaḥ syātsagauravam||56||,"The voice becomes tremulous from an excess of wind, harsh and thin from bile, and hoarse from phlegm; it becomes shrill due to the vehement attack of cough; the tone becomes tight and restricted from an excessive flow of blood; a brief spasm affects it from a sudden increase in phlegm and wind; a constant pain in the sides is indicative of a hiccup; and a heated sensation in the head along with fever points to emaciation caused by consumption."
21,abhisanne  śarīre tu yakṣmiṇo viṣamāśanāt|  kaṇṭhātpravartate raktaṃ śleṣmā cotkliṣṭasañcitaḥ||57||,"From a body afflicted by the yakshmika disease, due to irregular eating, reddish discharge emanates from the throat; this is the accumulated and agitated phlegm."
22,raktaṃ vibaddhamārgatvānmāṃsādīnnānupadyate  |  āmāśayasthamutkliṣṭaṃ bahutvāt kaṇṭhameti ca||58||  vātaśleṣmavibaddhatvādurasaḥ śvāsamṛcchati|  doṣairupahate cāgnau sapicchamatisāryate||59||,"By following a tainted path, one does not accept blood and other impure substances stored in the stomach due to their repulsiveness and quantity. Due to the binding of wind and phlegm in the region of the heart, one experiences difficulty in breathing. When the digestive fire is afflicted by impurities, it causes indigestion and abdominal pain."
23,pṛthagdoṣaiḥ samastairvā jihvāhṛdayasaṃśritaiḥ|  jāyate'rucirāhāre dviṣṭairarthaiśca mānasaiḥ||60||  kaṣāyatiktamadhurairvidyānmukharasaiḥ kramāt|  vātādyairaruciṃ jātāṃ mānasīṃ doṣadarśanāt||61||,"The sense of taste located in the tongue and heart becomes diminished due to the awareness of various faults in food that is desired, as well as the mental perception of tastes such as astringent, bitter, and sweet. Similarly, the sense of taste is also diminished by the wind and other elements."
24,arocakāt kāsavegāddoṣotkleśādbhayādapi|  chardiryā sā vikārāṇāmanyeṣāmapyupadravaḥ||62||,"What is that agitation, caused by disgust, exertion, faults, distress, or fear, which serves as a disturbance to others as well?"
25,sarvastridoṣajo yakṣmā doṣāṇāṃ tu balābalam|  parīkṣyāvasthikaṃ vaidyaḥ śoṣiṇaṃ samupācaret||63||  pratiśyāye śiraḥśūle kāse śvāse svarakṣaye|  pārśvaśūle ca vividhāḥ kriyāḥ sādhāraṇīḥ śṛṇu||64||,"The physician should attend to a consumptive patient, having examined the relative strengths of the various symptoms present in a disease devoid of all three faults. Listen to the common treatments for a headache, fever, cough, hemiplegia, and voice disorders. (63-64)"
26,pīnase svedamabhyaṅgaṃ dhūmamālepanāni ca|  pariṣekāvagāhāṃśca yāvakaṃ [1] vāṭyameva ca||65||  lavaṇāmlakaṭūṣṇāṃśca rasān snehopabṛṃhitān|  lāvatittiridakṣāṇāṃ vartakānāṃ ca kalpayet||66||  sapippalīkaṃ sayavaṃ sakulatthaṃ sanāgaram|  dāḍimāmalakopetaṃ snigdhamājaṃ rasaṃ pibet||67||  tena ṣaḍvinivartante vikārāḥ pīnasādayaḥ|  mūlakānāṃ kulatthānāṃ yūṣairvā sūpakalpitaiḥ [2] ||68||  yavagodhūmaśālyannairyathāsātmyamupācaret|  pibetprasādaṃ vāruṇyā jalaṃ vā pāñcamūlikam||69||  dhānyanāgarasiddhaṃ vā tāmalakyā'thavā śṛtam|  parṇinībhiścatasṛbhistena cānnāni kalpayet||70||,"Massage sweat-inducing substances, such as oil, on the body; apply fumigants and pastes; bathe and take in a drink made from yavaka seeds, boiled with a mixture of pippali, sugar, kulattha beans, nagara salt, dried dates, and mango. This will help counteract the six causes of fatigue. Prepare food from root vegetables and grains in their proper proportion; consume Pancamula Kashaya or water boiled with the leaves of four types of trees; prepare food using rice, wheat, barley, and lentils, as well as the juices of plants."
27,kṛśarotkārikāmāṣakulatthayavapāyasaiḥ|  saṅkarasvedavidhinā kaṇṭhaṃ pārśvamuraḥ śiraḥ||71||  svedayet patrabhaṅgeṇa śiraśca pariṣecayet|  balāguḍūcīmadhukaśṛtairvā vāribhiḥ sukhaiḥ||72||  bastamatsyaśirobhirvā nāḍīsvedaṃ prayojayet|  kaṇṭhe śirasi pārśve ca payobhirvā savātikaiḥ||73||  audakānūpamāṃsāni salilaṃ pāñcamūlikam|  sasnehamāranālaṃ vā nāḍīsvede prayojayet||74||  jīvantyāḥ śatapuṣpāyā balāyā madhukasya ca|  vacāyā veśavārasya vidāryā mūlakasya ca||75||  audakānūpamāṃsānāmupanāhāḥ susaṃskṛtāḥ|  śasyante sacatuḥsnehāḥ śiraḥpārśvāṃsaśūlinām||76||,"Use a paste made of roasted chickpea flour, barley flour, and cow's milk to massage the neck, shoulders, and head. Alternatively, use water or decoctions of bala, audumbara, manjishta, and nirgundi for nasya (nasal administration). These treatments alleviate stiffness in the neck, shoulder, and head regions."
28,śatapuṣpā samadhukaṃ kuṣṭhaṃ tagaracandane|  ālepanaṃ syāt saghṛtaṃ śiraḥpārśvāṃsaśūlanut||77||,"The paste made of one hundred blossoms, honey, and sandalwood resin should be applied to the head and sides of the body to alleviate pain."
29,balā rāsnā tilāḥ sarpirmadhukaṃ nīlamutpalam|  palaṅkaṣā devadāru candanaṃ keśaraṃ ghṛtam||78||  vīrā balā vidārī ca kṛṣṇagandhā punarnavā|  śatāvarī payasyā ca kattṛṇaṃ madhukaṃ ghṛtam||79|| catvāra ete ślokārdhaiḥ pradehāḥ parikīrtitāḥ|  śastāḥ saṃsṛṣṭadoṣāṇāṃ śiraḥpārśvāṃsaśūlinām||80||,"The powerful remedies for fevers are mentioned in these four half-verses: blue lotus, sesame seeds, ghee, and honey; black myrobalan, iron filings, ghee, and honey; they are beneficial for those suffering from fever and with imbalanced bodily humors."
30,nāvanaṃ dhūmapānāni snehāścauttarabhaktikāḥ|  tailānyabhyaṅgayogīni [1] bastikarma tathā param||81|| śṛṅgālābujalaukobhiḥ praduṣṭaṃ vyadhanena vā|  śiraḥpārśvāṃsaśūleṣu rudhiraṃ tasya nirharet||82||,"One should not partake in drinking alcohol or smoking; nor should one apply oil on the body with the intention of increasing physical pleasure. One should evacuate waste materials from the stomach and clean the head and ears, removing any impurities or dirt by any suitable means. (81)
If blood comes out from the horn, the head, the sides, or the joints, it should be immediately extracted. (82)"
31,pradehaḥ saghṛtaśceṣṭaḥ padmakośīracandanaiḥ|  dūrvāmadhukamañjiṣṭhākeśarairvā ghṛtāplutaiḥ||83||  prapauṇḍarīkanirguṇḍīpadmakeśaramutpalam [2] |  kaśerukāḥ payasyā ca sasarpiṣkaṃ pralepanam||84||  candanādyena tailena śatadhautena sarpiṣā|  abhyaṅgaḥ payasā sekaḥ śastaśca madhukāmbunā||85||  māhendreṇa suśītena candanādiśṛtena vā|  pariṣekaḥ prayoktavya iti saṃśamanī kriyā||86||,"The procedure involves massaging the body with a mixture of clarified butter, powdered herbal ingredients such as costus, licorice, and certain types of clay like paundarika, padma-kesara, utpala, and keshara; applying a paste made from dura leaves, honey, and milk; cleaning the body with hot water and oil; bathing with cool water scented with Chandana and other aromatic oils; and finally, rinsing off with water infused with the juice of certain plants. This is the recommended practice for calming the mind and senses."
32,doṣādhikānāṃ vamanaṃ śasyate savirecanam|  snehasvedopapannānāṃ sasnehaṃ yanna karśanam||87||  śoṣī muñcati gātrāṇi purīṣasraṃsanādapi|  abalāpekṣiṇīṃ mātrāṃ kiṃ punaryo viricyate||88||,"For those with an excess of faults, purgation is recommended; for those covered in sweat and oils, moderate warmth is advised. The emaciated person, even due to the loosening of feces, releases his limbs; how much more so for a weakened measure (of food)."
33,yogān saṃśuddhakoṣṭhānāṃ kāse śvāse svarakṣaye|  śiraḥpārśvāṃsaśūleṣu siddhānetānprayojayet||89||  balāvidārigandhādyairvidāryā [1] madhukena vā|  siddhaṃ salavaṇaṃ sarpirnasyaṃ syātsvaryamuttamam||90||  prapauṇḍarīkaṃ madhukaṃ pippalī bṛhatī balā|  kṣīraṃ [2] sarpiśca tatsiddhaṃ svaryaṃ syānnāvanaṃ param||91||,"For those who have purified their body through yoga, how can one protect the voice in the throat and alleviate pains in the head and sides? This can be accomplished by using fragrant substances like madhūka (licorice), which can eliminate impurities. A mixture of ghee, sugar, and sesame with pippalī and bṛhatī can also be used to improve the voice and is considered superior to other remedies."
34,śiraḥpārśvāṃsaśūlaghnaṃ kāsaśvāsanibarhaṇam|  prayujyamānaṃ bahuśo ghṛtaṃ cauttarabhaktikam||92|| daśamūlena payasā siddhaṃ māṃsarasena ca|  balāgarbhaṃ ghṛtaṃ sadyo rogānetān prabādhate||93||  bhaktasyopari madhye vā yathāgnyabhyavacāritam|  rāsnāghṛtaṃ vā sakṣīraṃ sakṣīraṃ vā balāghṛtam||94||  lehān kāsāpahān svaryāñ śvāsahikkānibarhaṇān|  śiraḥpārśvāṃsaśūlaghnān snehāṃścātaḥ paraṃ śṛṇu||95||  ghṛtaṃ kharjūramṛdvīkāśarkarākṣaudrasaṃyutam [3] |  sapippalīkaṃ vaisvaryakāsaśvāsajvarāpaham||96||  daśamūlaśṛtāt kṣīrāt sarpiryadudiyānnavam|  sapippalīkaṃ sakṣaudraṃ tat paraṃ svarabodhanam||97||  śiraḥpārśvāṃsaśūlaghnaṃ kāsaśvāsajvarāpaham|  pañcabhiḥ pañcamūlairvā śṛtādyadudiyādghṛtam||98||  pañcānāṃ pañcamūlānāṃ rase kṣīracaturguṇe|  siddhaṃ sarpirjayatyetadyakṣmaṇaḥ saptakaṃ balam||99||  kharjūraṃ pippalī drākṣā pathyā śṛṅgī durālabhā|  triphalā pippalī mustaṃ śṛṅgāṭaguḍaśarkarāḥ||100||  vīrā śaṭī puṣkarākhyaṃ surasaḥ śarkarā guḍaḥ|  nāgaraṃ citrako lājāḥ pippalyāmalakaṃ guḍaḥ||101||  ślokārdhairvihitānetāṃllihyānnā madhusarpiṣā|  kāsaśvāsāpahānsvaryānpārśvaśūlāpahāṃstathā||102||,"A ghee (clarified butter) that is often used, when applied to the sides of the head, alleviates pain. Prepared with the juice of ten roots and meat soup, it quickly eliminates these diseases: cough, hiccups, difficulty in breathing, excessive thirst, and fever. This ghee can be consumed alone or mixed with milk, sugar, or salt. It is beneficial for the voice, cures coughs, hiccups, and fever, and alleviates pain in the sides of the head when applied topically. It can also be prepared using five of the ten roots and consumed to increase strength and reduce excess phlegm. Various substances such as haritaki, sugar, pomegranate, salt, jaggery, nagara, citraka, laja, amalaka, and guda are used in its preparation. These remedies should be taken with honey and ghee to alleviate coughs, hiccups, improve the voice, and reduce pain in the sides of the head. (slokas 92-102)"
35,sitopalāṃ tugākṣīrīṃ pippalīṃ bahulāṃ tvacam|  antyādūrdhvaṃ dviguṇitaṃ lehayenmadhusarpiṣā||103||  cūrṇitaṃ prāśayedvā tacchvāsakāsakaphāturam [1] |  suptajihvārocakinamalpāgniṃ pārśvaśūlinam||104||,"One should consume with double the amount of honey and ghee, a mixture of well-ground Indian jujube, licorice, pippali, and black salt, along with the peel of white coconut. This helps in reducing kapha, bad breath, heartburn, and excess mucus; it also improves taste, digestion, and appetite."
36,hastapādāṅgadāheṣu jvare rakte tathordhvage|  vāsāghṛtaṃ śatāvaryā siddhaṃ vā paramaṃ hitam||105||,"In the case of fever in the hands, feet, and body, or upward-moving red fever, hundred-worthy Vasaa (a type of medicinal herb) mixed with ghee is certainly a proven remedy."
37,durālabhāṃ śvadaṃṣṭrāṃ ca catasraḥ parṇinīrbalām|  bhāgānpalonmitān kṛtvā palaṃ parpaṭakasya ca||106||  paceddaśaguṇe toye daśabhāgāvaśeṣite|  rase supūte dravyāṇāmeṣāṃ kalkān samāvapet||107||  śaṭyāḥ puṣkaramūlasya pippalītrāyamāṇayoḥ|  tāmalakyāḥ kirātānāṃ tiktasya kuṭajasya ca||108||  phalānāṃ sārivāyāśca supiṣṭān karṣasammitān|  tatastena ghṛtaprasthaṃ kṣīradviguṇitaṃ pacet||109||  jvaraṃ dāhaṃ bhramaṃ kāsamaṃsapārśvaśirorujam|  tṛṣṇāṃ chardimatīsārametat sarpirvyapohati||110||,"Having divided the mustard seeds, four leaves of a tree, the roots of a water lily, kiraatas' (a tribal community) tamarind, Sariva, well-ground pippali and dried ginger into equal parts, boil them separately in ten times the quantity of water. When the water is reduced to one-tenth, mix all these decoctions together with an equal quantity of clarified butter and double the amount of milk. This ghee concoction alleviates fever, burning sensation, dizziness, cough, hiccough, indigestion, and thirst."
38,jīvantīṃ madhukaṃ drākṣāṃ phalāni kuṭajasya ca|  śaṭīṃ puṣkaramūlaṃ ca vyāghrīṃ gokṣurakaṃ balām||111||  nīlotpalaṃ tāmalakīṃ trāyamāṇāṃ durālabhām|  pippalīṃ ca samaṃ piṣṭvā ghṛtaṃ vaidyo vipācayet||112||  etadvyādhisamūhasya rogeśasya samutthitam|  rūpamekādaśavidhaṃ sarpiragryaṃ vyapohati||113||,"A physician should cook and prepare a mixture of fresh honey, grapes, fruits of kutaja, shati, roots of puskara, milk of a tiger, gokshura, and bila, along with blue lotus, tamalaki, and pippali, which are difficult to obtain and properly protected. This exceptional mixture in the form of eleven types eliminates various diseases."
39,balāṃ sthirāṃ pṛśniparṇīṃ bṛhatīṃ sanidigdhikām|  sādhayitvā rase tasminpayo gavyaṃ sanāgaram||114||  drākṣākharjūrasarpirbhiḥ pippalyā ca śṛtaṃ saha|  sakṣaudraṃ jvarakāsaghnaṃ svaryaṃ caitat prayojayet||115||  ājasya payasaścaivaṃ prayogo jāṅgalā rasāḥ|  yūṣārthe caṇakā mudgā makuṣṭhāścopakalpitāḥ||116||,"Having firmly established the balanced, wide-leaved, and juicy Pṛśniparnī plant in the sap, one should prepare the liquid mixture by adding grapes, barley, wheat, jaggery, sesame oil, salt, and long pepper. This concoction, which is purgative, cures fever, and improves voice quality, is used for therapeutic purposes with the milk of a cow that primarily feeds on grass. Additionally, roasted grains like barley and mudga, along with kidney beans, are recommended for those seeking strength."
40,jvarāṇāṃ śamanīyo yaḥ pūrvamuktaḥ kriyāvidhiḥ|  yakṣmiṇāṃ jvaradāheṣu sasarpiṣkaḥ praśasyate||117||,The procedure previously mentioned is the remedy for fevers and is praised for being effective in the burning heat of consumption and yakshma (a type of fever).
41,kaphapraseke balavāñ ślaiṣmikaśchardayennaraḥ|  payasā phalayuktena mādhukena [1] rasena vā||118||  sarpiṣmatyā yavāgvā vā vamanīyopasiddhayā|  vānto'nnakāle laghvannamādadīta sadīpanam||119||  yavagodhūmamādhvīkasidhvariṣṭasurāsavān|  jāṅgalāni ca śūlyāni sevamānaḥ kaphaṃ jayet||120||  śleṣmaṇo'tiprasekena vāyuḥ śleṣmāṇamasyati|  kaphaprasekaṃ taṃ vidvān snigdhoṣṇenaiva nirjayet||121||  kriyā kaphapraseke yā vamyāṃ saiva praśasyate|  hṛdyāni cānnapānāni vātaghnāni laghūni ca||122||,"1.118 One who is strong in a kapha-aggravating situation is the person who drinks buttermilk, milk, or fruit juices mixed with sugar and water.

1.119 A person suffering from indigestion should eat light, warm foods at mealtime, such as wheat, barley, rice, and the like.

1.120 By consuming a diet of barley and wheat products, various alcoholic beverages, and wild game, one can conquer kapha.

1.121 If one knows that wind aggravates kapha, they should defeat it with warm, unctuous treatments.

1.122 The recommended action in a kapha-aggravating situation is therapeutic vomiting, and light, agreeable foods and beverages that reduce vata should be consumed."
