id,sloka,translation
15,ऋग्वेदं भगवोऽध्येमि यजुर्वेदँ् सामवेदमाथर्वणं चतुर्थमितिहासपुराणं पञ्चमं वेदानां वेदं पित्र्यँ् राशिं दैवं निधिं वाकोवाक्यमेकायनं देवविद्यां ब्रह्मविद्यां भूतविद्यां क्षत्रविद्यां नक्षत्रविद्यां सर्पदेवज्ञविद्यामेतद्भगवोऽध्येमि,"Narada replies: ""Bhagavan, I know the Rigveda, Yajurveda, Samaveda and Atharvana the fourth veda. As the 5th the Itihasa and Puranas, the Veda of Vedas namely Vyakarana , Pitrya , Ganita , Daiva , Nidhi , Vakovaakya , Ekayana , Deva vidya Brahmavidya Bhutavidya , Kshtravidya , nakshatra vidya , Sarpavidya . All these I know, Bhagavan."
16,सोऽहं भगवो मन्त्रविदेवास्मि नाऽऽत्मविच्छुतँ्ह्येव मे भगवोद्दृशेभ्यस्तरति शोकमात्मविदिति सोऽहं भगवः शोचामि तं मा भगवा ञ्छोकस्य परां तारयत्विति तँहोवाच यद्वै किंचैतदध्यगीष्ठानामैवैतत्,"Narada continues - In the Vedas, I know only the external sound of the word and I am not an atmavid . I have heard that people like you, that one who knows the Self passes beyond sorrow and have transcended misery. So I am in grief, do help me overcome this grief of mine."""
17,नाम वा ऋग्वेदो यजुर्वेदः सामवेद अथर्वणश्चतुर्थ इतिहासपुराणः पञ्चमो वेदानां वेदः पित्र्यो राशिदैवो निधिर्वाकोवाक्यमेकायनं देवविद्या ब्रह्मविद्या भूतविद्या क्षत्रविद्या नक्षत्रविद्या सर्पदेवज्ञविद्या नामैवैतन्नामोपास्स्वेति,"Sanatkumara says - ""Whatever you have studied is only a name. All the vedas and Puranas, the Veda of Vedas namely Vyakarana , Pitrya , Ganita , Daiva , Nidhi , Vakovaakya , Ekayana , Deva vidya , Brahmavidya Bhutavidya , Kshtravidya , nakshatra vidya , Sarpavidya - All these are the name only. Meditate on the Name."
18,यदा वै विजानात्यथ सत्यं वदति नाविजानन्सत्यं वदति विजानन्नेव सत्यं वदति विज्ञानं त्वेव विजिज्ञासितव्यमिति विज्ञानं भगवो विजिज्ञास इति,"When one understands the Truth , then only does he declare it. One who doesnt understand it does not declare it so. This Understanding one has to desire for . Bhagavan! I desire to understand the Understanding ."
19,यदा वै मनुतेऽथ विजानाति नामत्वा विजानाति मत्वैव विजानाति मतिस्त्वेव विजिज्ञासितव्येति मतिं भगवो विजिज्ञास इति,"When one thinks, then only he understands thoroughly, without having thought , one cannot know only through thought can one understand; Bhagavan! I desire to understand that Thought."
20,यदा वै श्रद्दधात्यथ मनुते नाश्रद्दधन्मनुते श्रद्दधेव मनुते श्रद्धात्वेव विजिज्ञासितव्येति श्रद्धां भगवो विजिज्ञास इति,"When one has Faith, then he thinks, without faith he does not think, only with faith one thinks; Bhagavan! I desire to understand Faith."
21,यदा वै निस्तिष्ठत्यथ श्रद्दधाति नानिस्तिष्ठच्छ्रद्दधाति निस्तिष्ठन्नेव श्रद्दधाति निष्ठात्वेव विजिज्ञासितव्येति निष्ठां भगवो विजिज्ञास इति,"When one attends on his Teacher with firm devotion, then one has faith. One who is not devoted has no faith, only he who attends with devotion has faith; Bhagavan! I desire to understand Devotion."
22,यदा वै करोत्यथ निस्तिष्ठति नाकृत्वा निस्तिष्ठति कृत्वैव निस्तिष्ठति कृतिस्त्वेव विजिज्ञासितव्येति कृतिं भगवो विजिज्ञास इति,"When one does his duties, then he is said to be devoted to a teacher. One who does not perform his duties he does not really attend to the teacher. Bhagavan! I desire to understand Duty."
23,यदा वै सुखं लभतेऽथ करोति नासुखं लब्ध्वा करोति सुखमेव लब्ध्वा करोति सुखं त्वेव विजिज्ञासितव्यमिति सुखं भगवो विजिज्ञास इति,"When one obtains Bliss, he does his duties; without bliss he does not undertake any action. It is only after obtaining Bliss that he does them. Bhagavan! I desire to understand Bliss."
24,वेदम् एवाभ्यसेन्नित्यं यथाकाम् अतन्द्रितः । तं ह्यस्याहुः परं धर्मम् उपधर्मोऽन्य उच्यते,"A Dvija should carefully recite the Vedas everyday. For, this is the prime duty; all other duties are called secondary. ."
25,वयसः कर्मणोऽर्थस्य श्रुतस्याभिजनस्य च । वेषवाग्बुद्धिसारूप्यं आचरन्विचरेदिह श्रुतिस्मृत्युदितं सम्यङ्निबद्धं स्वेषु कर्मसु । धर्ममूलं निषेवेत सदाचारं अतन्द्रितः आचाराल्लभते ह्यायुराचारादीप्सिताः प्रजाः । आचाराद्धनं अक्षय्यं आचारो हन्त्यलक्षणम्,"One should wander about in this world, keeping one's dress, speech and thoughts in conformity with his age, occupation, wealth, learning and family. . A grhastha should untiringly, follow the code of conduct like reading the Vedas, observing Vratas, Nitya karma and follow good conduct which is the base of Dharma as prescribed by the Shruti and Smrti texts . By Right Conduct one attains longevity; by Right Conduct one obtains desirable children; by Right Conduct one obtains inexhaustible wealth; and Right Conduct destroys everything inauspicious.
According to Manusmrti, even though devoid of all auspicious marks, the one who follows Right Conduct, has faith and is free from jealousy, lives for a hundred years. While, the one of evil conduct becomes deprecated among men; is constantly suffering pain, sick and short-lived. ."
26,कणादेन तु संप्रोक्तं शास्त्रं वैशेषिकं महत् । गौतमेन तथा न्यायं सांख्यं तु कपिलेन वै ॥,"The Vaisheshika shastra has been elucidated by Kanada, while the Nyaya shastra was given by Gautama Rishi, and Samkhya shastra was by Kapila Rishi."
27,सः एषः सप्तभिः पुरुषैर्निपऩ्न एकः पुरुषः प्रजापतिः विराट् अभूत् एवं लिङ्गशरीराभिमानिहिरण्यगर्भकर्तृका विराडुत्पत्तिरुक्ता तस्य विराजोऽग्निरूपतामाह स यः पुरुषः इति स प्रजापतिः एव अयं चीयमानः अग्निः इत्यर्थः काण्डिका अथ यो गर्भोऽन्तरासीत् सोऽग्निरसृज्यत स यदस्य सर्वस्याग्रमसृज्यत तस्मादग्निः अग्निर्हवै तमग्निरित्याचक्षते परोऽक्षम् परोऽक्षकामा हि देवाः काण्डिका,"That Prajapati is identified as Agni, formed from seven lustrous persons. That Agni covers all expanse. Prajapati as the Srustikarta creates all the celestial beings and heavenly bodies such as Aakasha, nakshtras. He also creates Agni as the yajnika agni."
28,मेधायै मनसेऽग्नये स्वाहेति मेधया वै मनसाभिगच्छति यजेयेति तदस्येतदमुभयमात्मन्येव यन्मेधा च मनश्च ते अस्मिन्नेते उभे देवते आत्मन्याधीते,"Yajamani chants "" To wisdom, to mind, to Agni - Svaaha"". He intends with his mind, "" May I perform the yajna"". These two - wisdom and mind are within himself. He meditates upon both these deities in his own mind."
29,स त्वमग्निं स्वर्ग्यमध्येषि मृत्यो प्रब्रूहि त्वं श्रद्दधानाय मह्यम् । स्वर्गलोका अमृतत्वं भजन्त एतद् द्वितीयेन वृणे वरेण ॥ ॥,"""Oh Mrityu, you know very well that Agni is the means of attainment of heaven. Explain to me as I have asked you earnestly, by which the liberated souls attain immortality. This is the second boon I choose."""
30,अथ हाग्नय: समूदिरे तप्तो ब्रह्मचारी कुशलं न: पर्यचारीद्धन्तास्मै प्रब्रवामेति तस्मै होचु: ॥ ॥,"The 3 fires then said among themselves: ""this brahmachari has performed his penances and has tended us very well. let us teach him . "" So saying they talk about breath and akasha and their being connected with brahman. Each fire explain to him about his own particular philosophy."
31,अथ हैनं गार्हपत्योऽनु शशास पृथिव्यग्निरन्नमादित्य इति य । एष आदित्ये पुरुषो दृश्यते सोऽहमस्मि स एवाहमस्मीति ॥ ॥,"The gaarhapatya fire taught him "" the earth, fire, food and sun - these are my four forms . And the person seen in the sun that I am, that I am indeed!"". One who understands and meditates upon it, becomes invincible and lives a complete life."
32,यदा लेलायते हृार्चि: समिद्धे हव्यवाहने तदाज्यभागावन्तरेणाहुती: प्रतिपादयेत्,"When the flames of the bearer of the havisya offerings are bright and high, let the offerings be given, with faith, between the two flares of the fire."
33,काली कराली च मनोजवा च सुलोहिता या च सुधूम्रवर्णा स्फुलिङ्गिनीं विश्वरुची च देवी लेलायमाना इति सप्त जिह्वा:,"That Agni, devours with his seven tongues or flames namelyKl,Karl,Manojava,Sulohita,Sudhumravarna,Sphulingini andVishwaruchi"
34,शाकल्यसेय शतं शिष्या नैष्ठिकब्रह्मचारिणः पञ्च तेषां गृहस्थास्ते धर्मनिष्ठाश्च कुटुम्बिनः शिशिरो वाष्कलो सांख्यो वात्स्यश्चैवाश्वलायनः पञ्चैते शाकलाः शिष्याः शाखाभेदप्रवर्त्तकाः,"Shakalya had 100 students who were brahmacharis. Of them, 5 who were having dharmanishtha were grhasthas bearing the responsibility of maintaining a family. Shishira , Vashkala , Sankhya , Vatsya and Ashvalayana were the five disciples who were the preachers of the different shakhas. Ashvalayana Samhita was available as lately as 17th century but is presently unavailable. - Sankhayana samhita is not available but its Brahmanas and Aranyakas are available. Some scholars opine that Sankhayana and Kaushitaki shakhas are one and the same."
35,इज्यतेऽनेनेति यजुः,performance of yajnas using this hence called Yajus.
36,अनियताक्षरावसानो यजुः ॥,"that which has no regulation of letters is called Yajus.
According to Pt Gajanan Shastri - the word yajus is derived by the combination of yaj and usi."
37,गद्यात्मको यजुः,Yajus are in prose form.
38,आदित्यानीमानि शुक्लानि यजूंषि वाजसनेयेन याज्ञवल्क्येनाख्यायन्ते,From Aditya these shukla yajus are given to Yajnavalkya through Vajasaneya.
39,सा चामश्चेति तत्साम्नः सामत्वम् ।,stands for Rk mantra and stands for Gana and forms Sama when combined.
40,वेदानां सामवेदोस्मि ।,"Among the Vedas, I am the Samaveda."
41,‘कर्मचोदना ब्राह्मणानि,Brahmanas are injunctions for the performance of yajnika rites.
42,अरण्येऽधीयूरान्,Texts to be studied in forests
43,वैश्वानरः प्रविशति अतिथिर्ब्राह्मणो गृहान् । तस्यैताँ् शान्तिं कुर्वन्ति हर वैवस्वतोदकम् ॥ ॥,"Like fire a brahmin guest enters the house . It is wise to quench the fire by offering water, O Vaivasvata!"
44,आशाप्रतीक्षे सङ्गतँ् सूनृतां च इष्टापूर्ते पुत्रपशू्ँ्श्च सर्वान् । एतद्वृङ्क्ते पुरुषस्याल्पमेधसो यस्यानश्नन्वसति ब्राह्मणो गृहे ॥ ॥,"Hope, expectation, company of holy men, righteousness and good opinion of men, fruits of religious and charitable deeds, sons and cattle - all these - of that man of little intelligence get destroyed in whose house a Brahmin guest stays without taking food."
45,किँ्स्विद्यमस्य कर्तव्यं यन्मयाऽद्य करिष्यति ॥ ॥,"what purpose can there of Yama, that my father will achieve through me ."
46,शान्तसङ्कल्पः सुमना यथा स्याद्वीतमन्युर्गौतमो माभिमृत्यो । त्वत्प्रसृष्टं माऽभिवदेत्प्रतीत एतत् त्रयाणां प्रथम वरं वृणे ॥ ॥,"Oh Mrityu, give me as the first boon, that Gautama , have calmness , be pleased in mind free from anger towards me, and greet me with the same old affection, when sent back by you. 
Yama is pleased and replies"
47,यथा पुरस्ताद्भविता प्रतीत औद्दालकिरारुणिर्मत्प्रसृष्टः । सुखँ् रात्रीः शयिता वीतमन्युः त्वां ददृशिवान्मृत्युमुखात् प्रमुक्तम् ॥ ॥,"Your father Auddalaki or Aruni will consider you as affectionately as he does normally and will be freed from anger. When you return from the jaws of death he will get over his anger and with my blessings will, for many nights henceforth, be happily resting."
48,स्वर्गे लोके न भयं किञ्चनास्ति न तत्र त्वं न जरया बिभेति । उभे तीर्त्वा अशनायापिपासे शोकातिगो मोदते स्वर्गलोके ॥ ॥,"In heaven there is no fear whatsoever - as you are not there and no one there fears old age. Having transcended both hunger and thirst and crossed over sorrow, one rejoices in the heavenly worlds."
49,स त्वमग्निँ् स्वर्ग्यमध्येषि मृत्यो प्रब्रूहि त्वँ् श्रद्दधानाय मह्यम् । स्वर्गलोका अमृतत्वं भजन्त एतद् द्वितीयेन वृणे वरेण ॥ ॥,"Oh Mrityu! explicitly tell me - as you who have studied about the Agni vidya as means for attainment of Svargaloka and where the dwellers have immortality - this Agni vidya or the Knowledge of Fire I seek for, as my second boon.
Yama replies as follows"
50,प्रते ब्रवीमि तदु मे निबोध स्वर्ग्यमग्निं नचिकेतः प्रजानन् । अनन्तलोकाप्तिमथो प्रतिष्ठां विद्धि त्वमेतं निहितं गुहायाम् ॥ ॥,"I shall verily explain that which you seek to learn from me. Know that this Agni which is the means to attain Infinite world , is the support of the Universe and know that this is located in the hidden place - in the intellect of wise men."
51,लोकादिमग्निं तमुवाच तस्मै या इष्टका यावतीर्वा यथा वा । स चापि तत्प्रत्यवदद्यथोक्तं अथास्य मृत्युः पुनरेवाह तुष्टः ॥ ॥,"Mrithyu explained him about the Agni that is the source of the universe, the class and number of bricks, and the manner of arranging for the fire. Nachiketa too repeated verbatim, with understanding what was told."
52,तमब्रवीत्प्रीयमाणो महात्मा वरं तवेहाद्य ददामि भूयः । तवैव नाम्ना भवितायमग्निः सृङ्कां चेमामनेकरूपां गृहाण ॥ ॥,"Feeling greatly pleased at the fitness of the disciple, Nachiketa, the high-souled one gives him another boon. This Agni will be known by your name indeed. And accept this variously hued necklace symbolic of an additional knowledge about karma because it leads to various results."
53,येयं प्रेते विचिकित्सा मनुष्ये अस्तीत्येके नायमस्तीति चैके । एतद्विद्यामनुशिष्टस्त्वयाऽहं वराणामेष वरस्तृतीयः ॥ ॥,"This doubt that arises, consequent to the death of a man - some say, ""It exists"" and others say, ""It does not exist"". I would like to know this, under your instruction as the third of all the boons.
On hearing the question Yama answers thus:"
54,देवैरत्रापि विचिकित्सितं पुरा न हि सुविज्ञेयमणुरेष धर्मः । अन्यं वरं नचिकेतो वृणीष्व मा मोपरोत्सीरति मा सृजैनम् ॥ ॥,"In earlier days, even devatas had doubts regarding the subtle substance which is not easily comprehended. So Nachiketa! ask for some other boon and do not press me; give up this question that you asked of me.
Hearing this Nachiketa insists to know about Death from Yama as follows:"
55,देवैरत्रापि विचिकित्सितं किल त्वं च मृत्यो यन्न सुज्ञेयमात्थ । वक्ता चास्य त्वादृगन्यो न लभ्यो नान्यो वरस्तुल्य एतस्य कश्चित् ॥ ॥,"O Yama! When even devatas had doubt about this subject, that It is not well comprehended and any other such learned instructor as yourself is not to be found even on searching, therefore there is no other boon comparable to this one."
56,यस्मिन्निदं विचिकित्सन्ति मृत्यो यत्साम्पराये महति ब्रूहि नस्तत् । योऽयं वरो गूढमनुप्रविष्टो नान्यं तस्मान्नचिकेता वृणीते ॥ ॥,"Oh Mrityu! tell me what I pray you for. About which people entertain many doubts as to whether It exists or not, in the context of the next world and whose knowledge leads to a great result. This boon that relates to the Self, which is inscrutable and secretive - is what Nachiketa prayed for. Yama grants him what is called as Nachiketavidya ."
57,नैव वाचा न मनसा प्राप्तुं शक्यो न चक्षुषा । अस्तीति ब्रुवतोऽन्यत्र कथं तदुपलभ्यते ॥ ॥,"It cannot be attained through speech , nor through mind , nor through the eye . How can It be known to anyone apart from him who speak of It as existing?
The idea is that ""It"" is not perceived in any way by external means. If the world had no root, this creation would be filled with non-existence and would be perceived as non-existent. However, this not being the case, creation is perceived as ""existing"", just as a pot produced from mrittika or earth are perceived as permeated with earth. Therefore the Self, the root of the Universe, is to be realized as existing. Why?"
58,अस्तीत्येवोपलब्धव्यस्तत्त्वभावेन चोभयोः । अस्तीत्येवोपलब्धस्य तत्त्वभावः प्रसीदति ॥ ॥,"The Self is to be realised as existing and then only as It really is. Of these two aspects, the true nature of It reveals itself to one who believes It as existing."
59,यदा सर्वे प्रमुच्यन्ते कामा येऽस्य हृदि श्रिताः । अथ मर्त्योऽमृतो भवत्यत्र ब्रह्म समश्नुते ॥ ॥,"When all the desires that are dwelling in one's heart cease to be present, then a mortal becomes immortal and attains Brahman here."
60,एतद्ध्येवाक्षरं ब्रह्म एतद्ध्येवाक्षरं परम् । एतद्ध्येवाक्षरं ज्ञात्वा यो यदिच्छति तस्य तत् ॥ ॥,"This letter OM is Brahman, this is indeed the supreme. Knowing which one letter, one obtains what he desires. 
The knowledge, untouched by the outer objects, reveals itself to the man of concentrated mind on the utterance of the word OM."
61,अङ्गुष्ठमात्रः पुरुषोऽन्तरात्मा सदा जनानां हृदये संनिविष्टः । तं स्वाच्छरीरात्प्रवृहेन्मुञ्जादिवेषीकां धैर्येण । तं विद्याच्छुक्रममृतं तं विद्याच्छुक्रममृतमिति ॥ ॥,"The Purusha, indwelling Self called as Atma, of the size of a thumb, is ever seated in the heart of all living beings. One should courageously separate Him from one's body like a stalk separated from the reed . Know that it is pure and immortal."
62,त्रिणाचिकेतस्त्रिभिरेत्य सन्धिं त्रिकर्मकृत्तरति जन्ममृत्यू । ब्रह्मजज्ञं देवमीड्यं विदित्वा निचाय्य माँ् शान्तिमत्यन्तमेति ॥ ॥,One who getting connection with the Eternal Triad or three as a source of valid knowledge
63,त्रिणाचिकेतस्त्रयमेतद्विदित्वा य एवं विद्वाँ् श्चिनुते नाचिकेतम् । स मृत्युपाशान्पुरतः प्रणोद्य शोकातिगो मोदते स्वर्गलोके ॥ ॥,"One who performs the Nachiketa yagna thrice after know the arrangement and placement of bricks and having known the Nachiketaagni vidya, casts off the snares of or death, even earlier crossing over sorrow to rejoice in Svarga."
64,प्रतिग्रहसमर्थोऽपि प्रसङ्गं तत्र वर्जयेत् । प्रतिग्रहेण ह्यस्याशु ब्राह्मं तेजः प्रशाम्यति नैतादृशः परो धर्मो नृणां सद्धर्ममिच्छताम् न्यासो दण्डस्य भूतेषु मनोवाक्कायजस्य यः,"For those people who desire to follow the right course of conduct, there is no supreme dharma other than abstinence from violence to living beings caused by thought, word and deed."
65,यथा चन्द्रश्च रोहिण्यामुर्मिलायां धनेश्वरः॥ यत्र राजा वैवस्वतो यत्रावरोधनं दिवः यत्रामूर्यह्वतीरापस्तत्र माममृतं कृधीन्द्रायेन्दो परि स्रव,Make me eternal in the realms where King Vivaswaan's son rules. Surya is also called Vivasvaan.
66,तिस्रो द्यावः सवितुर द्वा उपस्थां एका यमस्य भुवने विराषाट आणिं न रथ्यममृताधि तस्थुरिह ब्रवीतु य उ तच्चिकेतत्,"Two of the three Urdhvalokas are controlled by Savitr, and one by Yama."
67,नचिकेतमुपाख्यानं मृत्युप्रोक्तं सनातनम्,"This is Sanaatana Nachiketa story told by Mrityu . 
In this Upanishad, Yama is referred to, not as a person, but by Antaka, Mrityu, and Vaivasvata. Kathopanishad contains the 'secrets of death'. Yama answers these questions, thoughsome may assume this is the act of destiny or blame the paramatma for pushing jiva into different forms of life, it is the own actions or Karma of the Jiva when in bodily form, that makes a Jiva attain births in different life forms."
68,अङ्गुष्ठमात्रः पुरुषोऽन्तरात्मा सदा जनानां हृदये सन्निविष्टः,"In the body, in the hridaya-stana, is seated the thumbsized Jivatma which is immortal."
69,धरति लोकान् ध्रियते पुण्यात्मभिरिति वा ।,"That which holds the world or that which is upheld by meritorious people is Dharma. 
Therefore, Dharma is not just that which is upheld as a virtue in life, it is also the principle on the foundation of which a society stands. Thus, it could also refer to principles of justice , character , behaviour , etc. And has multiple facets viz. Svadharma , Kautumbika dharma , Samajika dharma , Varna dharma , Ashrama dharma , Rashtra dharma , Manava dharma , etc. Therefore, one meaning of Dharma is Achara or the regulation of daily life. In fact, Achara is referred to as the supreme Dharma."
70,जन्मना ब्राह्मणो ज्ञेयः संस्कारैर्द्विज उच्यते विद्यया याति विप्रत्वं त्रिभिः श्रोत्रियलक्षणम् इति प्रायश्चित्तविवेकः,"One who is born as a brahmana, who after upanayana samskara is a divja and is after abhyasam is termed as vipra, these are the three lakshanas of a Srotriya according to Prayaschittaviveka as given in Shabdakalpadruma."
71,आकाशाद्वायुः । वायोरग्निः । अग्नेरापः । अद्भ्यः पृथिवी ।॥ ॥,"Air originated from the sky, from air came fire, from fire came water and from water came earth. So, earth is believed to have originated from water. According to Tarkasangraha, a basic text of the Nyaya-Vaisheshika schools of Indian philosophy, the characteristic of Prthvi is smell. Prthvi is of two kinds, Nitya and Anitya . It is nitya in the form of Paramanu and anitya in the form of Karya . The earth in the form of products can further be classified into three types viz. body of living beings, sense organs and objects made of earth."
72,द्यौर्मे पिता जनिता नाभिरत्र बन्धुर्मे माता पृथिवी महीयम् ।॥,"Sky is my father, brother and my centre. And this vast earth is my mother who is the greatest.A similar feeling is conveyed in the Atharvaveda as well. It says,"
73,माता भूमिः पुत्रोऽहं पृथिव्याः ॥,"The earth is our mother and I am her son. The Atharvaveda also states that the earth nourishes us, protects our wealth, is the foundation of everything, has gold in itself, is the resort of all moving and non-moving objects, provides happiness to all, nurtures fire within and such a land will endow us with prosperity. Thereby, indirectly emphasizing on the importance of conserving land in the Vedas."
74,यत्ते भूमे विखनामि क्षिप्रं तदपि रोहतु । मा ते मर्म विमृग्वरि मा ते हृदयमर्पिपम् ॥,"O land! If I dig any part of you, it should be filled immediately. O discoverable earth! I won't do anything that will either hurt your heart or harm you. This personal prayer towards the earth shows how sensitive the Vedic Rishi is towards the earth. If a feeling of this kind is fostered in the minds then land conservation will happen of its own accord. Infact, conservation of land in the Vedas is inherent in the protection of one's motherland. Expressing concern for the preservation of the Earth, the Rishi further states, in the Prthvi Sukta, that one must be ready for even self-sacrifice for the protection of the Earth."
75,उपस्थास्ते अनमीवा अयक्ष्मा अस्मभ्यं सन्तु पृथिवि प्रसूताः । दीर्घं न आयुः प्रतिबुध्यमाना वयं तुभ्यं बलिहृतः स्याम ॥,"O Earth! All of us who have gained birth from you, may we all be healthy and longlived in your lap. And may we ever remain ready to sacrifice self-benefit for the sake of motherland and remain ever-ready in your service. Such is the spirit of land conservation in the Vedas. The Rigveda also speaks on conservation of natural resources. The Aranyani sukta of the Rigveda states that those who love and know the importance of forests never destroy the forests nor do any other violence towards such forest lovers."
76,इन्द्रो यातूनामभवत्पराशरो हविर्मथीनामभ्या विवासताम् अभीदु शक्रः परशुर्यथा वनं पात्रेव भिन्दन्त्सत एति रक्षसः,"Indra is the destroyer, like the Parashara, of those Rakshasas that harm the one who offer havishya , just like the that destroys the forest is capable of smashing the earthen vessels. 
Rigveda describes the strength and valor of Indra and the faith of Devatas in his might, in the following mantra"
77,नहि नु यादधीमसीन्द्रं को वीर्या परः तस्मिन्नृम्णमुत क्रतुं देवा ओजांसि सं दधुरर्चन्ननु स्वराज्यम्,"For the Devas know no other person in their knowledge, who have surpassed Indra, in strength. In him, the deities have placed their courage, wisdom, valor and prowess."
78,इन्द्रस्याङगिरसां चेष्टौ विदत् सरमा तनयाय धासिम् बृहस्पतिर्भिनदद्रिं विदद् गाः समुस्रियाभिर्वावशन्त नरः एवं पुरा स्वानपि सोदरान् स गर्भस्थितानुज्जरितुं भयार्तः। बिभेद वज्रेण ततः स गोत्रभित् ख्यातो,"Indra and Angirasa rishi provided for the offspring of Sarama as desired and Brihaspati broke open the mountain and Sarama found the cows, bringing delight to people."
79,देवा ऊचुरिन्द्रो वै देवानामोजिष्ठो बलिष्ठः सहिष्ठः सत्तमः पारयिष्णुतमस्तं,"Among all devatas, Indra is energetic, strong and courageous, he is the one who leads one a long way."
