id,sloka,translation
33,kālī karālī ca manojavā ca sulohitā yā ca sudhūmravarṇā sphuliṅginīṃ viśvarucī ca devī lelāyamānā iti sapta jihvā:,"The seven tongues are Kali, Karali, Manojava, Sulohita, Sudhumravarna, Sphulingini, and Visvaruci."
34,śākalyaseya śataṃ śiṣyā naiṣṭhikabrahmacāriṇaḥ pañca teṣāṃ gṛhasthāste dharmaniṣṭhāśca kuṭumbinaḥ śiśiro vāṣkalo sāṃkhyo vātsyaścaivāśvalāyanaḥ pañcaite śākalāḥ śiṣyāḥ śākhābhedapravarttakāḥ,"The disciple of Shakalyaseya, a hundred in number, are lifelong brahmacharis. Of them, five become grihasthas (householders) and dharmanishtas (steadfast in righteousness), along with their families. Shishira, Vaskala, Sankhyo, Vatsya, and Ashvalayana - these five are the disciples of Shakalyaseya who initiate new branches (of knowledge/sect)."
35,ijyate'neneti yajuḥ,"""is worshipped as 'nen',"" or more idiomatically in English, ""goes by the name 'nen' in the ritual"" (where 'nen' is the name of the deity or thing being worshipped). The Yajurveda contains mantras that are used in various rituals and ceremonies."
36,aniyatākṣarāvasāno yajuḥ ||,"Of unfixed meter, the Yajus (sacrifice) ||"
37,gadyātmako yajuḥ,"The Yajur Veda is in prose form.

(Note: 'Gadyatmaka' means 'consisting of prose' and 'Yajuh' refers to the Yajur Veda, one of the four Vedas in Hinduism, which is primarily composed in prose.)"
38,ādityānīmāni śuklāni yajūṃṣi vājasaneyena yājñavalkyenākhyāyante,"These are the bright Aditya Yajus hymns known as Vajasaneyi, named by Yajnavalkya."
39,sā cāmaśceti tatsāmnaḥ sāmatvam |,"She achieves equality with him, that even-mindedness."
40,vedānāṃ sāmavedosmi |,I am the Rigveda of the Vedas.
41,‘karmacodanā brāhmaṇāni,"'Performed by brahminas as a religious duty' or 'Ceremonies conducted by brahmanas'
(Note: The word 'karmacodana' is derived from the root words 'karma' (action, work) and 'codana' (inciting, encouraging). Here, it refers to the ceremonies or rituals performed by brahminas as part of their religious duties.)"
42,araṇye'dhīyūrān,"""noble heroes in the wilderness"""
43,vaiśvānaraḥ praviśati atithirbrāhmaṇo gṛhān | tasyaitā~ śāntiṃ kurvanti hara vaivasvatodakam || ||,"The all-pervading fire (Agni) enters, like a guest, the brahmin's house; they make his hunger (fire's) peaceful (satisfied) by giving him oblations of rice or grains."
44,āśāpratīkṣe saṅgata~ sūnṛtāṃ ca iṣṭāpūrte putrapaśū~śca sarvān | etadvṛṅkte puruṣasyālpamedhaso yasyānaśnanvasati brāhmaṇo gṛhe || ||,"The man of meager intelligence, who with unresting hope and expectation, welcomes guests, is nourished in a Brahmin's house along with all his sons and animals."
45,ki~svidyamasya kartavyaṃ yanmayā'dya kariṣyati || ||,What needs to be done immediately by me?
46,śāntasaṅkalpaḥ sumanā yathā syādvītamanyurgautamo mābhimṛtyo | tvatprasṛṣṭaṃ mā'bhivadetpratīta etat trayāṇāṃ prathama varaṃ vṛṇe || ||,"May I always be of a peaceful disposition, happy and free from hatred, just like the river Gautami, which is revered by many. This, I choose as the foremost among the three boons you have the power to grant."
47,yathā purastādbhavitā pratīta auddālakirāruṇirmatprasṛṣṭaḥ | sukha~ rātrīḥ śayitā vītamanyuḥ tvāṃ dadṛśivānmṛtyumukhāt pramuktam || ||,"Like a firmly established post, noticed at dawn, reddish-tinged and surrounded by morning mist, you were seen, lying on the bed, free from anger during the pleasant nights, as if released from the jaws of death."
48,svarge loke na bhayaṃ kiñcanāsti na tatra tvaṃ na jarayā bibheti | ubhe tīrtvā aśanāyāpipāse śokātigo modate svargaloke || ||,"In heaven there is no fear at all, nor should you fear there; not (do you fear) old age; having crossed over both (fear of) hunger and thirst, and grief, one delights in the heavenly world."
49,sa tvamagni~ svargyamadhyeṣi mṛtyo prabrūhi tva~ śraddadhānāya mahyam | svargalokā amṛtatvaṃ bhajanta etad dvitīyena vṛṇe vareṇa || ||,"You indeed are the fire, situated in the heavenly realm; O Death, reveal to me, who is full of faith. May I enjoy immortality in the world of heaven; I choose this second boon."
50,prate bravīmi tadu me nibodha svargyamagniṃ naciketaḥ prajānan | anantalokāptimatho pratiṣṭhāṃ viddhi tvametaṃ nihitaṃ guhāyām || ||,"I tell you, Naciketa, understand thatSvargyagni, the fire of heaven; learn from me about its established foundation,the unending succession of lokas (worlds) that constitute its pinnacle, hidden in a mystery."
51,lokādimagniṃ tamuvāca tasmai yā iṣṭakā yāvatīrvā yathā vā | sa cāpi tatpratyavadadyathoktaṃ athāsya mṛtyuḥ punarevāha tuṣṭaḥ || ||,"The one who blazes like a fire at the beginning of the world spoke to him, fulfilling his desired offering, in whatever way it was. He too responded to what was said, and thus death became pleased with him again."
52,tamabravītprīyamāṇo mahātmā varaṃ tavehādya dadāmi bhūyaḥ | tavaiva nāmnā bhavitāyamagniḥ sṛṅkāṃ cemāmanekarūpāṃ gṛhāṇa || ||,"""Being pleased, the great-souled one said: I grant you an additional boon. Let this fire become yours, named after you, taking on this singular form."""
53,yeyaṃ prete vicikitsā manuṣye astītyeke nāyamastīti caike | etadvidyāmanuśiṣṭastvayā'haṃ varāṇāmeṣa varastṛtīyaḥ || ||,"The doubt that exists in people about whether there is a soul after death, some say it does, others say it doesn't. This very knowledge you should master; I am telling you, it is the third of the desirable things."
54,devairatrāpi vicikitsitaṃ purā na hi suvijñeyamaṇureṣa dharmaḥ | anyaṃ varaṃ naciketo vṛṇīṣva mā moparotsīrati mā sṛjainam || ||,"""This duty has been pondered upon even by the gods in ancient times, for it is not easily understood. Therefore, Naciketa, choose another boon; do not hesitate, do not refuse."""
55,devairatrāpi vicikitsitaṃ kila tvaṃ ca mṛtyo yanna sujñeyamāttha | vaktā cāsya tvādṛganyo na labhyo nānyo varastulya etasya kaścit || ||,"""Even gods are uncertain about you, death, as you are not easily understood. No one like you, comparable to a rare treasure, can be found as your substitute."""
56,yasminnidaṃ vicikitsanti mṛtyo yatsāmparāye mahati brūhi nastat | yo'yaṃ varo gūḍhamanupraviṣṭo nānyaṃ tasmānnaciketā vṛṇīte || ||,"In whom do they doubt about this (transmigration of the soul) and about the great approaching death, tell me that is indeed hidden (unmanifested) wealth; therefore, Acquitaine should not choose any other but this."
57,naiva vācā na manasā prāptuṃ śakyo na cakṣuṣā | astīti bruvato'nyatra kathaṃ tadupalabhyate || ||,"""It cannot be grasped by speech, mind or sight. How then can it be apprehended if someone says 'it is not'?"""
58,astītyevopalabdhavyastattvabhāvena cobhayoḥ | astītyevopalabdhasya tattvabhāvaḥ prasīdati || ||,The true nature of both is realized when found to be truly present. The true nature of what is indeed found shines forth.
59,yadā sarve pramucyante kāmā ye'sya hṛdi śritāḥ | atha martyo'mṛto bhavatyatra brahma samaśnute || ||,"When all desires that are dwelling in the heart fully depart, then the mortal becomes immortal, such is the consummation of Brahman."
60,etaddhyevākṣaraṃ brahma etaddhyevākṣaraṃ param | etaddhyevākṣaraṃ jñātvā yo yadicchati tasya tat || ||,"""This alone is the imperishable Brahman, this alone is the supreme. Knowing this, one's desire is fulfilled."""
61,aṅguṣṭhamātraḥ puruṣo'ntarātmā sadā janānāṃ hṛdaye saṃniviṣṭaḥ | taṃ svāccharīrātpravṛhenmuñjādiveṣīkāṃ dhairyeṇa | taṃ vidyācchukramamṛtaṃ taṃ vidyācchukramamṛtamiti || ||,"The self within all beings, as small as a thumb, always resides in their hearts. With courage, one should extract it from one's own body, that imperishable, supremely subtle nectar; that indeed is the imperishable, supremely subtle nectar."
62,triṇāciketastribhiretya sandhiṃ trikarmakṛttarati janmamṛtyū | brahmajajñaṃ devamīḍyaṃ viditvā nicāyya mā~ śāntimatyantameti || ||,"Three-part-fire, having joined the three (states of) being-nonbeing-becoming, transcends rebirth; knowing the divinity, the wondrous Brahma-knower, having approached, one does not attain absolute peace without."
63,triṇāciketastrayametadviditvā ya evaṃ vidvā~ ścinute nāciketam | sa mṛtyupāśānpurataḥ praṇodya śokātigo modate svargaloke || ||,"Understanding the three-fold fire herein, the one who knows thus, delighting in having transcended death's grasp, rejoices in the heavenly world."
64,pratigrahasamartho'pi prasaṅgaṃ tatra varjayet | pratigraheṇa hyasyāśu brāhmaṃ tejaḥ praśāmyati naitādṛśaḥ paro dharmo nṛṇāṃ saddharmamicchatām nyāso daṇḍasya bhūteṣu manovākkāyajasya yaḥ,"Capable of accepting gifts or not, one should avoid that gathering; because, through acceptance, his Brahmanical power/energy is pacified. Such is not the conduct of those who follow righteousness and establish the rod (of punishment) upon themselves among beings, in relation to mental, verbal, and physical actions."
65,yathā candraśca rohiṇyāmurmilāyāṃ dhaneśvaraḥ|| yatra rājā vaivasvato yatrāvarodhanaṃ divaḥ yatrāmūryahvatīrāpastatra māmamṛtaṃ kṛdhīndrāyendo pari srava,"Like the moon (candra) merging with Rohini (one of the 27 asterisms in Indian astronomy), O Lord of wealth (Dhanesvara), where the king Vaivasvata (sun god) sets, where the division between day and night occurs, where the river Amrvati flows, there make me immortal, Indra."
66,tisro dyāvaḥ savitura dvā upasthāṃ ekā yamasya bhuvane virāṣāṭa āṇiṃ na rathyamamṛtādhi tasthuriha bravītu ya u tacciketat,"""Of the three heavenly realms of Savitar, two have come up for ascension, only one remains in this world as the unchanging support, let not the imperishable speak of this to one who does not understand."""
67,naciketamupākhyānaṃ mṛtyuproktaṃ sanātanam,"The eternal tale of Naciketa, as told by Death."
68,aṅguṣṭhamātraḥ puruṣo'ntarātmā sadā janānāṃ hṛdaye sanniviṣṭaḥ,"The self within all beings, of the size of a thumb, always dwells in the heart of humans."
69,dharati lokān dhriyate puṇyātmabhiriti vā |,"Supports (or holds) the worlds, is sustained by meritorious soul-force."
70,janmanā brāhmaṇo jñeyaḥ saṃskārairdvija ucyate vidyayā yāti vipratvaṃ tribhiḥ śrotriyalakṣaṇam iti prāyaścittavivekaḥ,"A brahmin is to be known by birth, designated as dvija by rituals, attains vipra status through learning, and characterized by scriptural knowledge and proper conduct; this forms the basis for distinguishing expiatory actions."
71,ākāśādvāyuḥ | vāyoragniḥ | agnerāpaḥ | adbhyaḥ pṛthivī ||| ||,"From ether arises air, from air fire, from fire water, and from water earth."
72,dyaurme pitā janitā nābhiratra bandhurme mātā pṛthivī mahīyam |||,"The sky is my father, the earth is my mother, and the wide expanses are my friend."
73,mātā bhūmiḥ putro'haṃ pṛthivyāḥ ||,"I am the son of earth, the earth is my mother."
74,yatte bhūme vikhanāmi kṣipraṃ tadapi rohatu | mā te marma vimṛgvari mā te hṛdayamarpipam ||,"Whatever I dig up from the earth, may it quickly grow back. May my actions not harm your vital parts, nor let my heart become insensitive."
75,upasthāste anamīvā ayakṣmā asmabhyaṃ santu pṛthivi prasūtāḥ | dīrghaṃ na āyuḥ pratibudhyamānā vayaṃ tubhyaṃ balihṛtaḥ syāma ||,"Let fertile Earth stand near us, free from pestilence and cough. May we long live, becoming stronger, as we awaken to you (O two Auspicious Ones)."
76,indro yātūnāmabhavatparāśaro havirmathīnāmabhyā vivāsatām abhīdu śakraḥ paraśuryathā vanaṃ pātreva bhindantsata eti rakṣasaḥ,"Indra is the most powerful among the Yatudhanas, and Parashara among those offering sacrifices; like a sharp sword slicing through a tender leaf, the Rakshasa (demon) Parashu quickly departs after striking."
77,nahi nu yādadhīmasīndraṃ ko vīryā paraḥ tasminnṛmṇamuta kratuṃ devā ojāṃsi saṃ dadhurarcannanu svarājyam,"Not even Indra, the king of gods, has such superior power and energy. The gods together deposited their energies and power as an offering in him, making him the rightful ruler."
78,indrasyāṅagirasāṃ ceṣṭau vidat saramā tanayāya dhāsim bṛhaspatirbhinadadriṃ vidad gāḥ samusriyābhirvāvaśanta naraḥ evaṃ purā svānapi sodarān sa garbhasthitānujjarituṃ bhayārtaḥ| bibheda vajreṇa tataḥ sa gotrabhit khyāto,"The exertion of Indra and the Angirases was manifest, as Saraswati hastily approached her son; Brihaspati split open the Adri mountain, such was the sound of cows lowing. Thus, in the past, even his own sisters did not hesitate to abort the embryo out of fear. Then, he was famously known as the one whose womb was split with thunder."
79,devā ūcurindro vai devānāmojiṣṭho baliṣṭhaḥ sahiṣṭhaḥ sattamaḥ pārayiṣṇutamastaṃ,"""The gods said, 'Indra is the most loved, the strongest, the most revered, and the best of the seekers.'"""
80,pūrvaṃ kṛtayuge tāta parvatāḥ pakṣiṇo'bhavan te hi jagmurdiśaḥ sarvā garuḍānilaveginaḥ,"In the previous age of Krita, my dear, mountains became birds and all of them flew in various directions with the speed of Garuda."
81,tatasteṣu prayāteṣu devasaṃghaḥ saharṣibhiḥ bhūtāni ca bhayaṃ jagmusteṣāṃ patanaśaṅkayā,"On the approach of those (celestial cars), the assembly of gods, along with the great seers, became afraid due to the fear of falling (down)."
82,tataḥ kruddhaḥ sahasrākṣaḥ parvatānāṃ śatakratuḥ pakṣān ciccheda vajreṇa tatra tatra sahasraśaḥ,"Then, angry, the thousand-eyed Indra , wielding his thunderbolt , split apart the peaks of the mountains there and there by the hundreds ."
83,devapitṛkāryābhyāṃ na pramaditavyam |,One should not be negligent towards duties towards gods and ancestors.
84,nṛyajño'tithipūjanam,Worship of the lord during special occasions or festivals.
85,mātṛdevo bhava | pitṛdevo bhava | ācāryadevo bhava | atithidevo bhava |,"Be a revered mother, be a revered father, be a revered teacher, be a revered guest."
86,rājartviksnātakagurūnpriyaśvaśuramātulān | arhayenmadhuparkeṇa parisaṃvatsarātpunaḥ | | | | saṃprāptāya tvatithaye pradadyādāsanodake | annaṃ caiva yathāśakti satkṛtya vidhipūrvakam | | | |,"Honoring the father-in-law, mother-in-law, and other relatives who are like a guru, one should offer them gifts on occasions such as madhuparks (rituals involving honey) and after a year has passed. One should give them a respectful seat and water for washing their feet. Additionally, one should offer food according to one's ability, following proper procedures."
87,sattvaṃ rajastama iti guṇāḥ prakṛtisaṃbhavāḥ | nibadhnanti mahābāho dehe dehinamavyayam ||,"The qualities born of Prakrti, sattva, rajas, and tamas bind the imperishable soul in the body, O mighty-armed one."
88,sattvaṃ sukhe saṃjayati rajaḥ karmaṇi bhārata | jñānamāvṛtya tu tamaḥ pramāde saṃjayatyuta ||,"The sattva (purity, knowledge) prevails in happiness, rajas (passion, activity) in actions, O Bharata; but, covered by ignorance, tamas (inertia, delusion) prevails in confusion."
89,rajastamaścābhibhūya sattvaṃ bhavati bhārata | rajaḥ sattvaṃ tamaścaiva tamaḥ sattvaṃ rajastathā ||,"By overcoming rajas and tamas, sattva prevails, O Bharata. Similarly, sattva and tamas overcome rajas, and tamas is dominated by sattva and rajas."
90,māṃ ca yo'vyabhicāreṇa bhaktiyogena sevate | sa guṇānsamatītyaitānbrahmabhūyāya kalpate || brahmaṇo hi pratiṣṭhāhamamṛtasyāvyayasya ca | śāśvatasya ca dharmasya sukhasyaikāntikasya ca ||,"One who serves me with devotional dedication, unaffected by separation from me, is fit for becoming Brahman, transcending these gunas (constituent qualities of prakriti). For I am the foundation of Brahman, immortality, imperishability, eternal righteousness, and ultimate happiness."
91,tamādeśamaprākṣeyaḥ yonāśrutaṃ śrutaṃ bhavatyamataṃ matamavijñāātaṃ vijñātamiti kathaṃ nu bhagavaḥ sa ādeśo bhavatīti,"""How can an undetermined rule apply to that which is unseen, heard only through rumor, and unknown? How can this be your command, O Bhagavan?"""
92,hovācānanuśiṣya vāva kila mā bhagavānabravīdanutvā'śiṣamiti,"""The teacher, having taught the lesson, then said, 'Surely, do not let this instruction go unheeded.'"""
93,pañca mā rājanyabandhuḥ praśrnāprākṣītteṣāṃ naikaṃ ca nāśakaṃ vivaktumiti,"Five royal allies, on being asked repeatedly by those assembled, none of them could clearly express a view or make a decision."
