id,sloka,translation
11,brāhmaṇo'sya mukhamāsīdbāhū rājanyaḥ kṛtaḥ | ūrū tadasya yadvaiśyaḥ padbhyāṃ śūdro ajāyata ||,"The mouth belonged to the brahmana, his arms to the king, his thighs to the vaisya, and from his feet the shudra was born."
12,āśramaḥ śāstrokta dharmmaviśeṣaḥ| āśrāmyanti svaṃ svaṃ tapaścarantyatra | sa caturvidhaḥ | brahmacaryyaṃ gārhasthyaṃ vānaprasthyaṃ sannyāsaḥ | iti smṛtiḥ || brahmacārī | gṛhī | vānaprasthaḥ | bhikṣuḥ | ityamaraḥ ||,"The āśrama, as described in scriptures, is a fourfold observance - brahmacharya, gārhastyam, vānaprasthya, and sannyāsa. In their respective stages of life, individuals pursue (tap) their own duties therein. This is the teaching of smṛiti. The stages are: brahmacārī, gṛhī, vānaprastha, and bhikṣu."
13,trayo dharmaskandhā yajño'dhyayanaṃ dānamiti prathamastapa eva dvitīyo brahmacāryācāryakulavāsī tṛtīyo'tyantamātmānamācāryakule'vasādayansarva ete puṇyalokā bhavanti brahmasa~stho'mṛtatvameti || ||,"The three pillars of dharma are sacrifice, study, and charity; the second is living in the guru's household as a student, the third is realizing the self while residing in the guru's house. All these lead to spiritual worlds and immortality, for one who is established in brahman."
14,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | | | | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī | | | |,"Just as all living beings flourish by taking shelter in the wind, similarly all asramas (stages of life) flourish by taking shelter in the grihastha (householder). Indeed, the knowledge and sustenance for the three other asramis come from the grihastha alone. Therefore, the most excellent asrama is the grihasthashrama."
15,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~ rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I study ṛgveda, bhagavan, as well as yajurveda, sāmaveda, and the fourth, atharvaṇa; I also study the fifth vedānām, called veda, which is pitrya, rāśi, daiva, nidhi, vaak-vākya, ekāyana; I study in it deva-vidya, brahma-vidya, bhūta-vidya, kṣatra-vidya, nakṣatra-vidya, and sarpadeva-jñavidya - all this, bhagavan, I study."
16,so'haṃ bhagavo mantravidevāsmi nā''tmavicchuta~hyeva me bhagavoddṛśebhyastarati śokamātmaviditi so'haṃ bhagavaḥ śocāmi taṃ mā bhagavā ñchokasya parāṃ tārayatviti ta~hovāca yadvai kiṃcaitadadhyagīṣṭhānāmaivaitat,"I am indeed he, the lord, who knows the mantras. He does not depart from me, and my lord, it is you who should dispel the grief of those similar to you, as you know the self. Therefore, he said, ""this is indeed the foremost name."""
17,nāma vā ṛgvedo yajurvedaḥ sāmaveda atharvaṇaścaturtha itihāsapurāṇaḥ pañcamo vedānāṃ vedaḥ pitryo rāśidaivo nidhirvākovākyamekāyanaṃ devavidyā brahmavidyā bhūtavidyā kṣatravidyā nakṣatravidyā sarpadevajñavidyā nāmaivaitannāmopāssveti,"The Rigveda, Yajurveda, Samaveda, and Atharvana are indeed the first four Vedas, while the Itihasa-Puranas is the fifth. This is the teaching of the pitrs (ancestors) and the rishis (sages). It is the treasury of knowledge about dharma, gods, brahman, elements, kshatra, nakshatras, and serpent deities. I indeed meditate upon this name. You two also should meditate upon it. Learn it in this way."
18,yadā vai vijānātyatha satyaṃ vadati nāvijānansatyaṃ vadati vijānanneva satyaṃ vadati vijñānaṃ tveva vijijñāsitavyamiti vijñānaṃ bhagavo vijijñāsa iti,"When you correctly understand what is true and speak it, or when, not understanding, you do not speak what is true, but rather come to understand and then speak what is true – such comprehensively knowing must be sought after, Bhagavan. You should desire to thoroughly inquire into this."
19,yadā vai manute'tha vijānāti nāmatvā vijānāti matvaiva vijānāti matistveva vijijñāsitavyeti matiṃ bhagavo vijijñāsa iti,"When one truly comprehends, ""This is the named (self)""), only then does it become necessary to inquire into the mind. Thus, O Bhagavan, you should investigate your own mind."
20,yadā vai śraddadhātyatha manute nāśraddadhanmanute śraddadheva manute śraddhātveva vijijñāsitavyeti śraddhāṃ bhagavo vijijñāsa iti,"When one has faith and ponders upon it, not lacking in faith, but having faith, they should investigate. ""Please inquire about faith,"" thus (the teacher) says."
21,yadā vai nistiṣṭhatyatha śraddadhāti nānistiṣṭhacchraddadhāti nistiṣṭhanneva śraddadhāti niṣṭhātveva vijijñāsitavyeti niṣṭhāṃ bhagavo vijijñāsa iti,"When one fully commits and has firm faith, or lacks commitment yet pretends to have faith, it is the commitment that must be carefully investigated, Bhagavan. Only then should one seek to understand the nature of true commitment."
22,yadā vai karotyatha nistiṣṭhati nākṛtvā nistiṣṭhati kṛtvaiva nistiṣṭhati kṛtistveva vijijñāsitavyeti kṛtiṃ bhagavo vijijñāsa iti,"When should one establish (themselves) having done it or not, Bhagavan has asked to inquire about the action's nature."
23,yadā vai sukhaṃ labhate'tha karoti nāsukhaṃ labdhvā karoti sukhameva labdhvā karoti sukhaṃ tveva vijijñāsitavyamiti sukhaṃ bhagavo vijijñāsa iti,"When one acquires happiness, they should act in a way that does not cause suffering. Once happiness is gained, one should act to maintain that happiness. This is what ought to be thoroughly understood, says the blessed one: ""May I have the desire to examine (this)""."
24,vedam evābhyasennityaṃ yathākām atandritaḥ | taṃ hyasyāhuḥ paraṃ dharmam upadharmo'nya ucyate,"One should regularly and passionately study the Veda in this way. Indeed, they say that is the supreme duty; anything else is declared to be contrary to duty."
25,vayasaḥ karmaṇo'rthasya śrutasyābhijanasya ca | veṣavāgbuddhisārūpyaṃ ācaranvicarediha śrutismṛtyuditaṃ samyaṅnibaddhaṃ sveṣu karmasu | dharmamūlaṃ niṣeveta sadācāraṃ atandritaḥ ācārāllabhate hyāyurācārādīpsitāḥ prajāḥ | ācārāddhanaṃ akṣayyaṃ ācāro hantyalakṣaṇam,"Of a bird's actions and the purpose of hearing and lineage , what has been previously taught about their resemblance in speech and intellect , you should strictly follow that as the root of righteousness when engaged in activities . In your own actions, be unwavering , for long life and desired offspring come from proper conduct . Conduct is the means to wealth that never diminishes , and it also indicates when something must be stopped ."
26,kaṇādena tu saṃproktaṃ śāstraṃ vaiśeṣikaṃ mahat | gautamena tathā nyāyaṃ sāṃkhyaṃ tu kapilena vai ||,"Kaṇāda, so spoken of, the distinguished Vaiśeṣika śāstra; and Gautama, the Nyāya - all praised by Kapila, the Sāṃkhya."
27,saḥ eṣaḥ saptabhiḥ puruṣairnipaṉna ekaḥ puruṣaḥ prajāpatiḥ virāṭ abhūt evaṃ liṅgaśarīrābhimānihiraṇyagarbhakartṛkā virāḍutpattiruktā tasya virājo'gnirūpatāmāha sa yaḥ puruṣaḥ iti sa prajāpatiḥ eva ayaṃ cīyamānaḥ agniḥ ityarthaḥ kāṇḍikā atha yo garbho'ntarāsīt so'gnirasṛjyata sa yadasya sarvasyāgramasṛjyata tasmādagniḥ agnirhavai tamagnirityācakṣate paro'kṣam paro'kṣakāmā hi devāḥ kāṇḍikā,"This very Purusha, produced by seven Purushas, is indeed the single Purusha, Prajapati and Virat. Thus is described the emergence of his form-body. The one who is called 'Purusha' is indeed Prajapati. This actively blazing fire here is that very same one. As for what was inside as a embryo, that became this fire; when he produced all the seeds, therefore he is called 'Fire'. The Fire, who is beyond sight and beyond desire, is thus proclaimed by the wise ones."
28,medhāyai manase'gnaye svāheti medhayā vai manasābhigacchati yajeyeti tadasyetadamubhayamātmanyeva yanmedhā ca manaśca te asminnete ubhe devate ātmanyādhīte,"To wisdom, mind, and fire, one offers ""svāhā"" with a focused mind; similarly, one should approach the other two— meditation and sacrifice—in this way. For, both meditation and mind are, in essence, that same wisdom; they are not different from it. And indeed, those who understand this consider both these things to be residing within their own self."
29,sa tvamagniṃ svargyamadhyeṣi mṛtyo prabrūhi tvaṃ śraddadhānāya mahyam | svargalokā amṛtatvaṃ bhajanta etad dvitīyena vṛṇe vareṇa || ||,"You, as the revered one in heaven, point out to me the fire. Reveal this to me, the faithful one. Here, in these two realms of heaven, immortality is sought after through your choice."
30,atha hāgnaya: samūdire tapto brahmacārī kuśalaṃ na: paryacārīddhantāsmai prabravāmeti tasmai hocu: || ||,"""Now, having completed the austerities, oh Hagnis, shall we respectfully address this excellent brahmachari? To him let us say, 'May you skillfully accomplish your purpose.' Thus they praised him."""
31,atha hainaṃ gārhapatyo'nu śaśāsa pṛthivyagnirannamāditya iti ya | eṣa āditye puruṣo dṛśyate so'hamasmi sa evāhamasmīti || ||,"""Then the householder commanded him, 'Worship the fire of the earth with offerings, as Āditya (the sun) does.' The one who is seen in the Āditya (sun) is me; I am truly that one."""
32,yadā lelāyate hṛārci: samiddhe havyavāhane tadājyabhāgāvantareṇāhutī: pratipādayet,"When the sacrificial fire is kindled, then (tadā) should (pratipādayet) the offerer establish the oblations in the middle of the portion of ghee and the oblation. (Here, havyavāhane refers to the sacrificial fire, hṛ_ārciḥ is the flame of the sacrificial fire, samiddhe is the state of being kindled, ājya is the ghee offered in the sacrifice, bhāgau are the two portions of ghee and oblation, antareṇa is the middle, and āhutīḥ are the oblations)."
33,kālī karālī ca manojavā ca sulohitā yā ca sudhūmravarṇā sphuliṅginīṃ viśvarucī ca devī lelāyamānā iti sapta jihvā:,"The seven tongues, namely Kali, Karali, Manojava, Sulohita, Sudhumravarna, Sphulingini, and Visvaruci, flickering."
34,śākalyaseya śataṃ śiṣyā naiṣṭhikabrahmacāriṇaḥ pañca teṣāṃ gṛhasthāste dharmaniṣṭhāśca kuṭumbinaḥ śiśiro vāṣkalo sāṃkhyo vātsyaścaivāśvalāyanaḥ pañcaite śākalāḥ śiṣyāḥ śākhābhedapravarttakāḥ,"In the future, these five disciples of the Śākalyas, namely the steadfast celibate brahmin follower, the householder firm in his duties, the one who adheres to Sāṃkhya philosophy, Vātsya, and Āśvalāyana, will become two - Śiśira and Vāṣkala; these five disciples are the originators of the branch divisions."
35,ijyate'neneti yajuḥ,The Yajus is being performed using this.
36,aniyatākṣarāvasāno yajuḥ ||,"The Yajus ritual text, with its unrepeated (and hence, individually unspecified) syllables, is named."
37,gadyātmako yajuḥ,The essence of Yajus hymns.
38,ādityānīmāni śuklāni yajūṃṣi vājasaneyena yājñavalkyenākhyāyante,"These white (śuklāni) yajus hymns, named 'Vājasaneya' and 'Yājñavalkya,' are being recited/designated as pertaining to the Ādityas."
39,sā cāmaśceti tatsāmnaḥ sāmatvam |,"She, along with āma, embodies equality. This oneness is the nature of that (sāmnaḥ)."
40,vedānāṃ sāmavedosmi |,I am the Rigveda among the Vedas.
41,‘karmacodanā brāhmaṇāni,The brahmana texts that incite to action.
42,araṇye'dhīyūrān,The two had been admitted into seclusion . Those who were to be taught are the ones taking part in the act of learning .
43,vaiśvānaraḥ praviśati atithirbrāhmaṇo gṛhān | tasyaitā~ śāntiṃ kurvanti hara vaivasvatodakam || ||,"The all-pervading fire called Vaishvanara enters the house of a Brahmin as a noble guest. They make him peaceful by offering the oblation to the fire-god, Vasuva."
44,āśāpratīkṣe saṅgata~ sūnṛtāṃ ca iṣṭāpūrte putrapaśū~śca sarvān | etadvṛṅkte puruṣasyālpamedhaso yasyānaśnanvasati brāhmaṇo gṛhe || ||,"The man of meager intelligence incapacitates all--the hope, the friendly meeting, the pleasant speech, and the desired prosperity of his son and cattle--who dwells in the house of a Brahmin without partaking."
45,ki~svidyamasya kartavyaṃ yanmayā'dya kariṣyati || ||,What is the task that I should accomplish today?
46,śāntasaṅkalpaḥ sumanā yathā syādvītamanyurgautamo mābhimṛtyo | tvatprasṛṣṭaṃ mā'bhivadetpratīta etat trayāṇāṃ prathama varaṃ vṛṇe || ||,"Just as a contented resolve and tranquility are conducive, may Gautama also be freed from anger; I choose the foremost of the three - the one who has been sent forth (by you) and is recognized."
47,yathā purastādbhavitā pratīta auddālakirāruṇirmatprasṛṣṭaḥ | sukha~ rātrīḥ śayitā vītamanyuḥ tvāṃ dadṛśivānmṛtyumukhāt pramuktam || ||,"Just as the reddish-tinged Uddalaka, known for his creation, was seen, lying on a bed of happiness, free from anger during the peaceful nights, so have I seen you released from the jaws of death."
48,svarge loke na bhayaṃ kiñcanāsti na tatra tvaṃ na jarayā bibheti | ubhe tīrtvā aśanāyāpipāse śokātigo modate svargaloke || ||,"In heaven, there is no fear whatsoever; neither should you fear there nor aging. Having crossed over both hunger and thirst, as well as grief, one delights in the abode of heaven."
49,sa tvamagni~ svargyamadhyeṣi mṛtyo prabrūhi tva~ śraddadhānāya mahyam | svargalokā amṛtatvaṃ bhajanta etad dvitīyena vṛṇe vareṇa || ||,"You, as the fire, exist in the abode of heaven; speak to me who is devoted. They enjoy immortality in the heavenly world; I choose this as the second preference."
50,prate bravīmi tadu me nibodha svargyamagniṃ naciketaḥ prajānan | anantalokāptimatho pratiṣṭhāṃ viddhi tvametaṃ nihitaṃ guhāyām || ||,"I declare in the presence of Fire, O Nachiketa, come to know this Agni as leading to svargaloka and infinite prosperity, and as the firm basis of support. You should understand this truth, placed hidden in it."
51,lokādimagniṃ tamuvāca tasmai yā iṣṭakā yāvatīrvā yathā vā | sa cāpi tatpratyavadadyathoktaṃ athāsya mṛtyuḥ punarevāha tuṣṭaḥ || ||,"The foremost in the world, having addressed him, spoke to him: ""Whatever favors you wish to grant, do as you have said."" Then, his death satisfied, came again."
52,tamabravītprīyamāṇo mahātmā varaṃ tavehādya dadāmi bhūyaḥ | tavaiva nāmnā bhavitāyamagniḥ sṛṅkāṃ cemāmanekarūpāṃ gṛhāṇa || ||,"The noble one, pleased, said to him: ""I give you an additional boon today. Let this fire be known by your name. Take hold of this variously shaped (offering)."""
53,yeyaṃ prete vicikitsā manuṣye astītyeke nāyamastīti caike | etadvidyāmanuśiṣṭastvayā'haṃ varāṇāmeṣa varastṛtīyaḥ || ||,"Of the two opinions in people about whether this doubt exists after death or not, one group says it does, while another denies its existence. This is the established conclusion ; through your guidance, I , among all noble paths , have chosen this one as my third ."
54,devairatrāpi vicikitsitaṃ purā na hi suvijñeyamaṇureṣa dharmaḥ | anyaṃ varaṃ naciketo vṛṇīṣva mā moparotsīrati mā sṛjainam || ||,"Even the gods have found it (the proper duty) difficult to determine in the past. Therefore, Naciketa, choose another, more desirable, path. Don't let yourself be deluded, and don't create (more) confusion."
55,devairatrāpi vicikitsitaṃ kila tvaṃ ca mṛtyo yanna sujñeyamāttha | vaktā cāsya tvādṛganyo na labhyo nānyo varastulya etasya kaścit || ||,"By the gods has it indeed been doubted, and even by you, O mortal, what is not easily known. A revealer of this matter like you is not to be found, nor another equal to him in excellence. Is there perhaps anyone who can obtain him?"
56,yasminnidaṃ vicikitsanti mṛtyo yatsāmparāye mahati brūhi nastat | yo'yaṃ varo gūḍhamanupraviṣṭo nānyaṃ tasmānnaciketā vṛṇīte || ||,"In which is this being doubted , regarding great death in the future , tell us . That fortune which has secretly entered should not be chosen by Naciketā , for that reason ."
57,naiva vācā na manasā prāptuṃ śakyo na cakṣuṣā | astīti bruvato'nyatra kathaṃ tadupalabhyate || ||,"It cannot be grasped by speech, mind, or sight, they say. But how can it be experienced if not mentioned? Such is its mysterious nature."
58,astītyevopalabdhavyastattvabhāvena cobhayoḥ | astītyevopalabdhasya tattvabhāvaḥ prasīdati || ||,"The true nature of both ""you have found"" and ""it is"" becomes clear when it is seen that ""you have found"" is the future passive participle and ""it is"" is the third-person singular present indicative."
59,yadā sarve pramucyante kāmā ye'sya hṛdi śritāḥ | atha martyo'mṛto bhavatyatra brahma samaśnute || ||,"When all desires that are dwelling in his heart are completely abandoned, then the mortal becomes immortal, he attains Brahman at that moment."
60,etaddhyevākṣaraṃ brahma etaddhyevākṣaraṃ param | etaddhyevākṣaraṃ jñātvā yo yadicchati tasya tat || ||,"This syllable alone is Brahman, this alone is the supreme. Having known this syllable, one's desires are fulfilled."
61,aṅguṣṭhamātraḥ puruṣo'ntarātmā sadā janānāṃ hṛdaye saṃniviṣṭaḥ | taṃ svāccharīrātpravṛhenmuñjādiveṣīkāṃ dhairyeṇa | taṃ vidyācchukramamṛtaṃ taṃ vidyācchukramamṛtamiti || ||,"The being, measuring just a thumb's width, dwells continually in the hearts of all. One may perceive him, having emerged from one's own physical self and the coverings of senses and mind, through the utmost concentration and insight. He is subtle, immortal; indeed, he is that immortal."
62,triṇāciketastribhiretya sandhiṃ trikarmakṛttarati janmamṛtyū | brahmajajñaṃ devamīḍyaṃ viditvā nicāyya mā~ śāntimatyantameti || ||,"Having understood the fire-god, who has knowledge of Brahman and is brilliant, as having three footprints and being a performer of three actions, Triṇāciketa transcends the cycle of birth and death. Do not miss achieving the ultimate peace."
63,triṇāciketastrayametadviditvā ya evaṃ vidvā~ ścinute nāciketam | sa mṛtyupāśānpurataḥ praṇodya śokātigo modate svargaloke || ||,"Having understood the three-questioned fire sacrifice and becoming thus wise, one who delights in learning about it, such a one, freed from the fear of death, experiences unalloyed happiness in the heavenly world."
64,pratigrahasamartho'pi prasaṅgaṃ tatra varjayet | pratigraheṇa hyasyāśu brāhmaṃ tejaḥ praśāmyati naitādṛśaḥ paro dharmo nṛṇāṃ saddharmamicchatām nyāso daṇḍasya bhūteṣu manovākkāyajasya yaḥ,"Even if capable, one should avoid the engagement of acceptance there. For, it quickly calms the Brahmanical power within him; this is not a righteous behavior for humans seeking to establish dharma in their mind, speech, and body towards others."
65,yathā candraśca rohiṇyāmurmilāyāṃ dhaneśvaraḥ|| yatra rājā vaivasvato yatrāvarodhanaṃ divaḥ yatrāmūryahvatīrāpastatra māmamṛtaṃ kṛdhīndrāyendo pari srava,"Like the moon merging with Rohini, just as the lord of riches (Indra) desired in the past, when King Vaivasvata and Amurya-Vatira are present, there make me, the immortal nectar, yours, Indrāyendu. O Srava, listen carefully."
66,tisro dyāvaḥ savitura dvā upasthāṃ ekā yamasya bhuvane virāṣāṭa āṇiṃ na rathyamamṛtādhi tasthuriha bravītu ya u tacciketat,"Of the heavenly bodies, which three did Savitar cause to approach a single abode in Yama's world, not easily passed beyond, an imperishable support? Let him declare it here. Who knows this, knows Tacciketat."
67,naciketamupākhyānaṃ mṛtyuproktaṃ sanātanam,"The timeless narrative known as ""Naciketa"" has been spoken about by Death."
68,aṅguṣṭhamātraḥ puruṣo'ntarātmā sadā janānāṃ hṛdaye sanniviṣṭaḥ,"The self, equivalent in size to a thumb, is situated within the hearts of all people."
69,dharati lokān dhriyate puṇyātmabhiriti vā |,"The earth supports the worlds and is itself supported by the pure ātman (self, soul) through its actions."
70,janmanā brāhmaṇo jñeyaḥ saṃskārairdvija ucyate vidyayā yāti vipratvaṃ tribhiḥ śrotriyalakṣaṇam iti prāyaścittavivekaḥ,"""A brahmin is to be known by birth; he is called 'dvija' through sacred rites. By learning, he attains the state of a vipra. The marker of one who knows is distinguishing between expiatory actions, characterized by the threefold signs of a knower of the Vedas."""
71,ākāśādvāyuḥ | vāyoragniḥ | agnerāpaḥ | adbhyaḥ pṛthivī ||| ||,"From space arises air, from air arises fire, from fire arises water, and from water arises earth."
72,dyaurme pitā janitā nābhiratra bandhurme mātā pṛthivī mahīyam |||,"Sky is my father, the nurturer; the navel-like center is my relation here; Earth is my mother, vast and this is she."
73,mātā bhūmiḥ putro'haṃ pṛthivyāḥ ||,"I am the son, and the earth is my mother."
74,yatte bhūme vikhanāmi kṣipraṃ tadapi rohatu | mā te marma vimṛgvari mā te hṛdayamarpipam ||,"""O earth, whatever I dig up quickly, let that also quickly grow back. May your vitality and heart never be fully understood or pierced through."""
75,upasthāste anamīvā ayakṣmā asmabhyaṃ santu pṛthivi prasūtāḥ | dīrghaṃ na āyuḥ pratibudhyamānā vayaṃ tubhyaṃ balihṛtaḥ syāma ||,"Let the earth's long-productive harvests, free from disease, be present for us. May we, becoming tribute-payers to you, awaken to a long life."
76,indro yātūnāmabhavatparāśaro havirmathīnāmabhyā vivāsatām abhīdu śakraḥ paraśuryathā vanaṃ pātreva bhindantsata eti rakṣasaḥ,"Indra, foremost of the wielders of weapons, and Parashara, chief of those who offer sacrifices, indeed shone in their respective roles. Just as a sharp weapon can split open a container, so did the rakshasas (here possibly used to mean powerful beings) break open the forest with him (Indra or Parashara?) as their instrument/tool."
77,nahi nu yādadhīmasīndraṃ ko vīryā paraḥ tasminnṛmṇamuta kratuṃ devā ojāṃsi saṃ dadhurarcannanu svarājyam,"Indeed, who among men is superior in vigor to Yadahimsi-Indra? In that regard, the gods bestowed strength and chose to honor him with the sovereign power of performing the sacrificial rite."
78,indrasyāṅagirasāṃ ceṣṭau vidat saramā tanayāya dhāsim bṛhaspatirbhinadadriṃ vidad gāḥ samusriyābhirvāvaśanta naraḥ evaṃ purā svānapi sodarān sa garbhasthitānujjarituṃ bhayārtaḥ| bibheda vajreṇa tataḥ sa gotrabhit khyāto,"In the past, Indra struck"
79,devā ūcurindro vai devānāmojiṣṭho baliṣṭhaḥ sahiṣṭhaḥ sattamaḥ pārayiṣṇutamastaṃ,"The gods said, ""Indra is indeed the most choiceable, the strongest, and the most auspicious among the gods. Fulfill this task."""
80,pūrvaṃ kṛtayuge tāta parvatāḥ pakṣiṇo'bhavan te hi jagmurdiśaḥ sarvā garuḍānilaveginaḥ,"In the past, during the first age, father, mountains became birds that flew swiftly in all directions; they indeed moved away."
81,tatasteṣu prayāteṣu devasaṃghaḥ saharṣibhiḥ bhūtāni ca bhayaṃ jagmusteṣāṃ patanaśaṅkayā,"Then, at the end of their (the gods and ṛṣis) journeys, a feeling of fear arose in the beings as they worried about the fall of those."
82,tataḥ kruddhaḥ sahasrākṣaḥ parvatānāṃ śatakratuḥ pakṣān ciccheda vajreṇa tatra tatra sahasraśaḥ,"Then, having become angry, Indra of a thousand eyes, wielder of thunder, split the wings of the mountains into pieces with his thunderbolt, here and there, in thousands."
83,devapitṛkāryābhyāṃ na pramaditavyam |,The duties to the gods and ancestors should not be neglected.
84,nṛyajño'tithipūjanam,The worship of the guest is a sacrifice for men.
85,mātṛdevo bhava | pitṛdevo bhava | ācāryadevo bhava | atithidevo bhava |,"Be the divine mother, be the divine father, cause to become the divine teacher, cause to become the divine guest."
86,rājartviksnātakagurūnpriyaśvaśuramātulān | arhayenmadhuparkeṇa parisaṃvatsarātpunaḥ | | | | saṃprāptāya tvatithaye pradadyādāsanodake | annaṃ caiva yathāśakti satkṛtya vidhipūrvakam | | | |,"The priest, recently initiated and dear to the king, should honor the teachers, fathers-in-law, and maternal uncles with a feast of honey. Offering a seat and water, he should respectfully give (them) food and other things according to his ability and following proper procedure, as the time arrives for hosting this event for the guest."
87,sattvaṃ rajastama iti guṇāḥ prakṛtisaṃbhavāḥ | nibadhnanti mahābāho dehe dehinamavyayam ||,"The three qualities (guṇāḥ) of nature, sattva, rajas, and tamas, which arise from prakṛti, bind the imperishable self in the body, O mighty-armed one."
88,sattvaṃ sukhe saṃjayati rajaḥ karmaṇi bhārata | jñānamāvṛtya tu tamaḥ pramāde saṃjayatyuta ||,"In the realm of happiness, the pure consciousness (sattva) prevails, O Bhārata, while desire (rajaḥ) becomes active in the field of actions. When obscured by ignorance (tamaḥ), knowledge is overcome by delusion; indeed, such is the case."
89,rajastamaścābhibhūya sattvaṃ bhavati bhārata | rajaḥ sattvaṃ tamaścaiva tamaḥ sattvaṃ rajastathā ||,"By overcoming rajas and tamas, O Bharata, the sattva becomes. Likewise, sattva, rajas, and tamas each become the others."
90,māṃ ca yo'vyabhicāreṇa bhaktiyogena sevate | sa guṇānsamatītyaitānbrahmabhūyāya kalpate || brahmaṇo hi pratiṣṭhāhamamṛtasyāvyayasya ca | śāśvatasya ca dharmasya sukhasyaikāntikasya ca ||,"The one who devoutly serves me, without deviation, is eligible for gaining the qualities of Brahman and attaining union with the immortal and inexhaustible Brahman, the foundation of eternal dharma and ultimate bliss."
91,tamādeśamaprākṣeyaḥ yonāśrutaṃ śrutaṃ bhavatyamataṃ matamavijñāātaṃ vijñātamiti kathaṃ nu bhagavaḥ sa ādeśo bhavatīti,"How can that be called a command, which has not been heard (unheard of), yet is heard (known to some), and which is neither accepted nor rejected by you?"
92,hovācānanuśiṣya vāva kila mā bhagavānabravīdanutvā'śiṣamiti,"""The renowned one then said to his disciple, 'Let us also both instruct.'"""
93,pañca mā rājanyabandhuḥ praśrnāprākṣītteṣāṃ naikaṃ ca nāśakaṃ vivaktumiti,"Don't five of you, bound by royal lineage, have the resolve to individually speak out against even a single destructive act."
94,sa hovāca yathā mā tvaṃ tadaitānavado yathā'hameṣāṃ naikaṃ ca na veda yadyahamimānavediṣyaṃ kathaṃ te nāvakṣyāmiti,"He asked, ""Why wouldn't you explain these to me just as I don't know even one thing among them? How could I not make you understand if I intend to?"""
95,mānuṣasya bhagavangautama vittasya varaṃ vṛṇīthā iti,"You, O Bhagavan Gautama, should choose the most excellent (vara) among human wealth."
