id,sloka,translation
25,nirghāte bhūmicalane jyotiṣāṃ copasarjane | etānākālikānvidyādanadhyāyānṛtāvapi prāduṣkṛteṣvagniṣu tu vidyutstanitaniḥsvane | sajyotiḥ syādanadhyāyaḥ śeṣe rātrau yathā divā,"During ground-clearing and celestial body management activities, even when stars associated with Scorpio in the zodiac appear, a knowledgeable teacher will spark flames in fires neglected during the daytime, albeit less intensely than during the day. This should be so at the end of the night, similar to how light is present during the day. The reference to periphrastic knowledge and the appearance of stars may suggest astrological or astronomical teachings, with the teacher igniting fires as a metaphor for imparting this specialized knowledge."
26,nīhāre bāṇaśabde ca saṃdhyayoreva cobhayoḥ | amāvāsyācaturdaśyoḥ paurṇamāsyaṣṭakāsu ca amāvāsyā guruṃ hanti śiṣyaṃ hanti caturdaśī | brahmāṣṭakapaurṇamāsyau tasmāttāḥ parivarjayet,"In the locative case of ""mist"" and ""sacred syllable Om,"" as well as in both ""twilights,"" you both have recited perfectly. If you wish to recite during the fourteenth phase of the new moon and the eighth day of the bright fortnight, beware! You will strike down (the asterism) Jupiter during the new moon and the fourteenth phase. Therefore, one should refrain from reciting during both new moon and full moon."
27,pāṃsuvarṣe diśāṃ dāhe gomāyuvirute tathā | śvakharoṣṭre ca ruvati paṅktau ca na paṭheddvijaḥ,"During the rains and in the scorching of the directions, in the case of pus from wounds on cattle and in a camel's dung, the twice-born does not recite (the sacred texts) on the ground or even at the bank of a river."
28,pratigṛhya dvijo vidvānekoddiṣṭasya ketanam | tryahaṃ na kīrtayedbrahma rājño rāhośca sūtake yāvadekānudiṣṭasya gandho lepaśca tiṣṭhati | viprasya viduṣo dehe tāvadbrahma na kīrtayet prāṇi vā yadi vāprāṇi yatkiṃ cicchrāddhikaṃ bhavet | tadālabhyāpyanadhyāyaḥ pāṇyāsyo hi dvijaḥ smṛtaḥ,"Upon receiving the teachings from a domestically established, dual-born scholar versed in sacred knowledge, one should not publicly declare the scholar's selection in the presence of a ruler or robber. The fragrance and symbol of the chosen one endure as long as the Brahman resides within the scholar's body. Should an animal or even breath be given more than what is prescribed, it may lead to a transgression. Only when diligently studied does the twice-born individual become eligible for such offerings."
29,dvāveva varjayennityaṃ anadhyāyau prayatnataḥ | svādhyāyabhūmiṃ cāśuddhaṃ ātmānaṃ cāśuciṃ dvijaḥ,"A twice-born person should consistently make an effort to exclusively exclude two matters from daily study: the impure self and the impure scriptural text, with uninterrupted exertion."
30,nādhīyītāśvaṃ ārūḍho na vṛkṣaṃ na ca hastinam | na nāvaṃ na kharaṃ noṣṭraṃ neriṇastho na yānagaḥ śayānaḥ prauḍhapādaśca kṛtvā caivāvasakthikām | nādhīyītāmiṣaṃ jagdhvā sūtakānnādyaṃ eva ca,"Instead of riding a horse with outstretched arms or seeking stimulation from a tree, or riding an elephant, sailing in a boat, or mounting a donkey or camel, or lying down on the ground with thickly grown legs, one should rather get up and make an effort. Likewise, instead of partaking in prey, consuming alcohol, or creating obstacles, one should refrain from such acts."
31,corairupadrute grāme saṃbhrame cāgnikārite | ākālikaṃ anadhyāyaṃ vidyātsarvādbhuteṣu ca,"In a village, during a delusion caused by fire and the sudden onset of a calamity, one should abandon for the time being the study of knowledge, personified as Durgā, using the sword's hilt in extraordinary circumstances, and interrupting the plagiarist's intermittent learning."
32,upākarmaṇi cotsarge trirātraṃ kṣepaṇaṃ smṛtam | aṣṭakāsu tvahorātraṃ ṛtvantāsu ca rātriṣu,"During the commencement of the three-day festival of Upakarma, the act of setting aside (certain) items is to be remembered; conversely, during the eighth day and night of the changing seasons, the practice is to lay out (those items)."
33,na vivāde na kalahe na senāyāṃ na saṃgare | na bhuktamātre nājīrṇe na vamitvā na śuktake atithiṃ cānanujñāpya mārute vāti vā bhṛśam | rudhire ca srute gātrācchastreṇa ca parikṣate,"In the absence of quarrels, strife, armament deployment, or gatherings, when food is being tasted or left over, nor through pretense or boasting, a host should not neglect to welcome a guest. The wind blows violently, and one's worth is assessed based on praise, hearing, and physical contact, as well as bloodshed."
34,sāmadhvanāvṛgyajuṣī nādhīyīta kadā cana | vedasyādhītya vāpyantaṃ āraṇyakaṃ adhītya ca,"""Under no circumstances should the two, 'sāmadhvana' (of the son of Vasu Āpa) and 'ṛk-yajuṣī' ever be neglected; whether or not one has mastered the Vedas, they should also study the āraṇyaka."""
35,vibhāvasubharadrājau parjanyairāvatau tathā | viśvācīsenajitsaṃjñau kārttike cādhikāriṇāḥ ||,"In the rainy season, are you, Vasubharat and Airavata, the ones abundantly endowed with lustrous splendor as the son of Vatsara and Bharat, named Viśvācī and Senajit, who excel in Kārttike? (Using your inherent qualities like a rain-cloud, shining brightly in the two rainy months.)"
36,śeṣaḥ prathamato jāto vāsukistadanantaram| airāvatastakṣakaśca karkoṭakadhanañjayau||,"The celebrated serpent Shesha originated first, followed by Vāsuki, then came Airāvata and Takṣaka, and ultimately Karkoṭaka and Dhananjayau, the serpent-demons."
37,daśa krodhavaśā rāma vijajñe api ātmasaṃbhavāḥ | mṛgīm ca mṛgamaṃdām ca harīm bhadramadām api ||,"To Rama, the one possessing the true essence, revealed himself, born of the ten furies; even the celestial being in the form of a doe and the shining one, as well as the auspicious servant of Shiva, he subdued."
38,tato jajñe mahākāyaścaturdanto mahāgajaḥ| kapilā kāmavṛkṣaśca kaustubhaścāpsarogaṇaḥ|,"Then arose the immense one, Mahakaya, the four-tusked elephant known as Mahagaja, along with the desire-fulfilling tree Kapila, the Kaustubha gem, and the assembly of Apsaras. (Referring to four-tusked elephant, tree, jewel, and celestial beings produced during the churning of the ocean.)"
39,pitṛṇāṃ dharmarājaṃ taṃ yamaṃ rājye'bhyaṣecayat | airāvataṃ gajendrāṇām aśeṣāṇāṃ patiṃ dadau ||,"The sovereign of the Kaśmīra king's lineage, Yama, was ceremoniously anointed as the future princely ruler by the forefathers, and he endowed Airavata, the lord of all elephants, with the honor of being their possessor."
40,śeṣantu nāgarājānaṃ mṛgāṇāṃ siṃhamīśvaram | vanaspatīnāṃ rājānaṃ plakṣamevābhyaṣecayat || ,"Let the serpent king named Shesha be reverently invoked, and the lord lion hailed as the sovereign of creatures. Similarly, may Plaksha, the sacred tree, be installed as the king of plants."
41,yo māmajamanādiṃ ca vetti lokamaheśvaram | asaṃmūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate || ,"The one who recognizes me, the eternal origin of all, including myself, and the lord of the world, becomes mentally clear-headed in this mortal world and is released from all sins."
42,maharṣayaḥ sapta pūrve catvāro manavastathā | madbhāvā mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||,"The seven revered seers and four human Manus, born of my intellect, are those who, in this world, have taken on various forms as the mental powers that gave rise to mankind and all other inhabitants."
43,etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ | so'vikampena yogena yujyate nātra saṃśayaḥ ||,"The one who truly comprehends the manifestation of my might and my yoga system in essence, he, endowed with a protector free from tremors, joins seamlessly; there is no doubt about this."
44,arjuna uvāca,Arjuna said aloud/read out loud.
45,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ | tasya kartāramapi māṃ viddhyakartāramavyayam ||,"I, the imperishable one, have created the four social classes, distinguished by their inherent properties and actions. Consider me as the cause behind it, yet know me as beyond actions, immutable."
46,eṣāmutpattyādiryathā yadā bhagavān puruṣarūpeṇa sṛṣṭiṃ kṛtavān tadāsyaśarīrāt catvāro varṇā utpannāḥ mukhato brāhmaṇāḥ bāhutaḥ kṣatriyāḥ ūruto vaiśyāḥ pādataḥ śūdrā jātāḥ,"Upon the creation of the world by the lord in the form of Purusha, at that time, from His very being arose the initial quantities of a progression of four varnas (social classes) in the following order, as delineated by their origins: from the mouth, Brahmanas; from the arms, Kshatriyas; from the thighs, Vaishyas; and from the feet, Shudras."
47,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī |,"Just as all creatures depend on the life-giving wind, similarly all the stages of life exist depending on the householder. Indeed, the knowledge and insights of the first three asramis are upheld by the householder alone. Therefore, the preeminent stage is that of the grihasta (householder)."
48,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I meditate on the  Ridgeveda, hailed be you, and Yajurveda, Samaveda, and Atharvana, the fourth; the historical account (itihasa) and Puranas are the fifth; the treasure of sacred tradition (nidhi) in speech (vak), knowledge of devas, brahma, and elements (bhutavidya), kshatra-vidya, nakshatra-vidya, sarpadeva-jna-vidya - all these I meditate upon."
49,ahaṃ tṛtīya ityatristasmādatriḥ sa kīrtyate ||,"I am referred to as the third one, designated Tritiya, while Brahma, descendant of Atri, is known by that name due to me."
50,atrivaṃśasamutpanno brahmayoniḥ sanātanaḥ| prācīnabahirbhagavāṃstasmātprācetaso daśa||,"Born from the immortal branch of the Atri lineage, associated with the ancient and venerable Brahma, he is the supreme being located on the outside. As a result, he possesses the ten qualities of Prācetas, the seer related to Varuṇa."
51,daśānāṃ tanayastveko dakṣo nāma prajāpatiḥ| tasya dve nāmanī loke dakṣaḥ ka iti cocyate||,"Of the descendants of ten, one being known as Dakshana, skilled is; of him, in this world, the two names 'Dakshana' and 'Prajapati' are used; who is referred to as 'Dakshana'?"
52,vāgevātrirvācā hyannamadyate'ttirha vai nāmaitadyadatririti | sarvasyāttā bhavati sarvamasyānnambhavati | ya evaṃ veda |,"In the realm of speech, the threefold *vāc* is manifest in designations such as ""anna"" (food) and ""mati"" (thought), etc. The individual self of all becomes intertwined with everything, and everything transforms into the self of each. One who understands this profound truth knows it through experience."
53,svāminaḥ sevanaṃ dṛṣṭvā śivasya ca parātmanaḥ || sādhvi dharmaṃ ca te dṛṣṭvā sthitāsmi tava sannidhau ||,"Having witnessed the adoration of the revered Lord Shiva and his own Self, I have observed your compliance with righteousness as a virtuous woman. I stand in your presence, for I abide by your visibility, being the highest personal principle of life, as a learned Brāhman would."
54,dṛṣṭvā nātiprabhaṃ somaṃ tathā sūryaṃ ca pārthiva| prakāśamakarodatristapasā svena saṃyuge| jagadvitimiraṃ cāpi pradīptamakarottadā||,"Upon beholding the exceptionally radiant moon and Sun, Atri, the lord of earth, cause them to gleam more brightly in his very own battle, employing his tapas. You two as well vanquished the cosmic darkness, causing it to be illuminated at that moment."
55,sarvaṃ hīdaṃ prāṇenā''vṛtam iti | so'yamākāśaḥ prāṇena bṛhatyā viṣṭabdhastadyathā'yamākāśaḥ prāṇena bṛhatyā viṣṭabdha | evaṃ sarvāṇi bhūtāni āpipīlikābhyaḥ prāṇena bṛhatyā viṣṭabdhānītyevaṃ vidyāt iti ||,"Everything known in this world is enveloped by the life-breath; similarly, this free space is expansive due to that powerful life-breath. Likewise, understand that all beings, from ants to the largest, are pervaded by that same life-breath, expanded in them. This is the knowledge one should have."
56,āyuḥ prāṇaḥ prāṇo vā āyuḥ prāṇa evācāmṛtam | yāvaddhyasmiñcharīre prāṇo vasati tāvadāyuḥ |,"""Is life (prāṇaḥ), merely the same as breath (āyuḥ), or is breath a means to immortality (amṛtam)? Assuredly, for as long as breath abides within this body, one has vital power up to that point."""
57,prāṇena sṛṣṭāvantarikṣaṃ ca vāyuśca | antarikṣaṃ vā anucaranti antarikṣamanuśṛṇvanti | vāyurasmai puṇyaṃ gandhamāvahati | evametau prāṇaṃ pitaraṃ paricarato'ntarikṣaṃ ca vāyuśca |,"""Oh life-force (Prāṇa), just as the air (vāyu) and the atmosphere (antarikṣam) conduct themselves and are called to be heard in the atmosphere, similarly they carry auspicious scents for it. In such a manner, the atmosphere and wind serve the life-force, being its regents."""
58,taṃ devāḥ prāṇayanta sa praṇītaḥ prātāyata prātāyītī~ tatprātarabhavatsamāgāditī~ tatsāyamabhavadahareva prāṇo rātrirapānaḥ iti |,"The gods started to reinvigorate him at that dawn; he was reestablished at daybreak, fully alive; then breath, day, and night resumed immediately."
59,vāgagniścakṣurasāvādityaścandramā mano diśaḥ śrotraṃ sa eṣa prahitāṃ saṃyogo'dhyātmamimā devatā ada u āviradhidaivatamityetattaduktaṃ bhavati iti |,"This is identified as the union of speech, personified as Agni, along with the radiant sun, likened to a Soma libation (Sāva), and Āditya as the moon; the mind as Man, the directions as hearing, and all these collectively constitute the inner divinity (adhyātmam), as previously declared."
60,pūrvajanma kṛtaṃ pāpaṃ vyādhi rūpeṇa bādhate | tata śāṃtiroṣadhedāneṃ mantra japa homa surāracaneṃ ||,"The evil deeds (pāpa) of one's previous birth (pūrvajanma), manifest (bādhate) in the form of ailments (vyādhi-rūpeṇa). To alleviate this, oh calm one (tata śāntira), engage in recitation of mantras, perform homas and fire rituals (mantra-japa-homa), and offer libations during sacrifices to the gods (surāracaneṃ)."
61,ṛtāmṛtābhyāṃ jīvettu mṛtena pramṛtena vā | satyānṛtābhyāṃ api vā na śvavṛttyā kadā cana ṛtaṃ uñchaśilaṃ jñeyaṃ amṛtaṃ syādayācitam | mṛtaṃ tu yācitaṃ bhaikṣaṃ pramṛtaṃ karṣaṇaṃ smṛtam satyānṛtaṃ tu vāṇijyaṃ tena caivāpi jīvyate | sevā śvavṛttirākhyātā tasmāttāṃ parivarjayet,"May they always live nourished by righteousness and immortality, or by deceit and mortality. One should never maintain life through false subsistence. The pure form of truth is to be known as immortal. On the other hand, deceitful commerce is considered transient. By these very means, one sustains life. Service, referred to as mundane livelihood, is to be avoided."
62,ato'nyatamayā vṛttyā jīvaṃstu snātako dvijaḥ | svargāyuṣyayaśasyāni vratāṇīmāni dhārayet,"Henceforth, a thrice-born man who has completed his purification ritual should maintain these two observances - increasing lifespan (svarga-ayushya-shasyani) and upholding vows (vratani) - in a restrained manner (anyatamaya vrttya), as permitted for a Brahman. Indeed, let him cause them to be held (dhārayet)."
63,vedam evābhyasennityaṃ yathākām atandritaḥ | taṃ hyasyāhuḥ paraṃ dharmam upadharmo'nya ucyate,"One should constantly and tirelessly rehearse the Veda according to one's desire, for it is stated that this is his foremost duty (param dharma). Everything else is referred to as a departure from duty (upadharma)."
64,klptakeśanakhaśmaśrurdāntaḥ śuklāmbaraḥ śuciḥ | svādhyāye caiva yuktaḥ syānnityaṃ ātmahiteṣu ca,"With properly groomed hair and pure at its ends, dressed in white apparel and in a state of purity, constantly engaged in studying the Vedas and being fit for one's own highest personal benefit, should be one's constant practice."
65,sarvānparityajedarthānsvādhyāyasya virodhinaḥ | yathā tathādhyāpayaṃstu sā hyasya kṛtakṛtyatā,"He should abandon all studies that conflict with his (Krishna's) own reflection on religion, for it is assuredly his obligatory duty to fully discharge any duty or realize any object in accordance with what is right and in whatever manner taught."
66,buddhivṛddhikarāṇyāśu dhanyāni ca hitāni ca | nityaṃ śāstrāṇyavekṣeta nigamāṃścaiva vaidikān | yathā yathā hi puruṣaḥ śāstraṃ samadhigacchati | tathā tathā vijānāti vijñānaṃ cāsya rocate,"Indeed, one should constantly examine those means to increase knowledge and auspicious actions (dhanyāni hitāni ca), whether they relate to the Vaiśyas in Krauñca-dvīpa or not (āśu). Moreover, one should pay constant attention to the scriptures (nityam śāstrāṇi) and Vedic texts (nigamāṃścaiva vaidikān), just as a follower of the Sāṃkhya Philosophy does.
As one consumes knowledge through scriptures (puruṣaḥ śāstram samadhigacchati), they come to understand and appreciate that knowledge in their own unique way (tathā vijānāti). The delight found in such worldly or profane knowledge is what characterizes the individual (vijñānam āsya rocate)."
67,vedābhyāsena satataṃ śaucena tapasaiva ca | adroheṇa ca bhūtānāṃ jātiṃ smarati paurvikīm paurvikīṃ saṃsmaranjātiṃ brahmaivābhyasyate punaḥ | brahmābhyāsena cājasraṃ anantaṃ sukhaṃ aśnute,"By constantly studying the Vedas, maintaining integrity, and performing religious austerities, you as a lord, should remember the true states of sense objects. By practicing Brahma-knowledge repeatedly, one attains constant, immense bliss willingly."
68,ṛṣiyajñaṃ devayajñaṃ bhūtayajñaṃ ca sarvadā | nṛyajñaṃ pitṛyajñaṃ ca yathāśakti na hāpayet,"One should continually offer the ṛṣi-yajña, deva-yajña, bhūta-yajña, and, according to one's ability, naively perform nṛ-yajña and pitr-yajña."
69,etāneke mahāyajñānyajñaśāstravido janāḥ | anīhamānāḥ satataṃ indriyeṣveva juhvati vācyeke juhvati prāṇaṃ prāṇe vācaṃ ca sarvadā | vāci prāṇe ca paśyanto yajñanirvṛttiṃ akṣayām,"Scholars of the great sacrifices' scriptures, who are truly sincere, consistently offer their powers of perception as acts of worship, sometimes dedicating their speech and breath of life. They constantly behold the unending fulfillment achieved through sacrifice, being ever mindful of this in their speech and breath."
70,jñānenaivāpare viprā yajantyetairmakhaiḥ sadā | jñānamūlāṃ kriyāṃ eṣāṃ paśyanto jñānacakṣuṣā,"With sacred knowledge as their sole approach in prayer, Brahmins consistently worship through such false ritualistic acts. Perceiving the origin of actions, they are the knowing seers, observing with the eye of wisdom."
71,agnihotraṃ ca juhuyādādyante dyuniśoḥ sadā | darśena cārdhamāsānte paurṇāmāsena caiva hi,"Indeed, may an offering to Agni be made, perpetually at the start and end of daylight hours, as well as during the new moon day with its half phase and the full moon day, with the intention of honoring and serving."
72,sāvitrāñ śāntihomāṃśca kuryātparvasu nityaśaḥ | pitṝṃścaivāṣṭakāsvarcennityaṃ anvaṣṭakāsu ca,"One should regularly chant the Savitri verse during specific times and offer oblations in the fires as a daily ritual. Similarly, one should constantly honor their ancestors with reverence during the eighth phase of the moon."
73,rājato dhanam anvicchetsaṃsīdansnātakaḥ kṣudhā | yājyāntevāsinorvāpi na tvanyata iti sthitiḥ,"A person should seek any valued object only from a Yaksha, being one who has bathed or performed ablutions and is named ""kṣudhā."" The state of being settled near the fire altar or the dwelling of the officiating priest, whether as a sacrifice or not, should be adopted with devotion and regarded as separate from any other motive."
74,na sīdetsnātako vipraḥ kṣudhā śaktaḥ kathaṃ cana | na jīrṇamalavadvāsā bhavecca vibhave sati,"How could a domestic priest, who has bathed and purified himself, succumb to despondency even from hunger, much less when he is not destitute? And how could one, whose clothes are not decayed and tattered, ever become so, as long as he possesses means?"
75,daśa sūṇāsahasrāṇi yo vāhayati saunikaḥ | tena tulyaḥ smṛto rājā ghorastasya pratigrahaḥ yo rājñaḥ pratigṛhṇāti lubdhasyocchāstravartinaḥ | sa paryāyeṇa yātīmānnarakānekaviṃśatim etadvidanto vidvāṃso brāhmaṇā brahmavādinaḥ | na rājñaḥ pratigṛhṇanti pretya śreyo'bhikāṅkṣiṇaḥ,"The ruler capable of mobilizing ten thousand chariots is considered equivalent in power to Saunika. The one who accepts such a king's tribute is equated with one who, despite being unversed in scriptures, is greedy. This is similar to one who, for the sake of greater good, does not accept the king's tribute after his death. Scholars, proficient in the Vedas, understand this."
76,vayasaḥ karmaṇo'rthasya śrutasyābhijanasya ca | veṣavāgbuddhisārūpyaṃ ācaranvicarediha śrutismṛtyuditaṃ samyaṅnibaddhaṃ sveṣu karmasu | dharmamūlaṃ niṣeveta sadācāraṃ atandritaḥ ācārāllabhate hyāyurācārādīpsitāḥ prajāḥ | ācārāddhanaṃ akṣayyaṃ ācāro hantyalakṣaṇam,"Investigate the purpose of actions, lineage, hearing, and scriptural traditions; aspire to conform to the example set by those who have realized the unity of speech, intellect, and conduct. Rigorously adhere to the established codes of conduct in your own actions, being steadfast at all times. Indeed, one gains longevity, cherished offspring, and undying wealth through virtuous conduct; moreover, it is conduct that determines what is worthy and unworthy."
77,sarvalakṣaṇahīno'pi yaḥ sadācāravānnaraḥ | śraddadhāno'nasūyaśca śataṃ varṣāṇi jīvati durācāro hi puruṣo loke bhavati ninditaḥ | duḥkhabhāgī ca satataṃ vyādhito'lpāyureva ca,"Even if one, bereft of all distinguishing marks, may be a person of great character and righteous behavior, they live for a hundred years, dispelling doubts and free from ill-will or envy. However, a man in this world who engages in bad behavior is reviled, constantly suffering, often sickly, and has a short lifespan."
