id,sloka,translation
11,पुनराधेयमाधानाऽप्रतिज्ञातस्य राज्ययशस्कामस्य वा त्रिरात्रावरमग्नीनुत्सृज्य सद्यो वा पुनर्वस्वोः वर्षासु मध्यन्दिने वा कुशैराधानम् व्रीह्यपूपमर्कपलाशयोः पक्वं गार्हपत्यस्थाने निदधात्येवमाहमनीयस्य यावं सद्यश्चेत्,"According to Katyayana Shrauta Sutras is described as followsSummary: The re-establishment of Agni takes place in Punarvasu nakshatra of the rainy season during mid-day. Kushagrass is to be placed . Ahuti made by cooking Vreehi along with other items is to be placed in Garhapatya agni, yava grains to be offered in Aahvaniya."
12,नानाहिताग्निर्नायज्वा विप्रो नाप्यसहस्रदः ।,Ramayana mentions about the worship of agnis and performance of yajnas as follows.
13,अयज्ञो वा एषः । योऽपत्नीकः ।,According to Taittriya Brahmana one who does not have a patni or wife cannot perform yajnas.
14,एतद्वै जरामर्यं सत्रं यदग्निहोत्रं जरया वा ह्येवास्मान्मुच्यते मृत्युना वा पयसा नित्यहोमः,According to Satapatha BrahmanaSummary: this agnihotram is 'jaraamarya satra' because he can get relief from this only if he dies or becomes old.
15,यवागूरोदनो दधि समिग्रामकामान्नाद्यकामेन्द्रियकामतेजस्कामानां,"Although performing agnihotra is a regular activity, it is also performed to attain some special desires called as Kamya Agnihotra. Agnihotra is also performed to fulfill desires such as to achieve heavenly position, a long life of people or cattle, for abundant food grains, brahmavarchas and for physical strength."
16,धूमायन्त्याम् ग्राम कामस्य जुहुयात् । ज्वलन्त्याम् ब्रह्म वर्चस कामस्य । अङ्गारेषु पशु कामस्य ।,Ahutis are made in smoke for those desiring villages . Those aspiring for brahmavarchas should offer ahutis in flames and those desiring cattle wealth should offer ahutis when ambers are shining.
17,जातं वात्सप्रेणाभिमृश्योत्तरेण यजुषोपस्थ आधायोत्तराभ्यामाभिमन्त्रणं मूर्धन्यवघ्राणं दक्षिणे कर्णे जापः सर्षपान्फलीकरणमिश्रानञ्जलिनोत्तरैस्त्रिस्त्रिप्रतिस्वाहाकारं हुत्वा संशास्ति प्रविष्टे प्रविष्ट एव तूष्णीमग्नावावपतेति,"The father takes a sachela snanam as soon as he hears about the birth of the child. During Abhimarshanam outlined in Apastamba grhya sutras , Agnihotra is lit and Raksha homam is conducted in the fire called Sootakagni. Mustard seeds and rice flakes are offered as aahuti by the father."
18,अथैनामुत्तरया दक्षिणे हस्ते गृहीत्वाग्निमभ्यानीयापरेणाग्निमुदगग्रं कटमास्तीर्य तस्मिन्नुपविशत उत्तरो वरः अग्नेरुपसमाधानाद्याज्यभागान्तेऽथैनामादितो द्वाभ्यामभिमन्त्रयेत,Agnihotra is initiated at the time of Paanigrahanam during marriage as given in Apasthamba Grhya Sutras
19,सायंसायं गृहपतिर्नो अग्निः प्रातःप्रातः सौमनसस्य दाता । वसोर्वसोर्वसुदान एधि वयं त्वेन्धानास्तन्वं पुषेम ॥ प्रातःप्रातर्गृहपतिर्नो अग्निः सायंसायं सौमनसस्य दाता । वसोर्वसोर्वसुदान एधीन्धानास्त्वा शतंहिमा ऋधेम ॥,"Atharvaveda describes that Agnihotra performed in the morning and evening keeps the mind fresh, enthusiastic and happy till evening, while the Agnihotra performed in the evening keeps the mind fresh till morning. Saumanas which is cheerfulness of the mind will not be possible unless one is relieved of both physical and mental anxieties and stress.Summary: May Garhapatyagni bestow upon us a superior mind every morning and evening. Hey Agni, grant us growth by giving us good wealth. By offering havisya which increases your lustre let us also gain physical strength. 
Shatapata Brahmana also stresses the importance of time and the two ahutis of cow-milk to Agni."
20,स यत्सायमस्तमिते द्वेऽआहुती जुहोति । तदेताभ्यां पूर्वाभ्यां पद्भ्यामेतस्मिन्मृत्यौ प्रतितिष्ठत्त्यथ यत्प्रातरनुदिते द्वेऽआहुती जुहोति तदेताभ्यामपराभ्यां पद्भ्यामेतस्मिन्मृत्यौ प्रतितिष्ठति सऽएनमेषऽउद्यन्नेवाऽऽदायोदेति तदेतं मृत्युमतिमुच्यते,Summary: The person giving two offerings in the evening at sunset and in the morning at sunrise - exactly when the sun is rising- is set free from the fear of death .
21,तद्यथेषीकातूलमग्नौ प्रोतं प्रदूयेतैव्ँ हास्य सर्वे पाप्मानः प्रदूयन्ते य एतदेवं विद्वानग्निहोत्रं जुहोति ॥,Chandogya Upanishad clearly lays down the significance of Agnihotra
22,वसन्ति प्राणिनो यत्र ।,"According to Shabdakalpadruma, the word Vastu is described as,"
23,कर्णश्रवेऽनिले रात्रौ दिवा पांसुसमूहने । एतौ वर्षास्वनध्यायावध्यायज्ञाः प्रचक्षते,"It is said that, in the rainy season, the Veda-study must be paused on two occasions - when the wind is audible at night, and when it whirls up the dust in the day-time. ."
24,विद्युत्स्तनितवर्षेषु महोल्कानां च संप्लवे । आकालिकम् अनध्याम् एतेषु मनुरब्रवीत् एतांस्त्वभ्युदितान्विद्याद्यदा प्रादुष्कृताग्निषु । तदा विद्यादनध्यायम् अनृतौ चाभ्रदर्शने,"Manu has stated that when lightning, thunder, and rain are observed, or until there is large fiery meteors falling, the recitation of the Veda must be paused. Also, when one perceives these phenomena in the morning and evening at the time of lighting the sacred fire , during the rainy season, or when clouds appear out of season, then one must know that the recitation of the Veda is to be paused."
25,निर्घाते भूमिचलने ज्योतिषां चोपसर्जने । एतानाकालिकान्विद्यादनध्यायानृतावपि प्रादुष्कृतेष्वग्निषु तु विद्युत्स्तनितनिःस्वने । सज्योतिः स्यादनध्यायः शेषे रात्रौ यथा दिवा,"Also, on crashing sound from the sky, an earthquake and when there is eclipse of the sun or moon, then the Veda-study must be paused until the phenomena lasts; these same phenomena observed during rainy season calls for an indefinite pause in Veda Studies. However, after the sacred fire has been lit, if there is lightning and thunder in the morning then study shall be paused until evening and if the same happens in the evening, the pause shall last as long as the stars are visible in the sky ; And if all above mentioned phenomena occurs together at once, then the reading shall cease both a day and a night. ."
26,नीहारे बाणशब्दे च संध्ययोरेव चोभयोः । अमावास्याचतुर्दश्योः पौर्णमास्यष्टकासु च अमावास्या गुरुं हन्ति शिष्यं हन्ति चतुर्दशी । ब्रह्माष्टकपौर्णमास्यौ तस्मात्ताः परिवर्जयेत्,"One is advised to consider Anadhyayana during fog, while the sound of arrows is audible, during both the morning and evening twilight, on the new-moon day, fourteenth day, full-moon day and the eighth day of each half-month. Because study of the Vedas on new-moon day destroys the teacher and on the fourteenth day destroys the pupil. Reading the Veda on the eighth days makes one forget it and on these specific days, the study of the Vedas is forbid. ."
27,पांसुवर्षे दिशां दाहे गोमायुविरुते तथा । श्वखरोष्ट्रे च रुवति पङ्क्तौ च न पठेद्द्विजः,"One shall not recite the Veda during a dust-storm, nor while the sky is unnaturally red, nor while jackals howl, dogs bark, the donkeys bray or the camels grunt; nor while they are in each other's company."
28,प्रतिगृह्य द्विजो विद्वानेकोद्दिष्टस्य केतनम् । त्र्यहं न कीर्तयेद्ब्रह्म राज्ञो राहोश्च सूतके यावदेकानुदिष्टस्य गन्धो लेपश्च तिष्ठति । विप्रस्य विदुषो देहे तावद्ब्रह्म न कीर्तयेत् प्राणि वा यदि वाप्राणि यत्किं चिच्छ्राद्धिकं भवेत् । तदालभ्याप्यनध्यायः पाण्यास्यो हि द्विजः स्मृतः,"One should not study the Veda for three days, if one has accepted an invitation to a funeral rite in honour of one ancestor , or when the Raja has become impure through a birth or death in his family , or when there is an eclipse of the Sun or the Moon. It is said that as long as the smell and the anointment of Sandalwood given in honour of one ancestor remain on the body, a learned Brahmana, for so long, must not recite the Veda. Be it living or inanimate, having accepted anything at a Shraddha, one should not recite the Veda; for the shastras consider the hand of a Brahmana as mouth. Therefore, accepting is considered as enjoying. ."
29,द्वावेव वर्जयेन्नित्यं अनध्यायौ प्रयत्नतः । स्वाध्यायभूमिं चाशुद्धं आत्मानं चाशुचिं द्विजः,"When the place of Veda recitation is impure, and when oneself is impure, one should surely avoid Veda study. ."
30,नाधीयीताश्वं आरूढो न वृक्षं न च हस्तिनम् । न नावं न खरं नोष्ट्रं नेरिणस्थो न यानगः शयानः प्रौढपादश्च कृत्वा चैवावसक्थिकाम् । नाधीयीतामिषं जग्ध्वा सूतकान्नाद्यं एव च,"One should not recite the Veda when on horseback, tree, elephant, or in a boat, on a donkey, camel, nor on a barren ground, or riding in a carriage. While lying on a bed, while one's feet are raised on a bench, while sitting folding the knee, having eaten meat or food given by a person impure on account of a birth or death in the family, one should not study the Veda. ."
31,चोरैरुपद्रुते ग्रामे संभ्रमे चाग्निकारिते । आकालिकं अनध्यायं विद्यात्सर्वाद्भुतेषु च,"In a village troubled by robbers, during fire accident, or at the time of a wondrous event on the earth or sky, one should avoid the Veda-study until the time the situation lasts. ."
32,उपाकर्मणि चोत्सर्गे त्रिरात्रं क्षेपणं स्मृतम् । अष्टकासु त्वहोरात्रं ऋत्वन्तासु च रात्रिषु,"On the occasion of the Upakarma and of the Vedotsarga, an omission of the Veda-study for three days has been prescribed, while on the Ashtakas and the end of the seasons, Anadhyaya is prescribed for a day and a night. ."
33,न विवादे न कलहे न सेनायां न संगरे । न भुक्तमात्रे नाजीर्णे न वमित्वा न शुक्तके अतिथिं चाननुज्ञाप्य मारुते वाति वा भृशम् । रुधिरे च स्रुते गात्राच्छस्त्रेण च परिक्षते,"Where there is a quarrel, fight, in an army or in a war, while having food, at times of indigestion, having vomited or during the time of birth or death impurities, one should not recite the Veda. Nor should it be done without the permission of a guest, while the winds blow strongly, while blood flows out of one's body, or when hurt by a weapon. ."
34,सामध्वनावृग्यजुषी नाधीयीत कदा चन । वेदस्याधीत्य वाप्यन्तं आरण्यकं अधीत्य च,"One should not recite the Rigveda or the Yajurveda while the Samaveda is being recited; Having completed the Veda and reciting the Aranyaka, one is advised to not read other Vedas for a day and a night. ."
35,विभावसुभरद्राजौ पर्जन्यैरावतौ तथा । विश्वाचीसेनजित्संज्ञौ कार्त्तिके चाधिकारिणाः ।।,Name of a serpent that accompanies Surya in his ratha during the month of Kartika in the Sharat season
36,शेषः प्रथमतो जातो वासुकिस्तदनन्तरम्। ऐरावतस्तक्षकश्च कर्कोटकधनञ्जयौ।।,"Name of an important serpent born to Kashyapa and his wife Kadru . Arjuna's father-in-law, Ulupi's father, Kauravya was a noble serpent born of Airavata. . Shesha was the first born, Vasuki after him, followed by Airavata, Takshaka, Karkotaka and Dhanajaya"
37,दश क्रोधवशा राम विजज्ञे अपि आत्मसंभवाः । मृगीम् च मृगमंदाम् च हरीम् भद्रमदाम् अपि ॥,"Kasyapa, one of the Prajapatis, married the eight daughters of Daksa. One of them named Krodhavasa had ten daughters by Kasyapa."
38,ततो जज्ञे महाकायश्चतुर्दन्तो महागजः। कपिला कामवृक्षश्च कौस्तुभश्चाप्सरोगणः।,"However, we find another story in Mahabharata of how Airavata rose as one of the treasures during samudra- manthan. It is said that when the devas and asuras churned the ocean of Milk, the four tusked, huge elephant also came up along with the other treasures such as Kalpavriksha, Kausthuba and Apsaras."
39,पितृणां धर्मराजं तं यमं राज्येऽभ्यषेचयत् । ऐरावतं गजेन्द्राणाम् अशेषाणां पतिं ददौ ।।,"In the Visnu Purana we are told how Airavata was made the chief of all elephants. When the Maharsis had crowned Prthu as the sovereign King, Brahma gave new posts of honour to many of the devatas."
40,शेषन्तु नागराजानं मृगाणां सिंहमीश्वरम् । वनस्पतीनां राजानं प्लक्षमेवाभ्यषेचयत् ।। ,"Summary: He made Soma the chief of the Stars and Planets, of Brahmins, Yajnas and herbs, Kubera over the rajas; Varuna the master of the seas and all water; Visnu, chief of the Adityas. Along with these Brahma made Yama the chief of pitrs, Airavata of the innumerable elephants; Garuda of the Birds, Indra of the devatas, Ucchaisravas of the horses, Vrshabha of the cattle, Sesha of the serpents, Lion of the beasts and Plaksha of the medicinal trees."
41,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् । असंमूढः स मर्त्येषु सर्वपापैः प्रमुच्यते ॥ ,Nature of the Supreme Being
42,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा । मद्भावा मानसा जाता येषां लोक इमाः प्रजाः ॥,Saptarshis and 4 Manus
43,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः । सोऽविकम्पेन योगेन युज्यते नात्र संशयः ॥,Why should we know of the Supreme Being's Vibhutis?
44,अर्जुन उवाच,Arjuna's Request
45,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः । तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् ॥,The Bhagavad Gita also says that the division of the society into the four varnas is based on Guna and Karma .
46,एषामुत्पत्त्यादिर्यथा यदा भगवान् पुरुषरूपेण सृष्टिं कृतवान् तदास्यशरीरात् चत्वारो वर्णा उत्पन्नाः मुखतो ब्राह्मणाः बाहुतः क्षत्रियाः ऊरुतो वैश्याः पादतः शूद्रा जाताः,"Talking of the Origin of Varna Concept, Shabdakalpadruma says,"
47,यथा वायुं समाश्रित्य वर्तन्ते सर्वजन्तवः । तथा गृहस्थं आश्रित्य वर्तन्ते सर्व आश्रमाः । यस्मात्त्रयोऽप्याश्रमिणो ज्ञानेनान्नेन चान्वहम् । गृहस्थेनैव धार्यन्ते तस्माज्ज्येष्ठाश्रमो गृही ।,"Grhasthashrama is hailed as the most important, as it carries with it onerous responsibilities of maintaining and sustaining persons belonging to the other three ashramas. Manusmrti says,"
48,ऋग्वेदं भगवोऽध्येमि यजुर्वेदँ सामवेदमाथर्वणं चतुर्थमितिहासपुराणं पञ्चमं वेदानां वेदं पित्र्यँराशिं दैवं निधिं वाकोवाक्यमेकायनं देवविद्यां ब्रह्मविद्यां भूतविद्यां क्षत्रविद्यां नक्षत्रविद्यां सर्पदेवज्ञविद्यामेतद्भगवोऽध्येमि,"Narada maharshi approached Sanatkumara and requested him to teach him Brahmajnana so that he could quieten his disturbed mind. Sanatkumara asks him what knowledge base he already has, so as to accordingly instruct him beyond that knowledge."
49,अहं तृतीय इत्यत्रिस्तस्मादत्रिः स कीर्त्यते ॥,Atri is one of the Brahma manasaputras and was significant among the Saptarshis. Another reference to Atri maharshi is that he is the son of Shukracharya. Brahmanda Purana mentions about the birth of Atri during the Homa performed by Brahma by means of his semen.
50,अत्रिवंशसमुत्पन्नो ब्रह्मयोनिः सनातनः। प्राचीनबहिर्भगवांस्तस्मात्प्राचेतसो दश॥,According to Mahabharata Shanti parva ten Prajapatis names Prachetas arose from Barhi who belonged to Atri vamsha. The ten Prajapatis had one son known as Daksha or Ka.
51,दशानां तनयस्त्वेको दक्षो नाम प्रजापतिः। तस्य द्वे नामनी लोके दक्षः क इति चोच्यते॥,Daksha Prajapati is well known as the father of Sati Devi who married Shiva and as the father-in-law of Chandra .
52,वागेवात्रिर्वाचा ह्यन्नमद्यतेऽत्तिर्ह वै नामैतद्यदत्रिरिति । सर्वस्यात्ता भवति सर्वमस्यान्नम्भवति । य एवं वेद ।,"In a mystic meditation on prana, the vital breath, the Brhadaranyaka Upanishad , after describing the other six sages, depicts Atri, the seventh, thus: 'The tongue is Atri, for through the tongue food is eaten. He is called Atri because he eats . He who knows it as such becomes the eater of all things, and everything becomes his food."
53,स्वामिनः सेवनं दृष्ट्वा शिवस्य च परात्मनः ।। साध्वि धर्मं च ते दृष्ट्वा स्थितास्मि तव सन्निधौ ।।,The Shiva Purana tells the story of how Maharshi Atri and Anasuya were responsible for getting the holy river Ganga to flow down to earth. Atri maharshi was performing penance in Chitrakuta when a severe drought prevailed for many many years. All the rshis and disciples left the ashram and Anasuya continued her seva to her husband. Seeing their devotion Shiva and Gangadevi arrived and stayed with them.
54,दृष्ट्वा नातिप्रभं सोमं तथा सूर्यं च पार्थिव। प्रकाशमकरोदत्रिस्तपसा स्वेन संयुगे। जगद्वितिमिरं चापि प्रदीप्तमकरोत्तदा॥,"Another episode, related by the Vayudeva to Kartaviryarjuna in the Mahabharata , goes thus: During a pitched battle between the devatas and asuras, the latter were winning. The asuras shot off a shower of arrows, obscuring the sun and the moon. The devatas broke ranks and began groping in darkness. Some of them approached Maharshi Atri and begged him to help them."
55,सर्वं हीदं प्राणेनाऽऽवृतम् इति । सोऽयमाकाशः प्राणेन बृहत्या विष्टब्धस्तद्यथाऽयमाकाशः प्राणेन बृहत्या विष्टब्ध । एवं सर्वाणि भूतानि आपिपीलिकाभ्यः प्राणेन बृहत्या विष्टब्धानीत्येवं विद्यात् इति ।।,"Aranyakas contain many descriptions of the yajnas as seen in the Brahmanas. These are texts which contain some hidden meanings about the vedic words are to be read by the people in vanaprastha ashrama, rishis and are not suitable for pregnant women, children. They have symbolic references of yajnas and detail the methods for Upasana. The references of Rig Veda mantras add strength to the concept of Pranavidya. Prana is said to be supreme among all indriyas as given in the second adhyaya of this Aranyaka . Summary: Every thing in this jagat is filled with or covered by Prana. Prana bears everything in the universe. By the power of Pranashakti, akasha is in its place. So also all the beings from the largest to the smallest ant are firmly supported by Prana."
56,आयुः प्राणः प्राणो वा आयुः प्राण एवाचामृतम् । यावद्ध्यस्मिञ्छरीरे प्राणो वसति तावदायुः ।,"Without Prana the universe that we see in front of our eyes does not sustain, so Prana is all-pervading, omnipresent and protector. Hence in mantras Prana is called Gopa . It is the reason for Ayu . As long as Prana is in the shareera till then life sustains. Kaushitaki Upanishad mentions the Ayukaraka nature of Prana as follows"
57,प्राणेन सृष्टावन्तरिक्षं च वायुश्च । अन्तरिक्षं वा अनुचरन्ति अन्तरिक्षमनुशृण्वन्ति । वायुरस्मै पुण्यं गन्धमावहति । एवमेतौ प्राणं पितरं परिचरतोऽन्तरिक्षं च वायुश्च ।,"It was through Prana, that Antariksha and Vayu were created. A symbolic concept of Prana is that of the father and the sons as Antariksha and Vayu, who always serve the father. All beings with Prana are able to move in this Antariksha and it is the medium through which sound travels, thus Antariksha is subservient to Prana. The vayu brings sweets smells to the nose and satisfies the Prana inside the body as given by Aitareya Aranyaka below"
58,तं देवाः प्राणयन्त स प्रणीतः प्रातायत प्रातायीतीँ तत्प्रातरभवत्समागादितीँ तत्सायमभवदहरेव प्राणो रात्रिरपानः इति ।,"In the form of day and night , prana is described as a form of Kala or Time. Day is said to be Prana , while Night is called Apana . In the morning Prana diffuses evenly in the body into all Indriyas or senses, called Pratayi which means one in whom there is a intense spread of Prana. Hence in the beginning of the day when one can visualise the effulgence of Prana, that time is called Prathaha . At the end of the day when Prana is withdrawn into the Indriyas, called as Samaagat , that time is called as Sayam . Due to progression or spread of Prana, Day is called Prana, while because of withdrawl, Night is called Apana."
59,वागग्निश्चक्षुरसावादित्यश्चन्द्रमा मनो दिशः श्रोत्रं स एष प्रहितां संयोगोऽध्यात्ममिमा देवता अद उ आविरधिदैवतमित्येतत्तदुक्तं भवति इति ।,"Prana is described as Devatas. In vak resides Agni , in eyes Surya , in manas Chandra and in the ears reside the Dishas . In this step, one has to meditate upon all these devatas as residing in prana. A rishi named Hiranyadanvaida reaped great benefits from performing such upasana."
60,पूर्वजन्म कृतं पापं व्याधि रूपेण बाधते । तत शांतिरोषधेदानें मन्त्र जप होम सुरारचनें ।।,"Dismissing the Charvaka theory, the concept of Papam or Pataka forms the very foundation of moral guidance that directed the mindset of the people of the ancient civilization of Bharatavarsha. Rig veda abounds with instances of Papam and the ways to overcome them called as Prayaschitta ."
61,ऋतामृताभ्यां जीवेत्तु मृतेन प्रमृतेन वा । सत्यानृताभ्यां अपि वा न श्ववृत्त्या कदा चन ऋतं उञ्छशिलं ज्ञेयं अमृतं स्यादयाचितम् । मृतं तु याचितं भैक्षं प्रमृतं कर्षणं स्मृतम् सत्यानृतं तु वाणिज्यं तेन चैवापि जीव्यते । सेवा श्ववृत्तिराख्याता तस्मात्तां परिवर्जयेत्,"Rta refers to the gleaning of corn; Amrta is that which is obtained unasked; Mrta refers to begging and agriculture is called as Pramrta. Trading is considered Satyanrta and one may subsist even by that. However, one should avoid slavery as it is called Shvavrtti . ."
62,अतोऽन्यतमया वृत्त्या जीवंस्तु स्नातको द्विजः । स्वर्गायुष्ययशस्यानि व्रताणीमानि धारयेत्,"The Manusmrti especially implores a Brahmana who is a Snataka, to subsist by one of the above-mentioned modes of livelihood and discharge the duties for securing heavenly bliss, long life, and fame. ."
63,वेदम् एवाभ्यसेन्नित्यं यथाकाम् अतन्द्रितः । तं ह्यस्याहुः परं धर्मम् उपधर्मोऽन्य उच्यते,Vedadhyayana is considered the primary duty of an individual.
64,क्ल्प्तकेशनखश्मश्रुर्दान्तः शुक्लाम्बरः शुचिः । स्वाध्याये चैव युक्तः स्यान्नित्यं आत्महितेषु च,"One should clip one's hair, nails, and beard; wear white garments and stay pure. One should always be engaged in studying the Veda and take steps towards one's welfare. ."
65,सर्वान्परित्यजेदर्थान्स्वाध्यायस्य विरोधिनः । यथा तथाध्यापयंस्तु सा ह्यस्य कृतकृत्यता,"It advices one to avoid all those activities that impede the study of the Veda; for, the fruit of a brahmana's life lies in staying focused on the study of the Veda at all costs. ."
66,बुद्धिवृद्धिकराण्याशु धन्यानि च हितानि च । नित्यं शास्त्राण्यवेक्षेत निगमांश्चैव वैदिकान् । यथा यथा हि पुरुषः शास्त्रं समधिगच्छति । तथा तथा विजानाति विज्ञानं चास्य रोचते,"One should daily study the Agamas that sharpen one's intellect and the various shastras. For, their knowledge endows the complete understanding of the beneficial and the detrimental. . For, as one goes on studying a science, so does he go on understanding, and then his knowledge shines forth. ."
67,वेदाभ्यासेन सततं शौचेन तपसैव च । अद्रोहेण च भूतानां जातिं स्मरति पौर्विकीम् पौर्विकीं संस्मरन्जातिं ब्रह्मैवाभ्यस्यते पुनः । ब्रह्माभ्यासेन चाजस्रं अनन्तं सुखं अश्नुते,"According to Manusmrti, by studying the Vedas diligently, observing the rules of purity, doing japa and having love towards all created beings, one gains the memory of his former births. And one who, recollecting his former births, continues to study the Veda, gains endless bliss by the continual study of the Veda. ."
68,ऋषियज्ञं देवयज्ञं भूतयज्ञं च सर्वदा । नृयज्ञं पितृयज्ञं च यथाशक्ति न हापयेत्,"A Snataka brahmana should not neglect Vedic studies, the performance of yajnas, Bhuta-bali, honouring guests and offerings to the forefathers to the best of his abilities. ."
69,एतानेके महायज्ञान्यज्ञशास्त्रविदो जनाः । अनीहमानाः सततं इन्द्रियेष्वेव जुह्वति वाच्येके जुह्वति प्राणं प्राणे वाचं च सर्वदा । वाचि प्राणे च पश्यन्तो यज्ञनिर्वृत्तिं अक्षयाम्,"Those who know the ordinances for yajnika rites, do not offer these five great yajnas. Rather, they consider their senses as Agni and offer the oblations within thereby making a provision to control the external factors. Many knowledgeable people merge their speech in breadth and their breath in speech. ."
70,ज्ञानेनैवापरे विप्रा यजन्त्येतैर्मखैः सदा । ज्ञानमूलां क्रियां एषां पश्यन्तो ज्ञानचक्षुषा,"Some others perform all the Yajnas as Jnana Yajnas . For, knowledge is at the root of all yajnas. ."
71,अग्निहोत्रं च जुहुयादाद्यन्ते द्युनिशोः सदा । दर्शेन चार्धमासान्ते पौर्णामासेन चैव हि,"One should always offer Agnihotra at dawn and dusk, the Darsha yajna during New moon day and Paurnamasa on Full moon day. ."
72,सावित्राञ् शान्तिहोमांश्च कुर्यात्पर्वसु नित्यशः । पितॄंश्चैवाष्टकास्वर्चेन्नित्यं अन्वष्टकासु च,"A Dvija should always offer on the Parva-days as well as on regular days, oblations to Savitru and Shanti homa; and on the Ashtakas and Anvashtakas, one should worship the forefathers. ."
73,राजतो धनम् अन्विच्छेत्संसीदन्स्नातकः क्षुधा । याज्यान्तेवासिनोर्वापि न त्वन्यत इति स्थितिः,"A Snataka Grhastha who is pining for food, may wish for wealth from a Raja, the Yajamana of a yajna, and a student, but never from those who have abandoned the path of Dharma. This is the prescribed rule in the Dharma shastras. ."
74,न सीदेत्स्नातको विप्रः क्षुधा शक्तः कथं चन । न जीर्णमलवद्वासा भवेच्च विभवे सति,"A Snataka brahmana should never be troubled by any kind of hunger. Nor should one wear old or dirty clothes, even if one does not possess wealth. ."
