id,sloka,translation
25,nirghāte bhūmicalane jyotiṣāṃ copasarjane | etānākālikānvidyādanadhyāyānṛtāvapi prāduṣkṛteṣvagniṣu tu vidyutstanitaniḥsvane | sajyotiḥ syādanadhyāyaḥ śeṣe rātrau yathā divā,"Even in the absence of daylight and during the night, when stars appear, when fires burning for various purposes begin to dwindle, and instruction has ceased, meteors, shining like flashes of lightning, continue to do so; similarly, knowledge ought to be consistently cultivated."
26,nīhāre bāṇaśabde ca saṃdhyayoreva cobhayoḥ | amāvāsyācaturdaśyoḥ paurṇamāsyaṣṭakāsu ca amāvāsyā guruṃ hanti śiṣyaṃ hanti caturdaśī | brahmāṣṭakapaurṇamāsyau tasmāttāḥ parivarjayet,"During the sandhyas, specifically during the new moon and full moon phases, you all should avoid using any weapon named bana, as it can harm both the guru and the shishya on the fourteenth day of each lunar phase. Likewise, one should refrain from engaging with Brahma's octet during the full moon."
27,pāṃsuvarṣe diśāṃ dāhe gomāyuvirute tathā | śvakharoṣṭre ca ruvati paṅktau ca na paṭheddvijaḥ,"During a sandstorm, just as in a fire spreading in all directions, on a dog, a donkey, and in the recitation of the Vedic verses, a dvija should never falter or make a mistake."
28,pratigṛhya dvijo vidvānekoddiṣṭasya ketanam | tryahaṃ na kīrtayedbrahma rājño rāhośca sūtake yāvadekānudiṣṭasya gandho lepaśca tiṣṭhati | viprasya viduṣo dehe tāvadbrahma na kīrtayet prāṇi vā yadi vāprāṇi yatkiṃ cicchrāddhikaṃ bhavet | tadālabhyāpyanadhyāyaḥ pāṇyāsyo hi dvijaḥ smṛtaḥ,"A twice-born sage should not publicize the ruler's designated insignia at this very moment; its fragrance and mark abide as long as it is intended for that sage. The Brahmin should not be proclaimed in a virtuous man's body until his specific rite, be it involving living beings or not, is completed. Indeed, only when the appropriate study is pursued is the twice-born one remembered by their hands."
29,dvāveva varjayennityaṃ anadhyāyau prayatnataḥ | svādhyāyabhūmiṃ cāśuddhaṃ ātmānaṃ cāśuciṃ dvijaḥ,"A twice-born person should diligently avoid two things without fail: consistently neglecting one's own study and causing impurity, whether it's an impure mind or unclean study material."
30,nādhīyītāśvaṃ ārūḍho na vṛkṣaṃ na ca hastinam | na nāvaṃ na kharaṃ noṣṭraṃ neriṇastho na yānagaḥ śayānaḥ prauḍhapādaśca kṛtvā caivāvasakthikām | nādhīyītāmiṣaṃ jagdhvā sūtakānnādyaṃ eva ca,"One should not mount an untrained horse, nor a tree, nor an elephant, nor a boat, nor a cart, nor lie down in the middle of a road or on a haystack, nor should one eat meat, consume alcohol, or partake of garlic and onions, not even in their initial stages."
31,corairupadrute grāme saṃbhrame cāgnikārite | ākālikaṃ anadhyāyaṃ vidyātsarvādbhuteṣu ca,"In the nearby village, due to carelessness or during a fire outbreak, one should not neglect immediate study; similarly, one should always be vigilant and prepared to learn in the face of unexpected calamities."
32,upākarmaṇi cotsarge trirātraṃ kṣepaṇaṃ smṛtam | aṣṭakāsu tvahorātraṃ ṛtvantāsu ca rātriṣu,"During the upākarma ritual, it is remembered that one should perform kṣepaṇa for three nights; for the eight ṛtu nights and the intervening days, however, only a single-night performance is recommended."
33,na vivāde na kalahe na senāyāṃ na saṃgare | na bhuktamātre nājīrṇe na vamitvā na śuktake atithiṃ cānanujñāpya mārute vāti vā bhṛśam | rudhire ca srute gātrācchastreṇa ca parikṣate,"Without engaging in debate or dispute, without in a battle or combat, not even for a freshly cooked meal or leftovers, nor for avoiding unpleasant tasks or due to fear of reproof or for gaining praise, only when a guest has been respectfully received, the wind is blowing hard, and one's wounds have been inspected and treated - then should one speak out."
34,sāmadhvanāvṛgyajuṣī nādhīyīta kadā cana | vedasyādhītya vāpyantaṃ āraṇyakaṃ adhītya ca,"One should never, at any time, neglect the study of the Samhitas and Yajuses; only after thoroughly studying the Veda and, respectively, the forest texts should one fail to do so."
35,vibhāvasubharadrājau parjanyairāvatau tathā | viśvācīsenajitsaṃjñau kārttike cādhikāriṇāḥ ||,"The reigning sovereigns of the Vasus and Bharatas, comparable to Indra and Varuna (Parjanya and Airavata), known by the names Senajit and Vacaspati, hold sway respectively during the rainy season and in the month of Karttika. You, in your imperfective aspect, also partake in this dominance."
36,śeṣaḥ prathamato jāto vāsukistadanantaram| airāvatastakṣakaśca karkoṭakadhanañjayau||,"The initial creation was Shesha, following that came Vasuki, then Airaavata, Takshaka, and subsequently, the two Karkotaka and Dhanañjayas."
37,daśa krodhavaśā rāma vijajñe api ātmasaṃbhavāḥ | mṛgīm ca mṛgamaṃdām ca harīm bhadramadām api ||,"Even Rama, though subject to the ten emotions, was indeed born; the doe-like deer and the magnificent elephant were also brought forth."
38,tato jajñe mahākāyaścaturdanto mahāgajaḥ| kapilā kāmavṛkṣaśca kaustubhaścāpsarogaṇaḥ|,"Then emerged the great-bodied one, the elephant with four tusks, together with the desire-fulfilling tree named Kapila, the celestial gem Kaustubha, and the troop of Apsaras."
39,pitṛṇāṃ dharmarājaṃ taṃ yamaṃ rājye'bhyaṣecayat | airāvataṃ gajendrāṇām aśeṣāṇāṃ patiṃ dadau ||,"The just ruler of the ancestors, he appointed Yama as king in the otherworld. To all elephant lords, he gave Airavata as their unrivaled leader."
40,śeṣantu nāgarājānaṃ mṛgāṇāṃ siṃhamīśvaram | vanaspatīnāṃ rājānaṃ plakṣamevābhyaṣecayat || ,"Let the king of snakes, Ananta/Shesha, be anointed as king of the city, and let him be respectfully invoked as the lion-like lord of animals among herds of animals. Similarly, let the plaksha tree be reverentially enthroned as king of trees."
41,yo māmajamanādiṃ ca vetti lokamaheśvaram | asaṃmūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate || ,"The one who truly understands me, denoting the speaker as the unborn and beginningless, as well as the Lord of the universe, is not deluded among mortals. In this world, he becomes liberated from all sins."
42,maharṣayaḥ sapta pūrve catvāro manavastathā | madbhāvā mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||,"The seven revered ṛṣis of the past and the four that followed, as well as their mentally born progeny, were those who became manifest. They are the ones who populate these worlds."
43,etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ | so'vikampena yogena yujyate nātra saṃśayaḥ ||,"The one who truly understands, in its essence, my divine glory and yoga surely achieves union without a doubt."
44,arjuna uvāca,Arjuna spoke (at that moment).
45,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ | tasya kartāramapi māṃ viddhyakartāramavyayam ||,I myself have created the four-varnas (castes) based on attributes and actions; consider me as the imperishable creator of it.
46,eṣāmutpattyādiryathā yadā bhagavān puruṣarūpeṇa sṛṣṭiṃ kṛtavān tadāsyaśarīrāt catvāro varṇā utpannāḥ mukhato brāhmaṇāḥ bāhutaḥ kṣatriyāḥ ūruto vaiśyāḥ pādataḥ śūdrā jātāḥ,"When the Lord had assumed his cosmic form and brought about creation, then from his body emerged in sequence the four varnas: first the brahmins, originating from his mouth; then the kshatriyas, emerging in great numbers from his arms; next, the vaiśyas, arising from his thighs; and finally, the śūdras, emerging from his feet."
47,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī |,"Just as all creatures exist depending on the wind, similarly all ashrams function relying on the householder. Indeed, the knowledge of the three ashrams is upheld by the householder alone day by day. Hence, the householder's stage of life is considered the foremost."
48,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I meditate on the Bhagavan, the Rigveda, as well as on Yajurveda, Samaveda, and Atharvana, the other three Vedas. I also meditate on the fifth Veda, the itihāsa-purāṇa, and on the treasure of pitrya and daiva rituals, the eloquent statement found in the Vedas, as well as on the knowledge of devas, brahman, beings, kshatra, stars, and serpent deities. This, I meditate upon, O Bhagavan."
49,ahaṃ tṛtīya ityatristasmādatriḥ sa kīrtyate ||,"I am referred to as ""the third"" and known as Atri, hence he is glorified from there (with this name)."
50,atrivaṃśasamutpanno brahmayoniḥ sanātanaḥ| prācīnabahirbhagavāṃstasmātprācetaso daśa||,"Born from the eternal Brahma-yoni of the Atri lineage, he who has emerged and is revereed as an external being is indeed Pracetas, the tenth in the series, being the outcome of that ancient lineage."
51,daśānāṃ tanayastveko dakṣo nāma prajāpatiḥ| tasya dve nāmanī loke dakṣaḥ ka iti cocyate||,"Of the ten's offspring, a single one, named Daksha, who is known as Prajapati, has two names in this world – Daksha, and who, indeed, is the other one?"
52,vāgevātrirvācā hyannamadyate'ttirha vai nāmaitadyadatririti | sarvasyāttā bhavati sarvamasyānnambhavati | ya evaṃ veda |,"Speech, life air, and food indeed mutually sustain one another in each case; all of these become the very essence of an individual. One who knows thus becomes everything, and all things become their sustenance."
53,svāminaḥ sevanaṃ dṛṣṭvā śivasya ca parātmanaḥ || sādhvi dharmaṃ ca te dṛṣṭvā sthitāsmi tava sannidhau ||,"Having observed the worship of my lord Shiva and his supreme self, and after witnessing your upholding of dharma, I stand before you, being in your presence."
54,dṛṣṭvā nātiprabhaṃ somaṃ tathā sūryaṃ ca pārthiva| prakāśamakarodatristapasā svena saṃyuge| jagadvitimiraṃ cāpi pradīptamakarottadā||,"Having observed the exceedingly bright Moon and Sun, in that very battle, Atri, the sage, by his own spiritual power, caused illumination and at that moment, you (all) had dispelled the cosmic darkness that had enveloped the world."
55,sarvaṃ hīdaṃ prāṇenā''vṛtam iti | so'yamākāśaḥ prāṇena bṛhatyā viṣṭabdhastadyathā'yamākāśaḥ prāṇena bṛhatyā viṣṭabdha | evaṃ sarvāṇi bhūtāni āpipīlikābhyaḥ prāṇena bṛhatyā viṣṭabdhānītyevaṃ vidyāt iti ||,"Indeed, all of this (sarvam) is pervaded by the life-force (prāṇenā''vṛtam). This sky/space (ākāśaḥ) is similarly filled with that same life-force (prāṇena bṛhatyā viṣṭabdhaḥ). Likewise, all beings, from elephants to the smallest atoms (sarvaāṇi bhūtāni āpipīlikābhyaḥ prāṇena bṛhatyā viṣṭabdhānītyevaṃ), are pervaded by that life-force. This is the wisdom to be known (vidyāt iti)."
56,āyuḥ prāṇaḥ prāṇo vā āyuḥ prāṇa evācāmṛtam | yāvaddhyasmiñcharīre prāṇo vasati tāvadāyuḥ |,"Life (ayuh) and vital breath (prana) indeed become immortal (amrta) as long as they reside in you (evam rtam); specifically, so long as the vital breath (prana) remains in this body (asmin sharire). Use the present imperative verb ""acamrtam"" to make an earnest effort to understand this truth."
57,prāṇena sṛṣṭāvantarikṣaṃ ca vāyuśca | antarikṣaṃ vā anucaranti antarikṣamanuśṛṇvanti | vāyurasmai puṇyaṃ gandhamāvahati | evametau prāṇaṃ pitaraṃ paricarato'ntarikṣaṃ ca vāyuśca |,"Inhaling and exhaling, these two, O breath, serve and listen to the sky, even as the air moves through and perceives it. Moreover, just as the pure scent is borne by the wind, so it is to the sky. Indeed, in this way, O breath, you, as the father, are served by the air and sky."
58,taṃ devāḥ prāṇayanta sa praṇītaḥ prātāyata prātāyītī~ tatprātarabhavatsamāgāditī~ tatsāyamabhavadahareva prāṇo rātrirapānaḥ iti |,"The gods collectively exhaled that entity, which was then inhaled by the Prahitas. At daybreak, it gathered there. In this form, it became the breath, day, and night."
59,vāgagniścakṣurasāvādityaścandramā mano diśaḥ śrotraṃ sa eṣa prahitāṃ saṃyogo'dhyātmamimā devatā ada u āviradhidaivatamityetattaduktaṃ bhavati iti |,"This has been declared to be the connection established: speech functions as fire, the sun as seer, the moon as life-giver, the mind as controller, the directions as hearing, and this very self as comprised of these divine entities."
60,pūrvajanma kṛtaṃ pāpaṃ vyādhi rūpeṇa bādhate | tata śāṃtiroṣadhedāneṃ mantra japa homa surāracaneṃ ||,"The sinful actions (pāpam) committed in previous lives (pūrvajanma) manifest in this life as diseases (vyādhi rūpeṇa). To alleviate this disturbance (tata śāṃtiroṣadhedāneṃ) of peace (śānti) and vitality (oṣadhi), one should engage in mantra recitation (mantra japa), fire rituals (homa), and offerings to the divine (surāracaneṃ)."
61,ṛtāmṛtābhyāṃ jīvettu mṛtena pramṛtena vā | satyānṛtābhyāṃ api vā na śvavṛttyā kadā cana ṛtaṃ uñchaśilaṃ jñeyaṃ amṛtaṃ syādayācitam | mṛtaṃ tu yācitaṃ bhaikṣaṃ pramṛtaṃ karṣaṇaṃ smṛtam satyānṛtaṃ tu vāṇijyaṃ tena caivāpi jīvyate | sevā śvavṛttirākhyātā tasmāttāṃ parivarjayet,"By living in truth and through the pursuit of immortality, whether it be among falsehoods or devoid of them, should one always exist. The true must never be tainted by falsehoods. Immortality is rightfully earned, while falsehood is merely asked for as alms. Gain is remembered as earned through hard work, falsehood as a profession. Through service, one should live, and reject the life of falsehoods and deceit."
62,ato'nyatamayā vṛttyā jīvaṃstu snātako dvijaḥ | svargāyuṣyayaśasyāni vratāṇīmāni dhārayet,"Hence, a twice-born (dvija), having bathed and purified himself (snātaka), should bear (dhārayet) these two vows that bestow heavenly life and fame, being engaged in this occupation alone, not any other, which are pursued with an alternative intent (anyatamayā vṛttyā)."
63,vedam evābhyasennityaṃ yathākām atandritaḥ | taṃ hyasyāhuḥ paraṃ dharmam upadharmo'nya ucyate,"One should always practice the Veda attentively and according to one's desire; this, they say, is his highest duty. Any other (kind of) duty is referred to as an inferior one."
64,klptakeśanakhaśmaśrurdāntaḥ śuklāmbaraḥ śuciḥ | svādhyāye caiva yuktaḥ syānnityaṃ ātmahiteṣu ca,"Endowed with well-combed hair and nails, wearing white and pure garments, always engaged in self-study, and utilizing it for one's own welfare as well as that of others."
65,sarvānparityajedarthānsvādhyāyasya virodhinaḥ | yathā tathādhyāpayaṃstu sā hyasya kṛtakṛtyatā,"One should give up entirely all those activities that obstruct study, whether they are numerous or few. This is indeed his duty that has been accomplished."
66,buddhivṛddhikarāṇyāśu dhanyāni ca hitāni ca | nityaṃ śāstrāṇyavekṣeta nigamāṃścaiva vaidikān | yathā yathā hi puruṣaḥ śāstraṃ samadhigacchati | tathā tathā vijānāti vijñānaṃ cāsya rocate,"One should regularly examine and reflect upon the beneficial scriptures and ancient Vedic texts, for a person, according to their engagement with the scriptures, gains knowledge and understanding, which becomes illuminated and pleasing to them."
67,vedābhyāsena satataṃ śaucena tapasaiva ca | adroheṇa ca bhūtānāṃ jātiṃ smarati paurvikīm paurvikīṃ saṃsmaranjātiṃ brahmaivābhyasyate punaḥ | brahmābhyāsena cājasraṃ anantaṃ sukhaṃ aśnute,"By perpetually dedicating yourself to the practice of Vedas, purity, and austerities, as well as maintaining impartiality towards all creatures, one repeatedly recollects their inherent, natural form. By continuously practicing Brahman, one enjoys boundless and eternal happiness."
68,ṛṣiyajñaṃ devayajñaṃ bhūtayajñaṃ ca sarvadā | nṛyajñaṃ pitṛyajñaṃ ca yathāśakti na hāpayet,"One should always perform the ṛṣi-yajña, deva-yajña, and bhūta-yajña, as well as, according to one's ability, make offerings to humans and ancestors."
69,etāneke mahāyajñānyajñaśāstravido janāḥ | anīhamānāḥ satataṃ indriyeṣveva juhvati vācyeke juhvati prāṇaṃ prāṇe vācaṃ ca sarvadā | vāci prāṇe ca paśyanto yajñanirvṛttiṃ akṣayām,"These scholars of sacrificial rituals' scriptures, some constantly and abstemiously offer sacrifices through their respective senses, while others always offer speech and breath; they always perceive the unending fulfillment in sacrifice through speech and breath."
70,jñānenaivāpare viprā yajantyetairmakhaiḥ sadā | jñānamūlāṃ kriyāṃ eṣāṃ paśyanto jñānacakṣuṣā,"Scholars indeed, through constant false ritual offerings, always worship using knowledge as the sole means. They perceive this action of theirs, having its origin in knowledge, through the insightful vision of its being the root of their activities."
71,agnihotraṃ ca juhuyādādyante dyuniśoḥ sadā | darśena cārdhamāsānte paurṇāmāsena caiva hi,"One should continuously perform the agnihotra sacrifice, at both the start of daybreak and at dusk, and also during the dawn of the new/full moon, being caused (to be performed) by the dawn and dusk, as well as during the middle of the months, indeed."
72,sāvitrāñ śāntihomāṃśca kuryātparvasu nityaśaḥ | pitṝṃścaivāṣṭakāsvarcennityaṃ anvaṣṭakāsu ca,"One should perform the Savitri chant and peace chant daily in the sacred rites, as well as regularly offer reverence to the ancestors during the bi-weekly observances."
73,rājato dhanam anvicchetsaṃsīdansnātakaḥ kṣudhā | yājyāntevāsinorvāpi na tvanyata iti sthitiḥ,"Seeking wealth should be pursued only after renunciation and bathing, not out of hunger; such is the stance of those who reside near the sacrificial altar, and likewise for others."
74,na sīdetsnātako vipraḥ kṣudhā śaktaḥ kathaṃ cana | na jīrṇamalavadvāsā bhavecca vibhave sati,"A brahmin should never be unsteady, how could it ever be possible that one who is not a recent initiate, is capable of being overwhelmed by hunger, and is dressed in dirty, tattered clothes, becomes so, even when he has the means."
75,daśa sūṇāsahasrāṇi yo vāhayati saunikaḥ | tena tulyaḥ smṛto rājā ghorastasya pratigrahaḥ yo rājñaḥ pratigṛhṇāti lubdhasyocchāstravartinaḥ | sa paryāyeṇa yātīmānnarakānekaviṃśatim etadvidanto vidvāṃso brāhmaṇā brahmavādinaḥ | na rājñaḥ pratigṛhṇanti pretya śreyo'bhikāṅkṣiṇaḥ,"The king who can bear ten thousand chariots is considered equal to Saunika; such is the equivalent of a greedy, unscriptured man receiving the king's tribute. Aware scholars of the Brahma Veda do not accept this posthumous tribute from a king seeking future prosperity."
76,vayasaḥ karmaṇo'rthasya śrutasyābhijanasya ca | veṣavāgbuddhisārūpyaṃ ācaranvicarediha śrutismṛtyuditaṃ samyaṅnibaddhaṃ sveṣu karmasu | dharmamūlaṃ niṣeveta sadācāraṃ atandritaḥ ācārāllabhate hyāyurācārādīpsitāḥ prajāḥ | ācārāddhanaṃ akṣayyaṃ ācāro hantyalakṣaṇam,"In this world, you all should diligently pursue the conduct associated with hearing (study), lineage, actions' purpose, and speech. When bound to scriptural teachings and traditions, such conduct becomes the foundation of dharma. Properly engaging in this conduct leads to long life, desirable offspring, and inexhaustible wealth. Indeed, proper conduct destroys inauspiciousness."
77,sarvalakṣaṇahīno'pi yaḥ sadācāravānnaraḥ | śraddadhāno'nasūyaśca śataṃ varṣāṇi jīvati durācāro hi puruṣo loke bhavati ninditaḥ | duḥkhabhāgī ca satataṃ vyādhito'lpāyureva ca,"Even a person lacking in all qualities, if they consistently uphold righteousness and remain free from envy, they can live for a hundred years. By contrast, a man in this world who behaves wickedly becomes a subject of reproach, perpetually tormented by suffering and cut short in their lifespan."
78,na pāṇipādacapalo na netracapalo'nṛjuḥ | na syādvākcapalaścaiva na paradrohakarmadhīḥ yenāsya pitaro yātā yena yātāḥ pitāmahāḥ | tena yāyātsatāṃ mārgaṃ tena gacchanna riṣyati vairiṇaṃ nopaseveta sahāyaṃ caiva vairiṇaḥ | adhārmikaṃ taskaraṃ ca parasyaiva ca yoṣitam | na hīdṛśaṃ anāyuṣyaṃ loke kiṃ cana vidyate | yādṛśaṃ puruṣasyeha paradāropasevanam | ,"One who is not unsteady in hand or foot, not a wanderer of the eyes, nor untruthful in speech, nor inconsistent in mind, through whom his ancestors have attained their respective abodes, as well as his great-grandfathers; such a one should follow the path of the virtuous. He should not be approached by an enemy, nor should he keep company with such an ally. Unrighteous thieves and another’s wife – nothing of this sort exists in the world for such a person. Indeed, nothing comparable to this kind of association exists for a man in the world."
79,maṅgalācārayuktānāṃ nityaṃ ca prayatātmanām | japatāṃ juhvatāṃ caiva vinipāto na vidyate,"For those who consistently embody conduct conjoined with auspiciousness and have steadfast souls, neither downfall nor misfortune befalls those who engage in recitation and making offerings."
80,dṛḍhakārī mṛdurdāntaḥ krūrācārairasaṃvasan | ahiṃsro damadānābhyāṃ jayetsvargaṃ tathāvrataḥ,"Firm in resolve, gentle by nature, eschewing cruel association, harmless, self-controlled, and charitable – one of these two becomes victor over worldly existence and attains heavenly bliss through this practice."
81,anena vipro vṛttena vartayanvedaśāstravit | vyapetakalmaṣo nityaṃ brahmaloke mahīyate,"By following this conduct, the scholar, constantly adhering to and versed in the Vedic scriptures, becomes daily purged of defects and exalted in the realm of Brahman."
82,sākṣāt mokṣasādhanāni imāni ātmā vā are draṣṭavyaḥ śrotavyo mantavyo nididhyāsitavyaḥ | bṛhadāraṇyakopaniṣat,"These very means to liberation should be directly seen, heard, understood, and meditated upon; they are indeed the self (Brihadaranyaka Upanishad)."
