id,sloka,translation
20,sa yatsāyamastamite dve'āhutī juhoti | tadetābhyāṃ pūrvābhyāṃ padbhyāmetasminmṛtyau pratitiṣṭhattyatha yatprātaranudite dve'āhutī juhoti tadetābhyāmaparābhyāṃ padbhyāmetasminmṛtyau pratitiṣṭhati sa'enameṣa'udyannevā''dāyodeti tadetaṃ mṛtyumatimucyate,"The one who offers, at both dawn and dusk, two oblations on this very (same) fire altar, and at the time of death establishes himself with the previous (first) two steps of the feet - similarly, the one who, at both dawn and dusk, offers two oblations on that (other) fire altar, and at the time of death establishes himself with the subsequent (last) two steps of the feet - it is he who, in this very waking state, is said to be liberated from death."
21,tadyatheṣīkātūlamagnau protaṃ pradūyetaiv~ hāsya sarve pāpmānaḥ pradūyante ya etadevaṃ vidvānagnihotraṃ juhoti ||,"Who, understanding this, kindles the domestic fire with dry sticks and causes it to blaze up, him all sinful men condemn."
22,vasanti prāṇino yatra |,Where dwell the living beings.
23,karṇaśrave'nile rātrau divā pāṃsusamūhane | etau varṣāsvanadhyāyāvadhyāyajñāḥ pracakṣate,"During the night when Karna is engaged in listening to stories and during the day when he is involved in the sprinkling of water for rituals, these two activities are considered as his religious studies and sacrifices."
24,vidyutstanitavarṣeṣu maholkānāṃ ca saṃplave | ākālikam anadhyām eteṣu manurabravīt etāṃstvabhyuditānvidyādyadā prāduṣkṛtāgniṣu | tadā vidyādanadhyāyam anṛtau cābhradarśane,"To Manu, this knowledge should be repeatedly studied during the convergence of great stars and thunderbolt-like lightning in the rainy season, and also when fires are extinguished or at an inappropriate time for study, as well as during the sighting of a lunar or solar eclipse."
25,nirghāte bhūmicalane jyotiṣāṃ copasarjane | etānākālikānvidyādanadhyāyānṛtāvapi prāduṣkṛteṣvagniṣu tu vidyutstanitaniḥsvane | sajyotiḥ syādanadhyāyaḥ śeṣe rātrau yathā divā,"Even during daytime, just as light is present, even when fires with studied ignorance are ignited and extinguished throughout the night in the activities of cleaning the ground and tending to the stars, so too should one engage in the study of knowledge."
26,nīhāre bāṇaśabde ca saṃdhyayoreva cobhayoḥ | amāvāsyācaturdaśyoḥ paurṇamāsyaṣṭakāsu ca amāvāsyā guruṃ hanti śiṣyaṃ hanti caturdaśī | brahmāṣṭakapaurṇamāsyau tasmāttāḥ parivarjayet,"During the dusk and dawn twilights, as well as on the thirteenth day of the new moon and eighth day after the full moon , and during both Brahma and Paurṇamāsya periods, one should avoid shooting arrows or making similar noises because it can harm both the planet Jupiter and the learner ."
27,pāṃsuvarṣe diśāṃ dāhe gomāyuvirute tathā | śvakharoṣṭre ca ruvati paṅktau ca na paṭheddvijaḥ,"In a shower of dust and fire blazing in all directions, if a twice-born person sees the likeness of pus in a wound or of urine on grass, he should not recoil."
28,pratigṛhya dvijo vidvānekoddiṣṭasya ketanam | tryahaṃ na kīrtayedbrahma rājño rāhośca sūtake yāvadekānudiṣṭasya gandho lepaśca tiṣṭhati | viprasya viduṣo dehe tāvadbrahma na kīrtayet prāṇi vā yadi vāprāṇi yatkiṃ cicchrāddhikaṃ bhavet | tadālabhyāpyanadhyāyaḥ pāṇyāsyo hi dvijaḥ smṛtaḥ,"A learned and initiated person should not publicly declare the specific time of the eclipse of the sun, moon, or a star until it is generally visible. The scent and mark of a Brahmin, scholar or not, persist as long as any ritual impurity lasts. A twice-born is remembered as one who recites the scriptures if he performs any additional ritualistic act, whether involving living beings or not."
29,dvāveva varjayennityaṃ anadhyāyau prayatnataḥ | svādhyāyabhūmiṃ cāśuddhaṃ ātmānaṃ cāśuciṃ dvijaḥ,"A twice-born (dvija) should carefully avoid not studying and teaching at proper times, as well as impure scriptural texts and an unclean self."
30,nādhīyītāśvaṃ ārūḍho na vṛkṣaṃ na ca hastinam | na nāvaṃ na kharaṃ noṣṭraṃ neriṇastho na yānagaḥ śayānaḥ prauḍhapādaśca kṛtvā caivāvasakthikām | nādhīyītāmiṣaṃ jagdhvā sūtakānnādyaṃ eva ca,"Shouldn't one mount a horse, tree, elephant, boat, cart, or buffalo, nor sit down on a low seat or a cushioned seat, nor eat meat, garlic, or onions."
31,corairupadrute grāme saṃbhrame cāgnikārite | ākālikaṃ anadhyāyaṃ vidyātsarvādbhuteṣu ca,"In the village, where there are no thieves, no fear of fires, and in times of emergencies; also, when faced with extraordinary phenomena, there is no need for hasty or immediate study."
32,upākarmaṇi cotsarge trirātraṃ kṣepaṇaṃ smṛtam | aṣṭakāsu tvahorātraṃ ṛtvantāsu ca rātriṣu,"In the Upakarma ceremony, (it is remembered that) there should be three-day abstention; during the eight days of the fortnight and in the nights of the ritviks, (there should be) only one day's abstention."
33,na vivāde na kalahe na senāyāṃ na saṃgare | na bhuktamātre nājīrṇe na vamitvā na śuktake atithiṃ cānanujñāpya mārute vāti vā bhṛśam | rudhire ca srute gātrācchastreṇa ca parikṣate,"Not in a debate, not in a fight, nor in an army or battle; neither after eating a meal nor when unwell; not due to laziness or being occupied; and not even during the blowing wind or in the presence of bloodshed and noise - one should accept and serve a guest."
34,sāmadhvanāvṛgyajuṣī nādhīyīta kadā cana | vedasyādhītya vāpyantaṃ āraṇyakaṃ adhītya ca,"One should never miss practicing concordant recitation; nor studying the Vedas and Upanishads, even for a moment."
35,vibhāvasubharadrājau parjanyairāvatau tathā | viśvācīsenajitsaṃjñau kārttike cādhikāriṇāḥ ||,"The two rain-filled clouds, Bhibhāvasu and Ubhарarāja, along with Indra, the conqueror of all, are the rightful claimants to the rains in the month of Kārttika."
36,śeṣaḥ prathamato jāto vāsukistadanantaram| airāvatastakṣakaśca karkoṭakadhanañjayau||,"The one who was born first as Śeṣa, then as Vāsuki, and later as Airāvata, Karkoṭaka, and Dhanañjaya."
37,daśa krodhavaśā rāma vijajñe api ātmasaṃbhavāḥ | mṛgīm ca mṛgamaṃdām ca harīm bhadramadām api ||,"Rama recognized ten rulers who were under the control of anger, as well as the deer and the elephant named Bhadra."
38,tato jajñe mahākāyaścaturdanto mahāgajaḥ| kapilā kāmavṛkṣaśca kaustubhaścāpsarogaṇaḥ|,"Then was born the huge-bodied, four-tusked elephant, Mahakaya, along with the wish-fulfilling tree Kapila, the Kaustubha gem, and the Apsara hordes."
39,pitṛṇāṃ dharmarājaṃ taṃ yamaṃ rājye'bhyaṣecayat | airāvataṃ gajendrāṇām aśeṣāṇāṃ patiṃ dadau ||,"The king of the fathers, Yamaraja, was consecrated in kingship. He gave Airavata to all elephants as their lord."
40,śeṣantu nāgarājānaṃ mṛgāṇāṃ siṃhamīśvaram | vanaspatīnāṃ rājānaṃ plakṣamevābhyaṣecayat || ,"Let the king of serpents, the lord of the forests' rulers, namely Lord Plaksha, anoint (the new king of animals) after the departure of the previous one (the old king of animals)."
41,yo māmajamanādiṃ ca vetti lokamaheśvaram | asaṃmūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate || ,"The one who recognizes me as the origin of all and the supreme lord of the world, they become disillusioned in the mortal world and are freed from all sins."
42,maharṣayaḥ sapta pūrve catvāro manavastathā | madbhāvā mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||,"The seven great sages and four human ones, who were born from my mind, are the progenitors of this world."
43,etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ | so'vikampena yogena yujyate nātra saṃśayaḥ ||,"One who truly understands my majesty and yoga, they can be united with me through a steady practice, of this there is no doubt."
44,arjuna uvāca,"Arjuna said,..."
45,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ | tasya kartāramapi māṃ viddhyakartāramavyayam ||,The four-class division was created by me according to qualities and actions; know me to be its non-transitory creator.
46,eṣāmutpattyādiryathā yadā bhagavān puruṣarūpeṇa sṛṣṭiṃ kṛtavān tadāsyaśarīrāt catvāro varṇā utpannāḥ mukhato brāhmaṇāḥ bāhutaḥ kṣatriyāḥ ūruto vaiśyāḥ pādataḥ śūdrā jātāḥ,"When the Lord in his cosmic form created the universe, four social classes emerged from his body: Brahmins from his face, Kshatriyas from his arms, Vaishyas from his thighs, and Shudras from his feet."
47,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī |,"Just as all creatures in the world depend on the wind for existence, similarly, all the other three ashrams (stages of life) depend on the householder's stage for their survival. Indeed, the knowledge and wisdom required to sustain the other three stages come from the householder ashram. Therefore, the householder's stage is considered the highest amongst them."
48,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I meditate on the four Vedas, namely Rigveda, Yajurveda, Samaveda, and Atharvana Veda, as well as on Ithasa-Purana (epics and legendry tales), the fifth limb of the Vedas. I also meditate on the knowledge of pitrs (ancestors), divine sciences, sacred scriptures, arts, astronomy, astrology, and serpent worship."
49,ahaṃ tṛtīya ityatristasmādatriḥ sa kīrtyate ||,"I am referred to as ""the third"" in the sacred texts, therefore I am called ""Atri."""
50,atrivaṃśasamutpanno brahmayoniḥ sanātanaḥ| prācīnabahirbhagavāṃstasmātprācetaso daśa||,"Born from the eternal Brahma's portion, Atri, possessing divine brilliance on both sides, he is known as Prācetas."
51,daśānāṃ tanayastveko dakṣo nāma prajāpatiḥ| tasya dve nāmanī loke dakṣaḥ ka iti cocyate||,"The son of Dasa is named Daksha. In the world, he is known by two names: Daksha and who is that?"
52,vāgevātrirvācā hyannamadyate'ttirha vai nāmaitadyadatririti | sarvasyāttā bhavati sarvamasyānnambhavati | ya evaṃ veda |,"The power of speech (Vak) is verily Atri, and the name is its dwelling place; that indeed becomes the self of all; all this arises from the named. One who understands this so."
53,svāminaḥ sevanaṃ dṛṣṭvā śivasya ca parātmanaḥ || sādhvi dharmaṃ ca te dṛṣṭvā sthitāsmi tava sannidhau ||,"Having seen your servant behavior towards the divine master Shiva, and having seen your adherence to proper conduct, I have come to be in your presence."
54,dṛṣṭvā nātiprabhaṃ somaṃ tathā sūryaṃ ca pārthiva| prakāśamakarodatristapasā svena saṃyuge| jagadvitimiraṃ cāpi pradīptamakarottadā||,"Having seen the non-pareil splendor of Soma and the sun, O king, in his own battle, he illuminated the entire world like a blazing fire, dispelling the darkness."
55,sarvaṃ hīdaṃ prāṇenā''vṛtam iti | so'yamākāśaḥ prāṇena bṛhatyā viṣṭabdhastadyathā'yamākāśaḥ prāṇena bṛhatyā viṣṭabdha | evaṃ sarvāṇi bhūtāni āpipīlikābhyaḥ prāṇena bṛhatyā viṣṭabdhānītyevaṃ vidyāt iti ||,"Everything in this world is pervaded by the life-force; this space, for instance, is pervaded by a great life-force just as this space is pervaded by a great life-force. Similarly, all beings, from elephants to insects, are pervaded by that same life-force. This is how one should understand."
56,āyuḥ prāṇaḥ prāṇo vā āyuḥ prāṇa evācāmṛtam | yāvaddhyasmiñcharīre prāṇo vasati tāvadāyuḥ |,"Life and vital breath are the same, or rather, life is nothing but the vital breath. As long as the vital breath remains in this body, so long one has life."
57,prāṇena sṛṣṭāvantarikṣaṃ ca vāyuśca | antarikṣaṃ vā anucaranti antarikṣamanuśṛṇvanti | vāyurasmai puṇyaṃ gandhamāvahati | evametau prāṇaṃ pitaraṃ paricarato'ntarikṣaṃ ca vāyuśca |,"Just as the atmosphere and air move in and listen to the atmosphere, and the fragrant smoke rises toward the air, similarly, the vital breath (prana) serves and moves in the atmosphere."
58,taṃ devāḥ prāṇayanta sa praṇītaḥ prātāyata prātāyītī~ tatprātarabhavatsamāgāditī~ tatsāyamabhavadahareva prāṇo rātrirapānaḥ iti |,"Then the gods breathed deeply; at dawn they were filled with life. At that very moment, their arrival was announced. Such is the breath that becomes day and night in turn."
59,vāgagniścakṣurasāvādityaścandramā mano diśaḥ śrotraṃ sa eṣa prahitāṃ saṃyogo'dhyātmamimā devatā ada u āviradhidaivatamityetattaduktaṃ bhavati iti |,"This is the established union of speech (vāk) with fire (agni), sight with the sun, taste with the moon, smell with the wind, touch with the directions, and hearing with space. This, indeed, is declared to be the divine aspect within (adhyatma) that has manifested."
60,pūrvajanma kṛtaṃ pāpaṃ vyādhi rūpeṇa bādhate | tata śāṃtiroṣadhedāneṃ mantra japa homa surāracaneṃ ||,"The past karma of a previous birth manifests as disease. It can be pacified through the means of mantra recitation, fire rituals, and offerings to the divine."
61,ṛtāmṛtābhyāṃ jīvettu mṛtena pramṛtena vā | satyānṛtābhyāṃ api vā na śvavṛttyā kadā cana ṛtaṃ uñchaśilaṃ jñeyaṃ amṛtaṃ syādayācitam | mṛtaṃ tu yācitaṃ bhaikṣaṃ pramṛtaṃ karṣaṇaṃ smṛtam satyānṛtaṃ tu vāṇijyaṃ tena caivāpi jīvyate | sevā śvavṛttirākhyātā tasmāttāṃ parivarjayet,"Living either by truth or falsehood, one should always choose the path of righteousness and never adopt the livelihood of a beggar. The purest form of truth, mixed with a little falsehood, is to be considered as nectar, while mere truth bereft of any mixture is to be known as the ordinary. On the other hand, falsehood mixed with truth is referred to as merchandising, and that is how one should earn their living. Serving others is known as begging, hence, one must abandon it."
62,ato'nyatamayā vṛttyā jīvaṃstu snātako dvijaḥ | svargāyuṣyayaśasyāni vratāṇīmāni dhārayet,"Therefore, a twice-born (dvija) who has undergone the initiation ceremony should only engage in activities that lead to higher goals and should follow these sacred vows, which ensure a long life and good reputation, leading ultimately to heaven."
63,vedam evābhyasennityaṃ yathākām atandritaḥ | taṃ hyasyāhuḥ paraṃ dharmam upadharmo'nya ucyate,"One should practice the Vedas regularly and without getting tired, as much as one desires. For, they declare that this is the supreme religion, and anything else is called irreligious."
64,klptakeśanakhaśmaśrurdāntaḥ śuklāmbaraḥ śuciḥ | svādhyāye caiva yuktaḥ syānnityaṃ ātmahiteṣu ca,"Wearing white garments, pure, always engaged in self-study and daily duties of giving to oneself."
65,sarvānparityajedarthānsvādhyāyasya virodhinaḥ | yathā tathādhyāpayaṃstu sā hyasya kṛtakṛtyatā,"Give up all other engagements that hinder study, and engage in studying as prescribed. This is his (a student's) duty to be done."
66,buddhivṛddhikarāṇyāśu dhanyāni ca hitāni ca | nityaṃ śāstrāṇyavekṣeta nigamāṃścaiva vaidikān | yathā yathā hi puruṣaḥ śāstraṃ samadhigacchati | tathā tathā vijānāti vijñānaṃ cāsya rocate,"The abundant blessings and auspicious knowledge in the scriptures, both secular and Vedic, should always be studied. For as a person gains mastery over the scriptures, so do they gradually understand and find delight in true knowledge."
67,vedābhyāsena satataṃ śaucena tapasaiva ca | adroheṇa ca bhūtānāṃ jātiṃ smarati paurvikīm paurvikīṃ saṃsmaranjātiṃ brahmaivābhyasyate punaḥ | brahmābhyāsena cājasraṃ anantaṃ sukhaṃ aśnute,"Through constant practice of the Vedas, purification, and penance, as well as by being impartial towards all beings, one recalls their ancestral caste. Through uninterrupted practice of Brahman, immense and eternal bliss is experienced."
68,ṛṣiyajñaṃ devayajñaṃ bhūtayajñaṃ ca sarvadā | nṛyajñaṃ pitṛyajñaṃ ca yathāśakti na hāpayet,"One should always perform the Ṛṣiyajña (worship of sages), Devayajña ( worship of deities), Bhūtayajña (worship of living beings), Nṛyajña (worship of humans) and Pitṛyajña (worship of ancestors) to the best of one's ability."
69,etāneke mahāyajñānyajñaśāstravido janāḥ | anīhamānāḥ satataṃ indriyeṣveva juhvati vācyeke juhvati prāṇaṃ prāṇe vācaṃ ca sarvadā | vāci prāṇe ca paśyanto yajñanirvṛttiṃ akṣayām,"These scholars of sacrificial scriptures know many great sacrifices; some constantly offer ablations in the senses, while others in words and life-breath; perceiving through word and life-breath the unending yield of the sacrifice."
70,jñānenaivāpare viprā yajantyetairmakhaiḥ sadā | jñānamūlāṃ kriyāṃ eṣāṃ paśyanto jñānacakṣuṣā,"Priests solely worship [the gods] with knowledge, not with mechanical rites, for they understand that knowledge is the root of their actions."
71,agnihotraṃ ca juhuyādādyante dyuniśoḥ sadā | darśena cārdhamāsānte paurṇāmāsena caiva hi,"One should perform the agnihotra sacrifice at both the beginning and end of the day, as well as during the half-monthly darsha and full moon paurnamasa rituals."
72,sāvitrāñ śāntihomāṃśca kuryātparvasu nityaśaḥ | pitṝṃścaivāṣṭakāsvarcennityaṃ anvaṣṭakāsu ca,One should perform the Savitra and peace chants daily in the morning and also offer eight handfuls of water to ancestors regularly.
73,rājato dhanam anvicchetsaṃsīdansnātakaḥ kṣudhā | yājyāntevāsinorvāpi na tvanyata iti sthitiḥ,"The one who seeks wealth should behave like a king, be self-satisfied, and have eaten enough; even in the context of performing a sacrifice, there is no need to seek (wealth) from elsewhere."
74,na sīdetsnātako vipraḥ kṣudhā śaktaḥ kathaṃ cana | na jīrṇamalavadvāsā bhavecca vibhave sati,"A naked brahmin, incapacitated by hunger, will never become unclean with dirty clothes, not even if he has the means."
75,daśa sūṇāsahasrāṇi yo vāhayati saunikaḥ | tena tulyaḥ smṛto rājā ghorastasya pratigrahaḥ yo rājñaḥ pratigṛhṇāti lubdhasyocchāstravartinaḥ | sa paryāyeṇa yātīmānnarakānekaviṃśatim etadvidanto vidvāṃso brāhmaṇā brahmavādinaḥ | na rājñaḥ pratigṛhṇanti pretya śreyo'bhikāṅkṣiṇaḥ,"The king who can bear the load of ten thousand elephants, similar to King Saunika, is considered equal. One who greedily accepts a gift from"
76,vayasaḥ karmaṇo'rthasya śrutasyābhijanasya ca | veṣavāgbuddhisārūpyaṃ ācaranvicarediha śrutismṛtyuditaṃ samyaṅnibaddhaṃ sveṣu karmasu | dharmamūlaṃ niṣeveta sadācāraṃ atandritaḥ ācārāllabhate hyāyurācārādīpsitāḥ prajāḥ | ācārāddhanaṃ akṣayyaṃ ācāro hantyalakṣaṇam,"One should diligently follow the conduct that is the root of dharma, firmly bound by the guidelines of scripture and tradition regarding the purpose of actions, lineage, hearing, and knowledge. For, proper conduct leads to longevity and desired progeny, and it is the infallible wealth and marker of one's excellence."
77,sarvalakṣaṇahīno'pi yaḥ sadācāravānnaraḥ | śraddadhāno'nasūyaśca śataṃ varṣāṇi jīvati durācāro hi puruṣo loke bhavati ninditaḥ | duḥkhabhāgī ca satataṃ vyādhito'lpāyureva ca,"Even a person devoid of all noble qualities, but who is always virtuous, faithful, and free from envy, lives for a hundred years. But an unvirtuous person becomes notorious in society, constantly unfortunate, and afflicted with diseases throughout their short life."
78,na pāṇipādacapalo na netracapalo'nṛjuḥ | na syādvākcapalaścaiva na paradrohakarmadhīḥ yenāsya pitaro yātā yena yātāḥ pitāmahāḥ | tena yāyātsatāṃ mārgaṃ tena gacchanna riṣyati vairiṇaṃ nopaseveta sahāyaṃ caiva vairiṇaḥ | adhārmikaṃ taskaraṃ ca parasyaiva ca yoṣitam | na hīdṛśaṃ anāyuṣyaṃ loke kiṃ cana vidyate | yādṛśaṃ puruṣasyeha paradāropasevanam | ,"One who is not a thief, no transgressor against Dharma, who does not covet another's wife, and who has neither unsteady hands nor unsteady feet, eyes, or speech; one whose father and forefathers have departed by his proper path, and who treads in their footsteps; such a person should be one's path. One should not associate with the wicked or make friends with them, nor should one serve those who are evil-doers, thieves, or those who cause harm to others. There is nothing in this world so transient and perishable as this kind of association with the wicked. This is the kind of association that a person should have with others."
79,maṅgalācārayuktānāṃ nityaṃ ca prayatātmanām | japatāṃ juhvatāṃ caiva vinipāto na vidyate,"For those who are always engaged in reciting auspicious mantras and performing rituals with a focused mind, there is no downfall."
80,dṛḍhakārī mṛdurdāntaḥ krūrācārairasaṃvasan | ahiṃsro damadānābhyāṃ jayetsvargaṃ tathāvrataḥ,"One who is firm in their actions, gentle in speech, cruel only towards evil behavior, harmless, and established in self-control and charity can attain heaven by their virtuous deeds."
81,anena vipro vṛttena vartayanvedaśāstravit | vyapetakalmaṣo nityaṃ brahmaloke mahīyate,"By following this path of a scholar, always free from defects and versed in the Vedas and scriptures, one becomes exalted in the world of Brahman."
82,sākṣāt mokṣasādhanāni imāni ātmā vā are draṣṭavyaḥ śrotavyo mantavyo nididhyāsitavyaḥ | bṛhadāraṇyakopaniṣat,"These means of liberation, namely self-awareness, should be directly seen, heard, contemplated, and meditated upon; Brihadaranyaka Upanishad."
83,kaṇādena tu saṃproktaṃ śāstraṃ vaiśeṣikaṃ mahat | gautamena tathā nyāyaṃ sāṃkhyaṃ tu kapilena vai ||,"The Vaisheshika Shastra has been explained by Kanada, the Nyaya Shastra by Gautama, and the Samkhya by Kapila."
84,prajāvatā vacasā vahnirāsā ca huve ni ca satsīha devaiḥ | veṣi hotramuta potraṃ yajatra bodhi prayantarjanitarvasūnām ||,"The household fire, dressed as the priest, assumes the roles of both father and mother for those desiring offspring, as designated by the gods."
85,yo adhvareṣu śaṃtama ṛtāvā hotā tamū namobhirā kṛṇudhvam | agniryadvermartāya devānsa cā bodhāti manasā yajāti ||,"You should honor with reverential salutations the best Hotr at ritual ceremonies, for it is Agni himself who, being awakened in his physical form as the sacrificial fire, stirs the minds of the gods."
86,abhi tvā gotamā girā jātavedo vicarṣaṇe dayumnairabhi para ṇonumaḥ jātavedase sunavā masomamarātīyato ni dahāti vedaḥ sa naḥ parṣadati durgāṇi viśvā nāveva sindhuṃ duritātyagniḥ agnirasmi janmanā jātavedā ghartaṃ me cakṣuramṛtaṃ ma āsana arkastridhātū rajaso vimānoajasro gharmo havirasmi nāma,"Fire god, Jatavedas, do protect us with your warm embraces of words, O most excellent one! May we fully understand the Vedas that you have brought forth. You, as fire, consume our sacrificial offerings and reveal to us the hidden treasures of knowledge, destroying all obstacles in our path. Indeed, you are Jatavedas, the fire that has been born from the very beginning, my protector, my eye that is immortal, my support in all three realms, my strength, my brilliance, and my source of heat."
87,hotāraṃ viśvavedasaṃ saṃ hi tvā viśa indhate | sa ā vaha puruhūta pracetaso 'gne devā~ iha dravat ||,"You, Agni, as the universal invoker, indeed bring Vasistha's oblations to the gods here; carry them forth, Puruhuta, invoked by all."
88,jarābodha tadviviḍḍhi viśeviśe yajñiyāya stomaṃ rudrāya dṛśikam,"Understand the realization of old age, overcome it; offer the hymn in the sacrifice to the all-seeing Rudra."
89,tvamagnerudro asuro maho divastvaṃ śardho mārutaṃ pṛkṣa īśiṣe,"You are Agni, the god, Asura, the great one, and also Division in the heavenly world. You are the mighty Marut and the Priksha tree that rules over all."
