id,sloka,translation
11,punarādheyamādhānā'pratijñātasya rājyayaśaskāmasya vā trirātrāvaramagnīnutsṛjya sadyo vā punarvasvoḥ varṣāsu madhyandine vā kuśairādhānam vrīhyapūpamarkapalāśayoḥ pakvaṃ gārhapatyasthāne nidadhātyevamāhamanīyasya yāvaṃ sadyaścet,"Having abandoned the fire three nights and a day after kindling it, or at once during a rain shower, one should establish anew the ripened piles of rice, barley, and darbha grass in the midday sun in the gārhapatya fire; this is my command for the worthy as long as it is possible."
12,nānāhitāgnirnāyajvā vipro nāpyasahasradaḥ |,A priest is not a multidirectional benefactor of fire altars nor one who has a thousand senses.
13,ayajño vā eṣaḥ | yo'patnīkaḥ |,"This indeed is an un sacrificial one, who is a womanizer."
14,etadvai jarāmaryaṃ satraṃ yadagnihotraṃ jarayā vā hyevāsmānmucyate mṛtyunā vā payasā nityahomaḥ,"This is indeed the ritual, oh deathly one, that conquers aging - the agnihotra; it frees us either from aging or through the constant offering of an oblation with milk."
15,yavāgūrodano dadhi samigrāmakāmānnādyakāmendriyakāmatejaskāmānāṃ,"Of yava broth, tears, and curd, what is the desire of those who are devoted to satisfying the various senses' desires and cravings?"
16,dhūmāyantyām grāma kāmasya juhuyāt | jvalantyām brahma varcasa kāmasya | aṅgāreṣu paśu kāmasya |,"During the village fire's outbreak, one should offer obligations (to the fire). For it is ablaze with divine effulgence, and at this time also, it is in the cattle and other body parts of the sacrificial ritual."
17,jātaṃ vātsapreṇābhimṛśyottareṇa yajuṣopastha ādhāyottarābhyāmābhimantraṇaṃ mūrdhanyavaghrāṇaṃ dakṣiṇe karṇe jāpaḥ sarṣapānphalīkaraṇamiśrānañjalinottaraistristripratisvāhākāraṃ hutvā saṃśāsti praviṣṭe praviṣṭa eva tūṣṇīmagnāvāvapateti,"Born, having been anointed on the head with clarified butter by the elder sister of the cowherd after the recitation of the Yajus formulas, and having offered oblations mixed with sesame seeds while keeping the hands joined in prayer, remains silent, having entered the fire."
18,athaināmuttarayā dakṣiṇe haste gṛhītvāgnimabhyānīyāpareṇāgnimudagagraṃ kaṭamāstīrya tasminnupaviśata uttaro varaḥ agnerupasamādhānādyājyabhāgānte'thaināmādito dvābhyāmabhimantrayeta,"Having taken the fire deity with his right hand and brought it to the southern side, having kindled it by placing it on a suitable support, he should make the oblations in the end of the first portion of the offering. Then, having made an exception for the final oblation, he should invoke the fire deity twice with mantras."
19,sāyaṃsāyaṃ gṛhapatirno agniḥ prātaḥprātaḥ saumanasasya dātā | vasorvasorvasudāna edhi vayaṃ tvendhānāstanvaṃ puṣema || prātaḥprātargṛhapatirno agniḥ sāyaṃsāyaṃ saumanasasya dātā | vasorvasorvasudāna edhīndhānāstvā śataṃhimā ṛdhema ||,"At dawn, the householder is not without the fire; in the evening, the giver of comfort is. We should nourish our bodies with food and fuel at both times. In the morning, the householder is not without the fire; in the evening, the giver of comfort is. May we sustain ourselves with a hundred measures of vigor and strength at all times."
20,sa yatsāyamastamite dve'āhutī juhoti | tadetābhyāṃ pūrvābhyāṃ padbhyāmetasminmṛtyau pratitiṣṭhattyatha yatprātaranudite dve'āhutī juhoti tadetābhyāmaparābhyāṃ padbhyāmetasminmṛtyau pratitiṣṭhati sa'enameṣa'udyannevā''dāyodeti tadetaṃ mṛtyumatimucyate,"The one who offers, at sandhyakaal (dusk and dawn), two oblations while reciting that sāyaṃ mantra, is established in this and the next death. Similarly, the one who offers, at sandhyakaal, two oblations while reciting the prātaḥ mantra, is established in this and the following death. This practice, named udandani, liberates one from an early death."
21,tadyatheṣīkātūlamagnau protaṃ pradūyetaiv~ hāsya sarve pāpmānaḥ pradūyante ya etadevaṃ vidvānagnihotraṃ juhoti ||,"Performing the agnihotra ritual, the wise person rejects this worthless fuel that splutters at the very lighting; indeed, all sinful people despise this alone."
22,vasanti prāṇino yatra |,Where dwell living beings.
23,karṇaśrave'nile rātrau divā pāṃsusamūhane | etau varṣāsvanadhyāyāvadhyāyajñāḥ pracakṣate,"During nighttime under the name ""Karna-shravani"" and during daytime at the time of dust storms, these two are known as the rains' recitation and study, respectively."
24,vidyutstanitavarṣeṣu maholkānāṃ ca saṃplave | ākālikam anadhyām eteṣu manurabravīt etāṃstvabhyuditānvidyādyadā prāduṣkṛtāgniṣu | tadā vidyādanadhyāyam anṛtau cābhradarśane,"Manu spoke of this knowledge that becomes manifest when lightning illuminates the sky during the rainfall of great meteors: study it thoroughly at both dawn and dusk, especially after fire sacrifices have been performed and clouds are present."
25,nirghāte bhūmicalane jyotiṣāṃ copasarjane | etānākālikānvidyādanadhyāyānṛtāvapi prāduṣkṛteṣvagniṣu tu vidyutstanitaniḥsvane | sajyotiḥ syādanadhyāyaḥ śeṣe rātrau yathā divā,"Even in the absence of daytime and during the night, when stars appear, when fires ignited for various purposes start to dwindle, and despite the cessation of lessons, the meteors, like flashes of light, continue to shine; similarly, knowledge should be constantly cultivated."
26,nīhāre bāṇaśabde ca saṃdhyayoreva cobhayoḥ | amāvāsyācaturdaśyoḥ paurṇamāsyaṣṭakāsu ca amāvāsyā guruṃ hanti śiṣyaṃ hanti caturdaśī | brahmāṣṭakapaurṇamāsyau tasmāttāḥ parivarjayet,"During the sandhyas, specifically during new moon and full moon phases, one should avoid using arrows (or any weapon) named bana, for it can harm both the guru and the shishya on the 14th day of each lunar phase; similarly, one should stay away from Brahma's octet during the full moon."
27,pāṃsuvarṣe diśāṃ dāhe gomāyuvirute tathā | śvakharoṣṭre ca ruvati paṅktau ca na paṭheddvijaḥ,"In a shower of sand particles, just as in a fire in all directions, on a dog, a donkey, and in the rows (of the Vedas), a twice-born person should not stumble."
28,pratigṛhya dvijo vidvānekoddiṣṭasya ketanam | tryahaṃ na kīrtayedbrahma rājño rāhośca sūtake yāvadekānudiṣṭasya gandho lepaśca tiṣṭhati | viprasya viduṣo dehe tāvadbrahma na kīrtayet prāṇi vā yadi vāprāṇi yatkiṃ cicchrāddhikaṃ bhavet | tadālabhyāpyanadhyāyaḥ pāṇyāsyo hi dvijaḥ smṛtaḥ,"A twice-born scholar should not publicize the king's designated insignia; its fragrance and mark remain as long as it is meant for that scholar. The Brahman should not be proclaimed in a virtuous man's body until his specific rite of passage, whether involving living beings or not, is completed. Only when the appropriate study is undertaken is the twice-born one remembered by their hands."
29,dvāveva varjayennityaṃ anadhyāyau prayatnataḥ | svādhyāyabhūmiṃ cāśuddhaṃ ātmānaṃ cāśuciṃ dvijaḥ,"A twice-born should diligently avoid two things: consistently neglecting one's own study and maintaining an impure mind/self , as well as an unclean study material ."
30,nādhīyītāśvaṃ ārūḍho na vṛkṣaṃ na ca hastinam | na nāvaṃ na kharaṃ noṣṭraṃ neriṇastho na yānagaḥ śayānaḥ prauḍhapādaśca kṛtvā caivāvasakthikām | nādhīyītāmiṣaṃ jagdhvā sūtakānnādyaṃ eva ca,"Should not one mount an untrained horse, nor a tree, nor an elephant, nor a boat, nor a cart, nor lie down in the midst of a highway or on a pile of hay, nor should one eat meat, drink wine, or indulge in garlic and onions?"
31,corairupadrute grāme saṃbhrame cāgnikārite | ākālikaṃ anadhyāyaṃ vidyātsarvādbhuteṣu ca,"In the nearby village, due to carelessness or during a fire, studying is not to be neglected, especially in the face of unexpected calamities."
32,upākarmaṇi cotsarge trirātraṃ kṣepaṇaṃ smṛtam | aṣṭakāsu tvahorātraṃ ṛtvantāsu ca rātriṣu,"In the case of the upākarma ritual, it is remembered that one should perform kṣepaṇa for three nights; in contrast, for the eight days of the ṛtu and the intervening nights, only a single-night performance is recommended."
33,na vivāde na kalahe na senāyāṃ na saṃgare | na bhuktamātre nājīrṇe na vamitvā na śuktake atithiṃ cānanujñāpya mārute vāti vā bhṛśam | rudhire ca srute gātrācchastreṇa ca parikṣate,"Without causing controversy or strife, without in a battle or combat, not even for a well-cooked meal or remnants, nor for the sake of avoiding unpleasant tasks, nor out of fear of reproof or to gain praise; only when the guest has been received with respect, when the wind is blowing hard, and when one's injuries have been inspected and treated - then one should speak."
34,sāmadhvanāvṛgyajuṣī nādhīyīta kadā cana | vedasyādhītya vāpyantaṃ āraṇyakaṃ adhītya ca,One should never neglect the study of both samhitas and yajus recitations; only after thoroughly studying the Vedas and also the Aranyakas can one do so.
35,vibhāvasubharadrājau parjanyairāvatau tathā | viśvācīsenajitsaṃjñau kārttike cādhikāriṇāḥ ||,"The rulers of the Vasus and Bharatas, like Indra (Parjanya) and Varuna (Airavata), known as Senajit and Vacaspati, are respectively dominant in the rainy season and in the month of Karttika."
36,śeṣaḥ prathamato jāto vāsukistadanantaram| airāvatastakṣakaśca karkoṭakadhanañjayau||,"The first-born was Shesha, followed by Vasuki, then Airaavata, Takshaka, Karkotaka, and Dhanañjaya."
37,daśa krodhavaśā rāma vijajñe api ātmasaṃbhavāḥ | mṛgīm ca mṛgamaṃdām ca harīm bhadramadām api ||,"Even Rama, who is under the control of ten emotions, was born. Both the doe-like deer and the magnificent elephant were also born."
38,tato jajñe mahākāyaścaturdanto mahāgajaḥ| kapilā kāmavṛkṣaśca kaustubhaścāpsarogaṇaḥ|,"Then arose Mahakaya, the elephant with four tusks, along with Kapila, the desire-fulfilling tree and Kaustubha, the celestial gems, as well as the group of Apsaras."
39,pitṛṇāṃ dharmarājaṃ taṃ yamaṃ rājye'bhyaṣecayat | airāvataṃ gajendrāṇām aśeṣāṇāṃ patiṃ dadau ||,"The righteous king of the ancestors , he appointed as the ruler of Yama. To all elephant lords , he gave Airavata as their leader."
40,śeṣantu nāgarājānaṃ mṛgāṇāṃ siṃhamīśvaram | vanaspatīnāṃ rājānaṃ plakṣamevābhyaṣecayat || ,"Let the king of snakes (Ananta/Shesha) be anointed as the king of cities, and let him be respectfully invoked as the lord of animals (lion) among the herds of animals. Similarly, let the plaksa tree be reverentially enthroned as the king of trees."
41,yo māmajamanādiṃ ca vetti lokamaheśvaram | asaṃmūḍhaḥ sa martyeṣu sarvapāpaiḥ pramucyate || ,"The one who truly understands me, the unborn and beginningless, along with the Lord of the universe, becomes free from all sins in this world and is not deluded."
42,maharṣayaḥ sapta pūrve catvāro manavastathā | madbhāvā mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||,"The seven great sages of yore and the four subsequent ones were born mentally, as were their progeny who populate these worlds."
43,etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ | so'vikampena yogena yujyate nātra saṃśayaḥ ||,One who truly understands my divine manifestation and yoga experiences union without doubt.
44,arjuna uvāca,Arjuna spoke (the following words).
45,cāturvarṇyaṃ mayā sṛṣṭaṃ guṇakarmavibhāgaśaḥ | tasya kartāramapi māṃ viddhyakartāramavyayam ||,I myself created the four-varnas (castes) based on attributes and actions; know me to be the imperishable creator of it.
46,eṣāmutpattyādiryathā yadā bhagavān puruṣarūpeṇa sṛṣṭiṃ kṛtavān tadāsyaśarīrāt catvāro varṇā utpannāḥ mukhato brāhmaṇāḥ bāhutaḥ kṣatriyāḥ ūruto vaiśyāḥ pādataḥ śūdrā jātāḥ,"When the Lord in his cosmic form brought about creation, then from his body emerged the four varnas (social classes) in sequence: first the brahmins from his mouth, then the kshatriyas in great numbers from his arms, next the vaihysas from his thighs, and finally the shudras from his feet."
47,yathā vāyuṃ samāśritya vartante sarvajantavaḥ | tathā gṛhasthaṃ āśritya vartante sarva āśramāḥ | yasmāttrayo'pyāśramiṇo jñānenānnena cānvaham | gṛhasthenaiva dhāryante tasmājjyeṣṭhāśramo gṛhī |,"Just as all living beings exist depending on the wind, similarly all ashrams (stages of life) function relying on the householder. Indeed, the knowledge of the three ashramas is upheld by the householder alone on a daily basis. Therefore, the householder stage of life is considered the highest."
48,ṛgvedaṃ bhagavo'dhyemi yajurveda~ sāmavedamātharvaṇaṃ caturthamitihāsapurāṇaṃ pañcamaṃ vedānāṃ vedaṃ pitrya~rāśiṃ daivaṃ nidhiṃ vākovākyamekāyanaṃ devavidyāṃ brahmavidyāṃ bhūtavidyāṃ kṣatravidyāṃ nakṣatravidyāṃ sarpadevajñavidyāmetadbhagavo'dhyemi,"I meditate on the Rigveda, the Bhagavan; Yajurveda, Samaveda, and Atharvana, the other three; the fifth Veda, the itihasa-purana; the treasury of pitrya and daiva rituals; the one eloquent Vedic statement; the knowledge of devas, brahma, beings, kshatra, stars, and serpent deities. This, Bhagavan, I meditate upon."
49,ahaṃ tṛtīya ityatristasmādatriḥ sa kīrtyate ||,"I am referred to as ""the third"" and known as Atri; thus, Atri is glorified."
50,atrivaṃśasamutpanno brahmayoniḥ sanātanaḥ| prācīnabahirbhagavāṃstasmātprācetaso daśa||,"Born from the eternal and ancient Brahma-yoni of the lineage of Atri, he is the outer revered being, known as Pracetas; indeed, he is the tenth one."
51,daśānāṃ tanayastveko dakṣo nāma prajāpatiḥ| tasya dve nāmanī loke dakṣaḥ ka iti cocyate||,"Of the ten's offspring, there is one called Daksha, named Prajapati. In this world, he has two names – Daksha and who is that?"
52,vāgevātrirvācā hyannamadyate'ttirha vai nāmaitadyadatririti | sarvasyāttā bhavati sarvamasyānnambhavati | ya evaṃ veda |,"Speech, life air, and food indeed sustain each other; all of these become the individual's inner self. Knowing this one becomes everything, and all things become their sustenance."
53,svāminaḥ sevanaṃ dṛṣṭvā śivasya ca parātmanaḥ || sādhvi dharmaṃ ca te dṛṣṭvā sthitāsmi tava sannidhau ||,"Having seen the service of my lord Shiva and his supreme self, and having witnessed your adherence to righteousness, I have taken my stand in your presence."
54,dṛṣṭvā nātiprabhaṃ somaṃ tathā sūryaṃ ca pārthiva| prakāśamakarodatristapasā svena saṃyuge| jagadvitimiraṃ cāpi pradīptamakarottadā||,"Having seen the extremely radiant Moon and Sun, in that very battle, the sage Atri, through his own spiritual power, made daylight and also dispelled the cosmic darkness that had covered the world."
55,sarvaṃ hīdaṃ prāṇenā''vṛtam iti | so'yamākāśaḥ prāṇena bṛhatyā viṣṭabdhastadyathā'yamākāśaḥ prāṇena bṛhatyā viṣṭabdha | evaṃ sarvāṇi bhūtāni āpipīlikābhyaḥ prāṇena bṛhatyā viṣṭabdhānītyevaṃ vidyāt iti ||,"All this is indeed pervaded by the life-force . This sky/space is filled with that same life-force , as it were. Similarly, all beings , from elephants to the smallest atoms , are pervaded by that life-force . This is the wisdom to be known ."
56,āyuḥ prāṇaḥ prāṇo vā āyuḥ prāṇa evācāmṛtam | yāvaddhyasmiñcharīre prāṇo vasati tāvadāyuḥ |,Life (ayuh) and vital breath (prana) are the same; they are indeed immortal (amaratma) so long as they reside in this body (asmin sharire).
57,prāṇena sṛṣṭāvantarikṣaṃ ca vāyuśca | antarikṣaṃ vā anucaranti antarikṣamanuśṛṇvanti | vāyurasmai puṇyaṃ gandhamāvahati | evametau prāṇaṃ pitaraṃ paricarato'ntarikṣaṃ ca vāyuśca |,"Inhaling and exhaling, the air and the sky serve and listen to the sky; the pure scent is borne by the wind to the sky. Thus, these two (elements), while serving the breath, the father, also move in and perceive the sky."
58,taṃ devāḥ prāṇayanta sa praṇītaḥ prātāyata prātāyītī~ tatprātarabhavatsamāgāditī~ tatsāyamabhavadahareva prāṇo rātrirapānaḥ iti |,"The gods breathed out that (object) which was then taken in by the Prahitas. At dawn, it was gathered there. That very breath became day and night in this form."
59,vāgagniścakṣurasāvādityaścandramā mano diśaḥ śrotraṃ sa eṣa prahitāṃ saṃyogo'dhyātmamimā devatā ada u āviradhidaivatamityetattaduktaṃ bhavati iti |,"This is the established connection of speech as fire, the sun as seer, the moon as provider of sap, the mind as controller, the directions as hearing, and this self consisting of these divine powers: it is spoken that it is so."
60,pūrvajanma kṛtaṃ pāpaṃ vyādhi rūpeṇa bādhate | tata śāṃtiroṣadhedāneṃ mantra japa homa surāracaneṃ ||,"The past life's accumulated sins manifest as diseases. To alleviate this disturbance of peace and vitality, one should engage in mantra recitation, fire rituals, and offerings to the divine."
61,ṛtāmṛtābhyāṃ jīvettu mṛtena pramṛtena vā | satyānṛtābhyāṃ api vā na śvavṛttyā kadā cana ṛtaṃ uñchaśilaṃ jñeyaṃ amṛtaṃ syādayācitam | mṛtaṃ tu yācitaṃ bhaikṣaṃ pramṛtaṃ karṣaṇaṃ smṛtam satyānṛtaṃ tu vāṇijyaṃ tena caivāpi jīvyate | sevā śvavṛttirākhyātā tasmāttāṃ parivarjayet,"By truth and immortality should one live, whether it be with falsehood or without. The true must never be mixed with the false. Immortality is rightfully earned, while falsehood is merely asked for as alms. Gain is remembered as earned through hard work, falsehood as a profession. One should live by service and reject the false life."
62,ato'nyatamayā vṛttyā jīvaṃstu snātako dvijaḥ | svargāyuṣyayaśasyāni vratāṇīmāni dhārayet,"Hence, a twice-born (dvija) bath-purified snātaka, should observe these vows that yield heavenly long life and fame, not engaging in any other occupation but this."
63,vedam evābhyasennityaṃ yathākām atandritaḥ | taṃ hyasyāhuḥ paraṃ dharmam upadharmo'nya ucyate,"One should practice the Vedas continuously and without fatigue, as he desires; for they call this his supreme duty, and any other is called an inferior duty."
64,klptakeśanakhaśmaśrurdāntaḥ śuklāmbaraḥ śuciḥ | svādhyāye caiva yuktaḥ syānnityaṃ ātmahiteṣu ca,"With well-combed hair and nails, wearing white and pure garments, always engaged in self-study and using them for the benefit of oneself and others."
65,sarvānparityajedarthānsvādhyāyasya virodhinaḥ | yathā tathādhyāpayaṃstu sā hyasya kṛtakṛtyatā,"Give up all activities that hinder study, whether they be few or many, and in this way fulfill your duty."
66,buddhivṛddhikarāṇyāśu dhanyāni ca hitāni ca | nityaṃ śāstrāṇyavekṣeta nigamāṃścaiva vaidikān | yathā yathā hi puruṣaḥ śāstraṃ samadhigacchati | tathā tathā vijānāti vijñānaṃ cāsya rocate,"One should regularly examine the scriptures and the ancient Vedic lore, for as a person acquires knowledge of the scriptures, so does their understanding grow and become illuminated."
67,vedābhyāsena satataṃ śaucena tapasaiva ca | adroheṇa ca bhūtānāṃ jātiṃ smarati paurvikīm paurvikīṃ saṃsmaranjātiṃ brahmaivābhyasyate punaḥ | brahmābhyāsena cājasraṃ anantaṃ sukhaṃ aśnute,"By constantly practicing the Vedas, purity, and austerities, as well as by being impartial towards all beings, one recalls their original, natural form. Through unceasing practice of Brahman, immense and eternal bliss is experienced."
68,ṛṣiyajñaṃ devayajñaṃ bhūtayajñaṃ ca sarvadā | nṛyajñaṃ pitṛyajñaṃ ca yathāśakti na hāpayet,"One should always perform the ṛṣi-yajña, deva-yajña, bhūta-yajña, and according to one's ability, human-yajña and pitr-yajña."
69,etāneke mahāyajñānyajñaśāstravido janāḥ | anīhamānāḥ satataṃ indriyeṣveva juhvati vācyeke juhvati prāṇaṃ prāṇe vācaṃ ca sarvadā | vāci prāṇe ca paśyanto yajñanirvṛttiṃ akṣayām,"These scholars of sacrificial rituals' scriptures, some offer sacrifices through their senses, constantly and abstemiously; others offer speech and breath, always; perceiving the unending fulfillment in sacrifice through speech and breath."
70,jñānenaivāpare viprā yajantyetairmakhaiḥ sadā | jñānamūlāṃ kriyāṃ eṣāṃ paśyanto jñānacakṣuṣā,"Scholars indeed always worship with the single means of knowledge, through constant ritual offerings that are false. They see this action as having its origin in knowledge, through the vision of insight."
71,agnihotraṃ ca juhuyādādyante dyuniśoḥ sadā | darśena cārdhamāsānte paurṇāmāsena caiva hi,"One should perform the agnihotra sacrifice continuously at both the beginning and end of daylight hours, as well as at half-monthly intervals during the full and new moon."
72,sāvitrāñ śāntihomāṃśca kuryātparvasu nityaśaḥ | pitṝṃścaivāṣṭakāsvarcennityaṃ anvaṣṭakāsu ca,"One should perform the Savitra chant and the peace chant daily in the prescribed rites, as well as regularly offer respects to the ancestors during the eight-day observances."
73,rājato dhanam anvicchetsaṃsīdansnātakaḥ kṣudhā | yājyāntevāsinorvāpi na tvanyata iti sthitiḥ,"Seeking wealth should be pursued only after renunciation and bathing, not due to hunger; this is the view of those who dwell near the sacrificial altar, as well as others."
74,na sīdetsnātako vipraḥ kṣudhā śaktaḥ kathaṃ cana | na jīrṇamalavadvāsā bhavecca vibhave sati,"A brahmin cannot be unsteady, how could he ever, who is not a recent initiate, capable of being overwhelmed by hunger, and dressed in dirty, tattered clothes, even if he has the means."
75,daśa sūṇāsahasrāṇi yo vāhayati saunikaḥ | tena tulyaḥ smṛto rājā ghorastasya pratigrahaḥ yo rājñaḥ pratigṛhṇāti lubdhasyocchāstravartinaḥ | sa paryāyeṇa yātīmānnarakānekaviṃśatim etadvidanto vidvāṃso brāhmaṇā brahmavādinaḥ | na rājñaḥ pratigṛhṇanti pretya śreyo'bhikāṅkṣiṇaḥ,"The king who can carry a burden of ten thousand chariots is considered equal to Saunika. One who desires to receive such a tribute from the king must not be greedy or unversed in scriptures. Such a person, entering"
76,vayasaḥ karmaṇo'rthasya śrutasyābhijanasya ca | veṣavāgbuddhisārūpyaṃ ācaranvicarediha śrutismṛtyuditaṃ samyaṅnibaddhaṃ sveṣu karmasu | dharmamūlaṃ niṣeveta sadācāraṃ atandritaḥ ācārāllabhate hyāyurācārādīpsitāḥ prajāḥ | ācārāddhanaṃ akṣayyaṃ ācāro hantyalakṣaṇam,"In this world, one should diligently practice the conduct that is associated with learning, lineage, actions' purpose, and words. The conduct, when bound to scriptures and traditions, becomes the foundation of dharma. Such a conduct leads to long life, desired progeny, and infinite wealth. Indeed, proper conduct destroys inauspiciousness."
77,sarvalakṣaṇahīno'pi yaḥ sadācāravānnaraḥ | śraddadhāno'nasūyaśca śataṃ varṣāṇi jīvati durācāro hi puruṣo loke bhavati ninditaḥ | duḥkhabhāgī ca satataṃ vyādhito'lpāyureva ca,"Even one who is devoid of all qualities, if they are consistently righteous and free from envy, they can live for a hundred years. However, a wicked person in this world becomes an object of censure and is constantly afflicted with suffering and a short lifespan."
78,na pāṇipādacapalo na netracapalo'nṛjuḥ | na syādvākcapalaścaiva na paradrohakarmadhīḥ yenāsya pitaro yātā yena yātāḥ pitāmahāḥ | tena yāyātsatāṃ mārgaṃ tena gacchanna riṣyati vairiṇaṃ nopaseveta sahāyaṃ caiva vairiṇaḥ | adhārmikaṃ taskaraṃ ca parasyaiva ca yoṣitam | na hīdṛśaṃ anāyuṣyaṃ loke kiṃ cana vidyate | yādṛśaṃ puruṣasyeha paradāropasevanam | ,"One who is not unsteady in hand or foot, not a wanderer of the eyes, nor untruthful in speech, nor fickle in intent; through whom his ancestors have attained their abodes, as well as his great-grandfathers; such a one should tread the path of the virtuous. He should not be approached by an enemy, nor should he associate with such a companion. Unrighteous thieves and another's wife - nothing like this is found in the world for such a person. This is the kind of association that exists for a man in the world; indeed, there is nothing else comparable to it."
79,maṅgalācārayuktānāṃ nityaṃ ca prayatātmanām | japatāṃ juhvatāṃ caiva vinipāto na vidyate,"For those who are always engaged in conduct joined with auspiciousness and whose souls are dedicated to constant practice, there is never a downfall for those who recite and make offerings."
80,dṛḍhakārī mṛdurdāntaḥ krūrācārairasaṃvasan | ahiṃsro damadānābhyāṃ jayetsvargaṃ tathāvrataḥ,"One who is firm in their resolve, gentle in nature, avoids cruel company, is harmless, self-controlled, and charitable can attain heavenly bliss according to this vow."
81,anena vipro vṛttena vartayanvedaśāstravit | vyapetakalmaṣo nityaṃ brahmaloke mahīyate,"By following this conduct as a scholar, always observing the Vedic scriptures and free from defects, one becomes exalted in the abode of Brahman."
82,sākṣāt mokṣasādhanāni imāni ātmā vā are draṣṭavyaḥ śrotavyo mantavyo nididhyāsitavyaḥ | bṛhadāraṇyakopaniṣat,"These means of liberation should be directly observed, heard, contemplated, and meditated upon; they are the self. (Brihadaranyaka Upanishad)"
83,kaṇādena tu saṃproktaṃ śāstraṃ vaiśeṣikaṃ mahat | gautamena tathā nyāyaṃ sāṃkhyaṃ tu kapilena vai ||,"Informed by Kaṇāda, the authoritative treatise of Vaiśeṣika and by Gautama, Nyāya, and Kapila, the Sāṃkhya."
84,prajāvatā vacasā vahnirāsā ca huve ni ca satsīha devaiḥ | veṣi hotramuta potraṃ yajatra bodhi prayantarjanitarvasūnām ||,"As a father, the fire, with its flames and smoke, adorns itself as the priest for the birth, nourishment, and development of living beings."
85,yo adhvareṣu śaṃtama ṛtāvā hotā tamū namobhirā kṛṇudhvam | agniryadvermartāya devānsa cā bodhāti manasā yajāti ||,"The one who is peaceful at religious rituals and the best among those who recites the truth during such events, him you should honor with obeisance. Agni (the fire god) awakens the understanding of the divine in the mind of the one who performs the ritual with attention and focus."
86,abhi tvā gotamā girā jātavedo vicarṣaṇe dayumnairabhi para ṇonumaḥ jātavedase sunavā masomamarātīyato ni dahāti vedaḥ sa naḥ parṣadati durgāṇi viśvā nāveva sindhuṃ duritātyagniḥ agnirasmi janmanā jātavedā ghartaṃ me cakṣuramṛtaṃ ma āsana arkastridhātū rajaso vimānoajasro gharmo havirasmi nāma,"Approaching you, oh Gautama, with kind words, we (pl.) address the all-knowing one. May he, who is our protector and destroyer of evil, hear us. The Veda has not revealed to us the means of overcoming great difficulties, like a river unable to cross over its shores. I am born as Agni named Jātavedas, the bearer of oblations, the eye that is immortal and the warm rays of sun. I am the eternal essence that pervades all, existing in the three states of matter, devoid of qualities and full of heat. I am the offering to the fire."
87,hotāraṃ viśvavedasaṃ saṃ hi tvā viśa indhate | sa ā vaha puruhūta pracetaso 'gne devā~ iha dravat ||,"The Hotar, Vishvavedasa, invites you to perform the sacrifice; come, O Purohita Pracetas, bring Agni here; the Gods will indeed come to this spot."
88,jarābodha tadviviḍḍhi viśeviśe yajñiyāya stomaṃ rudrāya dṛśikam,"Perceive the destruction of aging (jarā) and make an offering, in the form of a hymn (stoma), to the all-seeing Rudra."
