id,sloka,translation
22, bhallātakasarpiḥ bhallātakakṣīraṃ bhallātakakṣaudraṃ guḍabhallātakaṃ bhallātakayūṣaḥ bhallātakatailaṃ bhallātakapalalaṃ bhallātakasaktavaḥ bhallātakalavaṇaṃbhallātakatarpaṇam iti bhallātakavidhānamuktaṃ bhavati||16||  ,"In the royal court, placing (nidhāya) a newly sprouted (nava-yauvana-uddhatam) young king (yauvarājye) on the throne, anointed (iddha) with consecration ritual (duḥśāsanam), approved by all (anumataḥpurodhasā), offered (havyena) with gold and ghee, is called a bhallātaka ritual."
23, bhavanticātra  bhallātakāni tīkṣṇāni pākīnyagnisamānica| bhavantyamṛtakalpāni prayuktāni yathāvidhi||17||  ete daśavidhāstveṣāṃ prayogāḥparikīrtitāḥ|  rogaprakṛtisātmyajñastān prayogān prakalpayet||18||  kaphajo na sa rogo'sti na vibandho'sti kaścana|  yaṃ na bhallātakaṃ hanyācchīghraṃ medhāgnivardhanam||19||  (iti bhallātakavidhiḥ)|  prāṇakāmāḥ purā jīrṇāścyavanādyā maharṣayaḥ|  rasāyanaiḥ śivairetairbabhūvuramitāyuṣaḥ||20||  brāhmaṃ tapo brahmacaryamadhyātmadhyānameva ca|  dīrghāyuṣo yathākāmaṃ sambhṛtya tridivaṃ gatāḥ||21||  tasmādāyuḥprakarṣārthaṃ prāṇakāmaiḥsukhārthibhiḥ|  rasāyanavidhiḥ sevyo vidhivatsusamāhitaiḥ||22||  ,"Previously, a solid object, even if small, if not quickly destroyed by a digestive medicine, increases agni (digestive fire), just like dry fuel added to a blazing fire. Similarly, a person seeking longevity should follow the method of preparing and consuming such medicines. In this way, sages of old, who desired long life, consumed rejuvenating elixirs and became long-lived, attaining the three worlds. Therefore, one should diligently follow the method of preparing and consuming rejuvenating elixirs for the purpose of increasing lifespan, for the benefit of both self and others."
24, tatra ślokaḥ  rasāyanānāṃ saṃyogāḥ siddhābhūtahitaiṣiṇā|  nirdiṣṭāḥ prāṇakāmīye saptatriṃśanmaharṣiṇā ||23||  ,"In the discussion, oh descendant of Khandala, it has been declared by the great sages that the combination of rejuvenating substances is a source of well-being for those seeking sensual pleasures, just as your valorous deeds, oh son of Uda, are like the present manifestation of a sacred hymn, never diminished; indeed, the serpent king is not overwhelmed by those fierce adversaries."
25, ityagniveśakṛte tantre carakapratisaṃskṛte cikitsāsthāne rasāyanādhyāye prāṇakāmīyo nāma rasāyanapādo dvitīyaḥ||2||  ,"Then, at the right time, let the desirous of vitality, named ""Rasayana,"" adopt the second course of action. At that place, let them make an effort to apply the future passive participle, which has been previously prepared, in the subsequent parts of compound words, as well as the passive past participles of the roots ""jihma"" and ""mut."" Indeed, they should not ignore the sayings of the seers, for they constitute the essence of the teachings."
26, athātaḥ karapracitīyaṃ rasāyanapādaṃvyākhyāsyāmaḥ||1||  iti ha smāha bhagavānātreyaḥ||2||  ,"Thus, having been invited, the Lord Atreya has explained the initial steps of the recipe, as follows: ""Having entered the house of Krsna, the dwelling place of the earth-bound, at that time, he showed (his presence) in the presence of his brother."""
27, bhavanticātra  etadrasāyanaṃ pūrvaṃ vasiṣṭhaḥkaśyapo'ṅgirāḥ| jamadagnirbharadvājo bhṛguranye ca tadvidhāḥ||4||  prayujya prayatā muktāḥ śramavyādhijarābhayāt| yāvadaicchaṃstapastepustatprabhāvānmahābalāḥ||5||  idaṃ rasāyanaṃ cakre brahmā vārṣasahasrikam|  jarāvyādhipraśamanaṃ buddhīndriyabalapradam||6||  (ityāmalakāyasaṃ brāhmarasāyanam)|  ,"Having reflected on the power of sovereignty that can even subdue enemies, King Drupada's sons, having become free from fatigue, fear of aging, and illness, caused the creation of this rejuvenating elixir, which was made by Brahma and which has the power to stop aging and enhance mental and physical abilities, as described in the Amalakanidana scripture."
28, tapasā brahmacaryeṇa dhyānena praśamena ca|  rasāyanavidhānena kālayuktena cāyuṣā||7||  sthitā maharṣayaḥ pūrvaṃ nahikiñcidrasāyanam|  grāmyānāmanyakāryāṇāṃ sidhyatyaprayatātmanām||8||  ,"Even in such beings as before, who have become complacent through negligence, the great sages have said that diligent practice in austerity, celibacy, meditation, tranquility, and proper diet, along with the regulation of life-breath, allows one to accomplish worldly and other-worldly duties."
29, saṃvatsaraṃ payovṛttirgavāṃ madhye vaset sadā|  sāvitrīṃ manasā dhyāyan brahmacārī yatendriyaḥ||9||  saṃvatsarānte pauṣīṃ vā māghīṃ vā phālgunīṃ tithim|  tryahopavāsī śuklasya praviśyāmalakīvanam||10||  bṛhatphalāḍhyamāruhya drumaṃ śākhāgataṃ phalam|  gṛhītvā pāṇinā tiṣṭhejjapan brahmāmṛtāgamāt||11||  tadā hyavaśyamamṛtaṃ vasatyāmalake kṣaṇam|  śarkarāmadhukalpāni snehavanti mṛdūni ca||12||  bhavantyamṛtasaṃyogāttāni yāvanti bhakṣayet|  jīvedvarṣasahasrāṇi tāvantyāgatayauvanaḥ||13||  sauhityameṣāṃ gatvā tu bhavatyamarasannibhaḥ|  svayaṃ cāsyopatiṣṭhante śrīrvedā vāk ca rūpiṇī||14||  (iti kevalāmalakarasāyanam)|  ,"Having been established by the supporters equal to the indivisible and the divisble realms, along with their own patrilineal descendants, by you with them, holding the earth with its trees using your hand, just like an elephant would hold a plant with its tusk, then, in the future, it will be as if devoid of sugar and milk, soft and free from impurities, those substances that come into contact with it, as many as one consumes, for such a long time will one live, measuring in thousands of years, approaching these qualities, beauty, wealth, and the Vedic speech themselves will come to reside in it. (This is the description of the Kevalamalakasayana ritual.)"
30, triphalāyā rase mūtre gavāṃ kṣāre ca lavaṇe|  krameṇaceṅgudīkṣāre kiṃśukakṣāra eva ca||15||  tīkṣṇāyasasya patrāṇi vahnivarṇāni sādhayet |  caturaṅguladīrghāṇi tilotsedhatanūni ca||16|| jñātvā tānyañjanābhāni sūkṣmacūrṇāni kārayet|  tāni cūrṇāni madhunā rasenāmalakasya ca||17||  yuktāni lehavat kumbhe sthitāni ghṛtabhāvite|  saṃvatsaraṃ nidheyāni yavapalle tathaivaca||18||  dadyādāloḍanaṃ māse sarvatrāloḍayan budhaḥ|  saṃvatsarātyaye tasya prayogo madhusarpiṣā||19||  prātaḥ prātarbalāpekṣī sātmyaṃ jīrṇe ca bhojanam|  eṣa eva ca lauhānāṃ prayogaḥ samprakīrtitaḥ||20||  nābhighātairna cātaṅkairjarayāna ca mṛtyunā|  sa dhṛṣyaḥ syādgajaprāṇaḥ sadā cātibalendriyaḥ||21||  dhīmān yaśasvī vāksiddhaḥ śrutadhārī mahādhanaḥ|  bhavet samāṃ prayuñjāno naro lauharasāyanam||22||  anenaiva vidhānena hemnaśca rajatasyaca|  āyuḥprakarṣakṛtsiddhaḥ prayogaḥ sarvaroganut||23||  (iti lauhādirasāyanam)|  ,"They enter, those two, the deluded minds,
where greed resides; they do not, however, those cunning ones,
enter the minds of those who know the regulations."
31, aindrī matsyākhyako brāhmī vacā brahmasuvarcalā|  pippalyo lavaṇaṃ hema śaṅkhapuṣpī viṣaṃghṛtam||24||  eṣāṃ triyavakān bhāgān hemasarpirviṣairvinā|  dvau yavau tatra hemnastu tilaṃ dadyādviṣasyaca||25||  sarpiṣaśca palaṃ dadyāttadaikadhyaṃ prayojayet|  ghṛtaprabhūtaṃ sakṣaudraṃ jīrṇe cānnaṃpraśasyate||26||  jarāvyādhipraśamanaṃ smṛtimedhākaraṃ param|  āyuṣyaṃ pauṣṭikaṃ dhanyaṃ svaravarṇaprasādanam||27||  paramojaskaraṃ caitat siddhamaindraṃ rasāyanam|  nainat prasahate kṛtyā nālakṣmīrna viṣaṃ na ruk||28||  śvitraṃ sakuṣṭhaṃ jaṭharāṇi gulmāḥ plīhā purāṇo viṣamajvaraśca|  medhāsmṛtijñānaharāśca rogāḥ śāmyantyanenātibalāśca vātāḥ||29||  (ityaindraṃ rasāyanam)|  ,"""Endowed with good qualities, one who is deeply in love, and has properly ascertained the lineage, self, wife, and wealth as one's own, should make others give up their hatred. One who is like that, who else could there be?"" 

""One should use ghee, milk, barley, and sesame seeds without fail in the portions of these three: in one part, two barleycorns measure of ghee should be added; similarly, two of sesame seeds measure in another; one should add one part of powdered rice, and mix it well. This is the supreme elixir known as Indra's nectar, which, when taken, does not allow old age, lack of lakshmi, or poison to prevail; it cures diseases like consumption, fever, and others."""
32, maṇḍūkaparṇyāḥ svarasaḥ prayojyaḥ kṣīreṇa yaṣṭīmadhukasya cūrṇam| raso guḍūcyāstu samūlapuṣpyāḥ kalkaḥ prayojyaḥ khalu śaṅkhapuṣpyāḥ||30||  āyuḥpradānyāmayanāśanāni balāgnivarṇasvaravardhanāni|  medhyāni caitāni rasāyanāni medhyā viśeṣeṇa caśaṅkhapuṣpī||31||  (itimedhyarasāyanāni)|  ,"You, O god, are now being asked to turn your attention to the path you previously abandoned. How can your anger continue to blaze when the tree of shame, split and dry like a piece of kindling, lies before you? The sap of the Mandukaparni plant, mixed with curdled butter and the powder of Sankhapuspi flowers, is beneficial for one's health and complexion, and it promotes longevity. Similarly, these sacred concoctions, especially those made with Sankhapuspi flowers, are truly rejuvenating and purifying."
